"12ng -- Kuolleet viikoittain sukupuolen, iän ja maakunnan mukaan (Pikaennakko), 1990W01-2022W14*"

"Alue";"Viikko";"Yhteensä Yhteensä Kuolleet";"0 - 4 Yhteensä Kuolleet";"5 - 9 Yhteensä Kuolleet";"10 - 14 Yhteensä Kuolleet";"15 - 19 Yhteensä Kuolleet";"20 - 24 Yhteensä Kuolleet";"25 - 29 Yhteensä Kuolleet";"30 - 34 Yhteensä Kuolleet";"35 - 39 Yhteensä Kuolleet";"40 - 44 Yhteensä Kuolleet";"45 - 49 Yhteensä Kuolleet";"50 - 54 Yhteensä Kuolleet";"55 - 59 Yhteensä Kuolleet";"60 - 64 Yhteensä Kuolleet";"65 - 69 Yhteensä Kuolleet";"70 - 74 Yhteensä Kuolleet";"75 - 79 Yhteensä Kuolleet";"80 - 84 Yhteensä Kuolleet";"85 - 89 Yhteensä Kuolleet";"90 - Yhteensä Kuolleet"
"MK13 Keski-Suomi";"2012W15";58;1;0;0;0;0;0;0;0;0;2;1;1;1;0;11;9;13;9;10
"MK13 Keski-Suomi";"2012W16";50;0;0;0;0;0;0;0;1;1;0;3;2;1;2;7;4;11;11;7
"MK13 Keski-Suomi";"2012W17";45;1;0;0;1;0;0;0;0;0;0;1;2;5;5;2;1;10;10;7
"MK13 Keski-Suomi";"2012W18";53;1;0;0;0;0;0;0;0;0;0;1;2;3;2;2;10;8;14;10
"MK13 Keski-Suomi";"2012W19";38;0;0;0;0;0;0;0;0;0;0;0;1;2;3;2;8;2;15;5
"MK13 Keski-Suomi";"2012W20";53;0;0;0;0;0;0;0;0;0;1;0;2;4;2;9;6;6;11;12
"MK13 Keski-Suomi";"2012W21";54;1;0;0;0;1;2;1;0;0;1;1;2;2;5;5;4;7;12;10
"MK13 Keski-Suomi";"2012W22";48;1;0;0;0;1;0;1;3;1;1;0;4;1;2;4;5;10;8;6
"MK13 Keski-Suomi";"2012W23";45;1;0;1;1;0;0;0;0;0;2;0;0;3;2;4;7;7;10;7
"MK13 Keski-Suomi";"2012W24";48;0;0;0;0;0;0;0;0;0;0;0;5;7;4;4;3;7;11;7
"MK13 Keski-Suomi";"2012W25";52;0;0;0;0;1;0;2;0;2;0;4;4;4;2;6;6;8;7;6
"MK13 Keski-Suomi";"2012W26";49;0;0;0;1;0;0;1;0;0;0;3;4;3;3;4;3;10;6;11
"MK13 Keski-Suomi";"2012W27";52;0;0;0;0;0;0;0;1;2;1;1;5;4;4;8;9;6;5;6
"MK13 Keski-Suomi";"2012W28";51;1;0;0;0;0;0;2;1;1;0;1;3;7;5;6;4;6;9;5
"MK13 Keski-Suomi";"2012W29";39;0;0;0;0;0;1;0;0;0;2;0;2;4;4;5;2;7;6;6
"MK13 Keski-Suomi";"2012W30";49;1;0;0;0;0;0;1;0;1;0;2;2;3;1;5;2;11;13;7
"MK13 Keski-Suomi";"2012W31";44;0;0;0;0;0;0;0;1;0;0;2;1;5;0;4;5;8;12;6
"MK13 Keski-Suomi";"2012W32";50;0;0;0;0;0;0;0;0;0;3;1;3;4;5;1;7;10;7;9
"MK13 Keski-Suomi";"2012W33";47;0;0;0;0;0;0;0;0;0;3;2;2;4;9;5;5;3;6;8
"MK13 Keski-Suomi";"2012W34";67;0;0;1;0;0;0;1;0;1;1;2;4;6;1;5;9;8;12;16
"MK13 Keski-Suomi";"2012W35";54;0;0;0;0;0;0;0;0;0;1;2;2;1;2;6;6;13;12;9
"MK13 Keski-Suomi";"2012W36";49;0;0;0;0;0;0;0;1;2;0;1;3;2;5;2;11;6;8;8
"MK13 Keski-Suomi";"2012W37";52;0;0;0;0;0;0;0;1;1;0;2;3;4;5;4;5;12;7;8
"MK13 Keski-Suomi";"2012W38";50;1;0;0;0;0;0;0;0;0;1;0;2;3;3;8;7;6;10;9
"MK13 Keski-Suomi";"2012W39";59;0;0;0;0;0;1;0;1;0;1;1;2;1;10;5;5;12;5;15
"MK13 Keski-Suomi";"2012W40";40;0;0;0;0;1;0;0;0;0;0;1;1;1;5;7;5;7;9;3
"MK13 Keski-Suomi";"2012W41";53;0;1;0;0;0;0;0;0;0;0;0;2;3;6;5;8;6;14;8
"MK13 Keski-Suomi";"2012W42";57;0;0;0;0;0;1;0;0;0;2;2;2;4;3;5;7;7;13;11
"MK13 Keski-Suomi";"2012W43";45;0;0;0;0;0;0;0;0;0;1;2;2;4;8;3;3;6;14;2
"MK13 Keski-Suomi";"2012W44";37;0;0;0;0;0;0;0;0;0;0;3;1;3;1;7;5;5;9;3
"MK13 Keski-Suomi";"2012W45";60;1;0;0;0;0;1;1;0;1;2;3;3;4;5;4;5;2;11;17
"MK13 Keski-Suomi";"2012W46";46;0;0;0;0;0;0;0;1;1;1;1;1;4;4;7;5;5;10;6
"MK13 Keski-Suomi";"2012W47";42;0;0;0;0;0;0;0;0;0;0;2;3;2;4;4;4;5;7;11
"MK13 Keski-Suomi";"2012W48";54;1;0;0;0;0;0;0;0;0;0;2;3;5;3;4;4;14;10;8
"MK13 Keski-Suomi";"2012W49";58;0;0;0;0;0;0;1;0;1;2;0;3;2;6;3;6;12;11;11
"MK13 Keski-Suomi";"2012W50";63;0;0;0;0;0;0;0;0;1;0;4;3;4;4;3;9;13;13;9
"MK13 Keski-Suomi";"2012W51";50;0;0;0;0;0;0;0;0;1;0;0;3;3;6;5;3;15;9;5
"MK13 Keski-Suomi";"2012W52";66;0;1;0;0;0;0;1;1;0;2;0;6;1;5;8;4;16;10;11
"MK13 Keski-Suomi";"2013W01";55;0;0;0;0;0;1;0;0;1;0;1;3;4;4;6;10;5;10;10
"MK13 Keski-Suomi";"2013W02";48;0;0;0;0;0;0;0;0;0;2;3;4;6;4;0;7;4;11;7
"MK13 Keski-Suomi";"2013W03";63;0;0;0;0;0;0;0;0;0;0;0;3;3;2;8;12;15;8;12
"MK13 Keski-Suomi";"2013W04";49;0;0;0;0;0;0;1;0;0;1;2;1;1;2;5;6;7;13;10
"MK13 Keski-Suomi";"2013W05";62;0;0;0;0;1;0;0;2;0;0;3;5;3;4;4;7;12;13;8
"MK13 Keski-Suomi";"2013W06";43;0;0;0;0;0;0;0;0;1;0;1;1;6;3;5;5;4;13;4
"MK13 Keski-Suomi";"2013W07";54;0;0;1;0;2;1;0;0;1;0;0;6;1;2;0;9;10;13;8
"MK13 Keski-Suomi";"2013W08";53;0;0;0;0;0;0;0;0;0;0;1;3;4;7;4;3;9;12;10
"MK13 Keski-Suomi";"2013W09";55;0;0;0;0;0;0;1;0;0;1;1;2;3;3;1;8;11;11;13
"MK13 Keski-Suomi";"2013W10";56;0;0;0;0;0;0;0;3;0;0;1;4;1;4;1;5;11;13;13
"MK13 Keski-Suomi";"2013W11";55;2;0;0;0;0;0;0;1;1;2;0;2;1;3;4;5;11;9;14
"MK13 Keski-Suomi";"2013W12";75;1;0;0;0;0;0;0;3;0;1;4;4;5;4;3;10;16;15;9
"MK13 Keski-Suomi";"2013W13";54;0;0;0;0;0;0;0;1;0;1;0;1;4;5;7;7;10;10;8
"MK13 Keski-Suomi";"2013W14";72;0;0;0;0;0;0;0;1;0;0;1;1;5;5;6;10;14;15;14
"MK13 Keski-Suomi";"2013W15";46;0;0;0;0;0;0;0;0;0;0;2;1;3;3;6;4;10;8;9
"MK13 Keski-Suomi";"2013W16";60;0;0;0;0;0;0;0;0;1;4;1;2;7;2;4;9;10;12;8
"MK13 Keski-Suomi";"2013W17";44;0;0;0;0;0;0;0;1;0;1;0;0;1;3;2;9;7;8;12
"MK13 Keski-Suomi";"2013W18";55;0;0;0;0;0;1;0;1;0;0;1;2;3;3;4;6;10;18;6
"MK13 Keski-Suomi";"2013W19";43;1;0;0;0;0;0;0;0;0;1;2;2;5;3;4;3;6;6;10
"MK13 Keski-Suomi";"2013W20";54;0;0;0;0;0;0;0;1;1;0;0;1;6;3;4;5;12;14;7
"MK13 Keski-Suomi";"2013W21";40;0;0;0;0;0;0;0;1;0;0;2;1;2;7;3;3;7;8;6
"MK13 Keski-Suomi";"2013W22";44;0;0;0;0;0;0;0;0;0;0;2;3;4;3;8;4;6;7;7
"MK13 Keski-Suomi";"2013W23";36;0;0;0;0;0;0;0;0;0;0;0;4;1;4;3;7;4;9;4
"MK13 Keski-Suomi";"2013W24";47;0;0;0;0;2;0;1;1;1;0;0;1;6;4;5;3;5;7;11
"MK13 Keski-Suomi";"2013W25";33;1;0;0;1;0;0;0;0;0;0;0;2;3;3;2;1;9;4;7
"MK13 Keski-Suomi";"2013W26";43;0;0;0;0;1;0;0;0;0;0;2;2;2;2;4;4;5;4;17
"MK13 Keski-Suomi";"2013W27";50;1;0;0;0;0;0;0;1;0;0;1;3;1;5;3;3;10;14;8
"MK13 Keski-Suomi";"2013W28";44;1;0;0;0;0;0;0;1;0;4;1;3;1;5;3;11;4;5;5
"MK13 Keski-Suomi";"2013W29";42;0;0;0;0;1;0;0;0;2;0;1;1;4;3;3;6;9;6;6
"MK13 Keski-Suomi";"2013W30";57;0;0;0;1;0;0;0;1;0;0;2;1;8;3;5;7;8;13;8
"MK13 Keski-Suomi";"2013W31";42;0;0;0;1;0;2;0;0;0;0;4;3;3;0;2;5;8;4;10
"MK13 Keski-Suomi";"2013W32";46;0;0;0;0;1;0;0;0;0;1;1;0;3;2;3;5;10;11;9
"MK13 Keski-Suomi";"2013W33";54;0;0;0;0;0;1;0;0;0;0;4;3;7;2;6;5;7;8;11
"MK13 Keski-Suomi";"2013W34";34;0;0;0;1;0;1;0;0;1;2;1;0;2;6;1;4;5;7;3
"MK13 Keski-Suomi";"2013W35";47;0;0;0;0;1;0;0;1;1;2;1;5;2;7;1;2;7;9;8
"MK13 Keski-Suomi";"2013W36";54;0;0;0;0;0;0;0;1;0;1;2;2;0;7;7;7;9;12;6
"MK13 Keski-Suomi";"2013W37";36;0;0;0;0;0;0;1;0;1;0;0;3;2;2;2;2;5;6;12
"MK13 Keski-Suomi";"2013W38";38;0;0;1;0;0;0;0;1;0;0;0;1;5;6;2;5;3;5;9
"MK13 Keski-Suomi";"2013W39";34;0;0;0;0;1;0;0;0;0;1;0;0;4;1;3;3;11;5;5
"MK13 Keski-Suomi";"2013W40";40;1;0;0;0;0;1;0;0;0;2;2;1;3;2;3;6;4;10;5
"MK13 Keski-Suomi";"2013W41";47;0;0;0;0;1;1;0;0;0;0;1;1;3;4;3;12;6;7;8
"MK13 Keski-Suomi";"2013W42";50;0;0;0;0;0;0;0;0;0;0;3;3;4;6;7;8;4;10;5
"MK13 Keski-Suomi";"2013W43";42;0;0;0;0;0;0;2;1;0;0;0;1;3;4;2;7;8;6;8
"MK13 Keski-Suomi";"2013W44";63;0;0;0;0;0;1;0;0;0;0;2;0;4;6;6;12;10;14;8
"MK13 Keski-Suomi";"2013W45";56;0;0;0;0;0;1;0;2;0;0;1;3;1;4;6;8;12;10;8
"MK13 Keski-Suomi";"2013W46";42;0;0;0;0;0;0;1;0;0;1;0;3;5;0;4;5;9;9;5
"MK13 Keski-Suomi";"2013W47";60;1;0;0;0;1;0;1;0;0;0;4;2;3;3;10;3;16;8;8
"MK13 Keski-Suomi";"2013W48";55;1;0;0;0;0;0;0;0;0;1;1;2;5;5;5;5;8;10;12
"MK13 Keski-Suomi";"2013W49";57;0;0;0;0;0;0;0;1;0;0;1;2;6;4;5;4;12;13;9
"MK13 Keski-Suomi";"2013W50";58;0;0;0;0;0;0;0;1;2;0;1;2;5;8;7;5;11;8;8
"MK13 Keski-Suomi";"2013W51";38;0;0;0;0;0;1;0;1;0;0;1;2;2;3;5;2;7;7;7
"MK13 Keski-Suomi";"2013W52";57;0;0;0;0;0;0;0;0;2;0;2;3;5;7;4;4;11;10;9
"MK13 Keski-Suomi";"2014W01";41;0;0;0;2;0;0;0;0;0;0;1;2;2;4;1;5;8;8;8
"MK13 Keski-Suomi";"2014W02";53;0;0;0;0;0;0;0;1;1;2;4;2;6;2;3;6;10;6;10
"MK13 Keski-Suomi";"2014W03";51;0;0;0;0;0;0;0;0;0;0;2;2;3;4;3;9;11;7;10
"MK13 Keski-Suomi";"2014W04";55;0;0;0;0;2;0;0;0;0;2;2;2;4;7;6;5;8;12;5
"MK13 Keski-Suomi";"2014W05";68;0;0;0;0;1;1;3;0;1;2;3;3;5;5;6;6;13;9;10
"MK13 Keski-Suomi";"2014W06";69;1;0;0;0;0;0;1;1;0;3;3;4;8;6;6;9;6;14;7
"MK13 Keski-Suomi";"2014W07";48;0;0;0;0;0;0;0;0;1;1;1;2;3;6;1;5;8;11;9
"MK13 Keski-Suomi";"2014W08";60;0;0;0;0;0;1;0;0;1;1;1;2;5;7;8;8;8;8;10
"MK13 Keski-Suomi";"2014W09";59;0;0;0;0;1;0;0;0;0;1;1;1;5;4;8;4;12;9;13
"MK13 Keski-Suomi";"2014W10";57;0;0;0;0;1;0;1;2;0;0;1;2;3;10;4;7;5;8;13
"MK13 Keski-Suomi";"2014W11";54;0;0;0;0;0;0;0;0;1;0;2;2;6;5;4;6;10;11;7
"MK13 Keski-Suomi";"2014W12";55;0;0;0;0;0;0;0;0;0;2;2;0;6;5;5;6;11;7;11
"MK13 Keski-Suomi";"2014W13";65;0;0;0;0;0;0;1;0;1;0;1;4;8;4;4;9;12;9;12
"MK13 Keski-Suomi";"2014W14";65;0;0;0;0;0;0;0;0;0;1;1;1;7;7;7;8;8;17;8
"MK13 Keski-Suomi";"2014W15";63;0;0;0;0;0;0;0;1;0;1;4;5;3;3;5;5;12;15;9
"MK13 Keski-Suomi";"2014W16";50;0;0;0;1;0;0;0;0;1;1;2;2;3;3;4;4;8;10;11
"MK13 Keski-Suomi";"2014W17";55;1;0;0;0;0;0;0;0;0;1;4;4;3;4;5;6;7;11;9
"MK13 Keski-Suomi";"2014W18";55;0;0;0;0;0;1;0;0;0;0;1;1;2;5;7;9;9;12;8
"MK13 Keski-Suomi";"2014W19";54;0;0;0;0;0;0;0;0;0;1;1;2;4;1;6;6;12;11;10
"MK13 Keski-Suomi";"2014W20";56;0;0;0;0;0;2;0;0;1;1;3;1;4;3;3;9;10;9;10
"MK13 Keski-Suomi";"2014W21";54;1;0;0;0;0;0;1;0;0;0;1;3;3;5;6;8;9;9;8
"MK13 Keski-Suomi";"2014W22";57;0;0;0;0;1;0;1;0;0;2;0;1;4;6;5;9;7;11;10
"MK13 Keski-Suomi";"2014W23";56;0;0;0;0;0;0;0;0;2;0;1;1;5;5;5;10;9;11;7
"MK13 Keski-Suomi";"2014W24";42;0;0;0;0;1;0;0;0;0;1;0;2;4;3;4;6;6;5;10
"MK13 Keski-Suomi";"2014W25";64;0;0;0;0;0;0;1;0;1;1;2;3;5;7;6;9;8;12;9
"MK13 Keski-Suomi";"2014W26";56;0;0;0;0;1;0;1;0;1;0;1;1;5;5;13;5;10;7;6
"MK13 Keski-Suomi";"2014W27";57;0;0;0;0;1;0;1;0;0;1;2;1;1;3;7;7;14;9;10
"MK13 Keski-Suomi";"2014W28";55;0;0;0;0;1;0;0;1;0;1;2;3;2;4;5;3;10;11;12
"MK13 Keski-Suomi";"2014W29";37;0;0;0;0;0;0;0;1;0;0;0;0;3;2;4;2;10;5;10
"MK13 Keski-Suomi";"2014W30";49;0;0;0;0;0;0;1;0;1;0;3;5;3;6;6;7;10;3;4
"MK13 Keski-Suomi";"2014W31";64;0;0;0;0;0;0;1;1;0;1;1;2;4;5;5;11;9;14;10
"MK13 Keski-Suomi";"2014W32";53;0;0;0;0;0;0;1;0;1;3;0;0;2;6;3;9;4;15;9
"MK13 Keski-Suomi";"2014W33";49;0;0;0;0;0;1;1;0;0;0;3;3;2;6;3;5;8;11;6
"MK13 Keski-Suomi";"2014W34";50;0;0;0;0;0;0;0;0;0;1;4;1;5;4;6;1;10;8;10
"MK13 Keski-Suomi";"2014W35";46;1;0;0;0;0;1;0;0;0;0;1;1;3;8;6;3;7;7;8
"MK13 Keski-Suomi";"2014W36";51;0;0;0;0;0;1;1;0;1;2;0;3;0;11;4;7;8;5;8
"MK13 Keski-Suomi";"2014W37";59;0;0;0;0;0;0;0;0;0;1;1;1;4;10;4;7;10;10;11
"MK13 Keski-Suomi";"2014W38";65;0;0;0;0;0;0;0;0;1;0;0;3;3;5;4;6;12;22;9
"MK13 Keski-Suomi";"2014W39";63;1;0;0;0;0;1;0;1;0;1;1;2;2;6;3;6;10;17;12
"MK13 Keski-Suomi";"2014W40";39;0;0;0;0;0;0;0;0;0;0;1;4;2;0;2;7;7;11;5
"MK13 Keski-Suomi";"2014W41";49;0;0;0;0;0;0;0;1;0;1;1;0;5;3;5;7;6;11;9
"MK13 Keski-Suomi";"2014W42";66;0;0;0;0;0;1;0;1;0;1;2;3;6;4;5;14;9;10;10
"MK13 Keski-Suomi";"2014W43";46;0;0;0;0;0;1;1;0;0;0;1;3;2;1;1;11;9;8;8
"MK13 Keski-Suomi";"2014W44";59;0;0;0;0;0;0;0;0;2;0;1;3;2;7;5;6;10;11;12
"MK13 Keski-Suomi";"2014W45";59;0;0;0;0;0;0;0;0;2;2;0;1;5;7;4;4;8;12;14
"MK13 Keski-Suomi";"2014W46";50;0;0;0;1;0;0;0;2;0;0;1;3;0;8;3;10;5;10;7
"MK13 Keski-Suomi";"2014W47";40;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;7;5;10;12
"MK13 Keski-Suomi";"2014W48";56;0;0;0;0;0;1;0;1;1;0;0;4;2;7;4;8;9;8;11
"MK13 Keski-Suomi";"2014W49";47;0;0;0;0;0;0;0;0;0;0;2;1;1;4;5;9;5;8;12
"MK13 Keski-Suomi";"2014W50";53;0;0;0;0;1;1;0;0;0;0;1;0;2;5;6;4;13;11;9
"MK13 Keski-Suomi";"2014W51";57;0;0;0;0;0;1;0;0;0;0;0;2;2;6;6;6;6;17;11
"MK13 Keski-Suomi";"2014W52";61;0;0;0;0;0;0;0;0;0;2;1;0;4;3;9;4;7;19;12
"MK13 Keski-Suomi";"2015W01";55;0;0;0;0;1;0;0;0;0;1;3;0;1;1;2;12;7;13;14
"MK13 Keski-Suomi";"2015W02";59;0;0;0;0;0;0;1;0;0;0;1;0;4;11;7;8;8;12;7
"MK13 Keski-Suomi";"2015W03";58;1;0;0;0;0;0;0;0;0;1;2;1;5;7;5;8;7;10;11
"MK13 Keski-Suomi";"2015W04";49;0;0;0;0;0;0;0;0;1;0;0;2;3;9;2;4;7;13;8
"MK13 Keski-Suomi";"2015W05";61;0;0;0;0;0;0;0;0;0;0;1;2;2;6;4;9;13;7;17
"MK13 Keski-Suomi";"2015W06";58;1;0;0;0;0;0;0;1;0;1;1;4;6;8;2;7;5;15;7
"MK13 Keski-Suomi";"2015W07";66;0;0;0;0;0;0;0;0;0;1;2;2;5;8;4;4;12;13;15
"MK13 Keski-Suomi";"2015W08";61;0;0;0;0;0;0;0;1;1;0;0;2;4;1;10;9;5;14;14
"MK13 Keski-Suomi";"2015W09";67;0;0;0;0;0;0;0;0;2;1;2;2;5;9;3;7;10;19;7
"MK13 Keski-Suomi";"2015W10";45;0;0;0;0;0;0;0;0;2;1;0;2;3;5;2;11;6;7;6
"MK13 Keski-Suomi";"2015W11";58;0;0;0;0;0;0;0;0;0;1;1;1;2;5;4;9;12;16;7
"MK13 Keski-Suomi";"2015W12";63;0;0;0;0;0;0;0;0;0;0;1;2;5;5;4;2;18;18;8
"MK13 Keski-Suomi";"2015W13";43;0;0;0;0;0;0;0;0;0;0;2;0;0;2;5;5;8;11;10
"MK13 Keski-Suomi";"2015W14";63;0;0;0;1;0;0;0;1;1;0;2;4;2;6;5;4;8;13;16
"MK13 Keski-Suomi";"2015W15";67;0;0;0;0;1;0;0;0;0;1;2;3;2;4;6;7;11;13;17
"MK13 Keski-Suomi";"2015W16";44;1;0;0;0;0;0;0;1;1;0;1;0;3;6;6;4;9;5;7
"MK13 Keski-Suomi";"2015W17";44;0;0;0;0;0;0;1;1;0;0;2;3;1;3;3;7;9;8;6
"MK13 Keski-Suomi";"2015W18";52;0;0;0;1;0;1;0;0;1;0;0;2;4;4;4;6;11;11;7
"MK13 Keski-Suomi";"2015W19";51;0;0;0;0;1;0;0;0;2;2;0;0;1;3;5;5;8;13;11
"MK13 Keski-Suomi";"2015W20";40;0;0;0;0;0;1;0;0;1;0;0;1;1;3;4;3;6;13;7
"MK13 Keski-Suomi";"2015W21";49;0;0;0;0;0;0;0;0;0;0;0;4;3;5;3;8;4;15;7
"MK13 Keski-Suomi";"2015W22";48;0;0;0;0;0;0;0;2;0;0;0;1;2;5;6;7;8;7;10
"MK13 Keski-Suomi";"2015W23";47;0;0;1;0;0;0;0;1;0;0;0;2;1;4;3;4;10;10;11
"MK13 Keski-Suomi";"2015W24";65;0;0;0;0;1;0;0;0;1;0;2;2;3;14;6;7;9;12;8
"MK13 Keski-Suomi";"2015W25";66;0;0;0;0;0;2;0;0;1;1;1;1;5;13;9;6;11;9;7
"MK13 Keski-Suomi";"2015W26";50;0;0;0;0;0;0;0;0;0;0;1;3;3;5;4;6;11;9;8
"MK13 Keski-Suomi";"2015W27";55;0;0;0;0;0;0;0;0;0;3;1;1;2;3;5;8;11;12;9
"MK13 Keski-Suomi";"2015W28";45;0;0;0;0;0;0;0;0;0;1;1;1;2;2;6;7;6;10;9
"MK13 Keski-Suomi";"2015W29";40;0;0;0;0;0;0;0;0;0;0;1;2;1;3;3;4;10;6;10
"MK13 Keski-Suomi";"2015W30";47;0;0;0;0;0;0;1;0;1;2;0;1;2;2;8;8;7;8;7
"MK13 Keski-Suomi";"2015W31";48;1;0;1;0;0;2;0;0;0;0;1;2;2;7;2;2;9;11;8
"MK13 Keski-Suomi";"2015W32";44;0;0;0;0;0;0;0;0;0;0;1;1;1;7;3;7;4;8;12
"MK13 Keski-Suomi";"2015W33";43;0;0;0;0;0;0;0;1;0;1;3;1;3;6;0;6;5;11;6
"MK13 Keski-Suomi";"2015W34";45;0;0;0;0;0;0;0;1;1;1;1;1;3;8;2;5;5;7;10
"MK13 Keski-Suomi";"2015W35";52;0;0;0;0;0;0;0;0;0;2;2;3;1;6;4;4;7;11;12
"MK13 Keski-Suomi";"2015W36";48;0;0;0;0;0;0;0;1;0;1;0;6;1;2;5;6;7;11;8
"MK13 Keski-Suomi";"2015W37";41;0;0;0;0;0;0;0;0;0;0;1;0;3;4;1;4;11;9;8
"MK13 Keski-Suomi";"2015W38";33;0;0;0;0;0;0;0;0;0;0;0;0;3;7;4;4;2;6;7
"MK13 Keski-Suomi";"2015W39";47;0;0;0;0;0;0;0;0;0;0;0;2;1;10;4;7;8;6;9
"MK13 Keski-Suomi";"2015W40";40;0;0;0;0;1;0;0;0;0;0;2;0;2;4;2;5;4;8;12
"MK13 Keski-Suomi";"2015W41";53;1;0;0;0;0;0;0;1;0;0;1;1;3;3;5;6;10;12;10
"MK13 Keski-Suomi";"2015W42";61;0;0;0;0;0;0;0;1;0;0;2;1;5;5;6;9;11;11;10
"MK13 Keski-Suomi";"2015W43";58;1;0;0;0;1;0;1;0;0;2;2;4;3;6;5;9;8;5;11
"MK13 Keski-Suomi";"2015W44";48;0;0;0;0;0;0;0;0;1;1;1;2;4;5;2;5;9;8;10
"MK13 Keski-Suomi";"2015W45";44;0;0;0;1;1;0;0;0;0;0;1;2;1;2;2;5;7;13;9
"MK13 Keski-Suomi";"2015W46";54;0;0;0;0;0;0;1;0;0;2;2;1;2;1;8;3;13;15;6
"MK13 Keski-Suomi";"2015W47";55;0;0;0;0;2;0;1;0;1;0;1;3;2;4;4;7;12;9;9
"MK13 Keski-Suomi";"2015W48";66;0;0;0;0;0;0;0;1;1;0;1;4;3;9;3;9;13;10;12
"MK13 Keski-Suomi";"2015W49";54;0;0;0;0;0;0;0;1;0;1;1;0;0;3;0;7;13;20;8
"MK13 Keski-Suomi";"2015W50";66;0;0;0;1;0;0;0;0;3;2;2;3;2;7;5;6;6;18;11
"MK13 Keski-Suomi";"2015W51";50;0;0;0;0;0;0;0;0;1;0;1;1;3;3;4;7;6;14;10
"MK13 Keski-Suomi";"2015W52";59;1;0;0;0;0;0;0;1;0;1;2;2;4;8;3;5;6;9;17
"MK13 Keski-Suomi";"2015W53";57;1;0;0;1;1;0;0;0;0;0;2;1;2;1;6;6;13;9;14
"MK13 Keski-Suomi";"2016W01";61;0;0;0;0;0;2;0;0;0;1;0;0;5;6;4;7;13;12;11
"MK13 Keski-Suomi";"2016W02";65;1;0;0;0;0;1;0;0;1;0;5;1;3;3;5;8;11;11;15
"MK13 Keski-Suomi";"2016W03";61;0;0;0;0;0;0;1;0;0;0;1;1;5;5;7;5;19;11;6
"MK13 Keski-Suomi";"2016W04";63;0;0;0;1;0;0;0;0;1;2;2;1;7;4;6;8;9;13;9
"MK13 Keski-Suomi";"2016W05";66;0;0;0;0;0;0;0;0;0;1;3;1;1;9;5;6;14;8;18
"MK13 Keski-Suomi";"2016W06";65;0;0;0;0;1;0;0;0;0;1;1;2;3;11;5;10;12;10;9
"MK13 Keski-Suomi";"2016W07";57;0;0;0;0;0;1;0;0;0;1;1;1;5;1;6;9;8;13;11
"MK13 Keski-Suomi";"2016W08";53;0;0;0;0;0;0;0;0;0;1;1;2;6;6;7;3;6;11;10
"MK13 Keski-Suomi";"2016W09";60;0;0;0;0;0;0;0;0;0;2;1;0;3;2;4;7;12;16;13
"MK13 Keski-Suomi";"2016W10";52;0;0;0;0;0;0;0;0;1;2;0;2;3;5;9;3;7;12;8
"MK13 Keski-Suomi";"2016W11";66;0;0;0;0;0;1;0;0;0;3;1;1;4;1;10;9;10;12;14
"MK13 Keski-Suomi";"2016W12";61;1;0;0;0;0;1;0;0;2;3;1;4;2;5;2;9;9;12;10
"MK13 Keski-Suomi";"2016W13";57;0;0;0;0;0;0;1;0;1;2;3;1;1;9;2;6;8;14;9
"MK13 Keski-Suomi";"2016W14";54;0;0;0;0;0;0;0;0;1;0;0;3;5;7;6;6;5;13;8
"MK13 Keski-Suomi";"2016W15";48;0;0;1;0;0;0;1;0;2;0;2;2;4;3;5;6;9;9;4
"MK13 Keski-Suomi";"2016W16";48;0;0;0;0;0;0;0;0;0;1;1;0;2;3;9;5;9;9;9
"MK13 Keski-Suomi";"2016W17";49;0;0;0;0;1;0;0;0;0;0;1;3;2;6;4;6;10;13;3
"MK13 Keski-Suomi";"2016W18";54;0;0;0;0;0;1;0;0;1;1;1;2;2;3;5;6;8;10;14
"MK13 Keski-Suomi";"2016W19";63;0;0;0;0;0;0;0;0;2;3;3;0;4;7;6;5;9;14;10
"MK13 Keski-Suomi";"2016W20";49;0;0;0;0;0;0;0;0;1;1;2;3;1;3;4;6;8;12;8
"MK13 Keski-Suomi";"2016W21";60;0;0;0;0;1;0;0;0;0;0;1;0;2;10;5;8;6;14;13
"MK13 Keski-Suomi";"2016W22";52;0;0;0;0;0;1;2;0;0;1;1;2;5;3;3;3;9;11;11
"MK13 Keski-Suomi";"2016W23";48;0;0;0;0;0;0;0;1;0;0;1;0;4;3;5;5;5;10;14
"MK13 Keski-Suomi";"2016W24";54;0;0;0;0;0;0;0;1;1;0;2;1;2;7;1;6;8;10;15
"MK13 Keski-Suomi";"2016W25";56;0;1;0;0;0;0;1;1;1;0;1;3;5;2;5;7;7;13;9
"MK13 Keski-Suomi";"2016W26";61;0;0;0;0;1;0;0;0;1;0;0;1;6;3;3;5;6;14;21
"MK13 Keski-Suomi";"2016W27";39;0;0;1;0;0;1;0;0;0;0;2;1;3;6;4;4;8;7;2
"MK13 Keski-Suomi";"2016W28";48;0;0;0;0;0;0;0;0;0;2;1;2;4;7;4;2;4;8;14
"MK13 Keski-Suomi";"2016W29";46;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;7;11;10;10
"MK13 Keski-Suomi";"2016W30";49;0;0;0;0;0;0;0;0;0;1;3;1;2;4;5;9;5;10;9
