group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
0to14;2021-18;304.98;391.28;347.24;437.05;349.45
0to14;2021-19;304.48;391;346.84;436.89;361.09
0to14;2021-20;304.23;390.46;346.45;436.19;351.73
0to14;2021-21;303.89;390.08;346.09;435.78;333.74
0to14;2021-22;303.64;389.63;345.74;435.24;372.85
0to14;2021-23;303.25;389.38;345.42;435.06;356.16
0to14;2021-24;302.96;389.08;345.12;434.75;360.6
0to14;2021-25;302.7;388.8;344.85;434.47;369.38
0to14;2021-26;302.45;388.55;344.6;434.22;383.8
0to14;2021-27;302.23;388.33;344.38;434.01;368.59
0to14;2021-28;302.04;388.14;344.19;433.82;362.02
0to14;2021-29;301.86;387.99;344.03;433.68;370.61
0to14;2021-30;301.82;387.75;343.89;433.33;382.36
0to14;2021-31;301.66;387.7;343.78;433.34;365.61
0to14;2021-32;301.51;387.68;343.7;433.39;373.8
0to14;2021-33;301.45;387.64;343.64;433.36;345.67
0to14;2021-34;301.4;387.62;343.61;433.36;348.55
0to14;2021-35;301.38;387.63;343.6;433.4;357.91
0to14;2021-36;301.38;387.68;343.62;433.47;355.07
0to14;2021-37;301.4;387.75;343.67;433.56;362.96
0to14;2021-38;301.44;387.84;343.73;433.69;380.98
0to14;2021-39;301.49;387.97;343.82;433.86;399.43
0to14;2021-40;301.55;388.12;343.92;434.06;372.96
0to14;2021-41;301.62;388.29;344.04;434.28;356.64
0to14;2021-42;301.69;388.48;344.18;434.55;389.36
0to14;2021-43;301.77;388.7;344.32;434.84;387.88
0to14;2021-44;301.84;388.93;344.47;435.15;389.08
0to14;2021-45;301.91;389.17;344.62;435.48;376.6
0to14;2021-46;301.96;389.42;344.76;435.85;398.55
0to14;2021-47;302;389.67;344.91;436.21;378.5
0to14;2021-48;302.03;389.91;345.04;436.58;429.82
0to14;2021-49;302.03;390.14;345.15;436.94;334.96
0to14;2021-50;302.01;390.35;345.24;437.28;402.15
0to14;2021-51;301.97;390.53;345.31;437.58;366.47
0to14;2021-52;301.91;390.68;345.34;437.84;396.33
0to14;2022-01;301.85;390.75;345.34;437.99;352.2
0to14;2022-02;301.71;390.82;345.31;438.17;350.62
0to14;2022-03;301.58;390.8;345.23;438.22;348.26
0to14;2022-04;301.43;390.73;345.12;438.19;347.96
0to14;2022-05;301.25;390.59;344.96;438.08;375.33
0to14;2022-06;301.06;390.39;344.76;437.88;363.02
0to14;2022-07;300.85;390.14;344.53;437.6;372.65
0to14;2022-08;300.61;389.83;344.26;437.25;329.85
0to14;2022-09;300.36;389.47;343.95;436.84;357.58
0to14;2022-10;300.09;389.08;343.62;436.37;368.2
0to14;2022-11;299.81;388.65;343.27;435.87;313.97
15to44;2017-13;1477.2;1660.86;1568.13;1755.34;1553
15to44;2017-14;1476.7;1658.35;1566.64;1751.77;1486
15to44;2017-15;1475.96;1655.76;1565;1748.21;1522
15to44;2017-16;1475;1653.17;1563.24;1744.76;1470
15to44;2017-17;1473.8;1650.61;1561.37;1741.48;1596
15to44;2017-18;1472.39;1648.13;1559.44;1738.45;1573
15to44;2017-19;1470.78;1645.77;1557.46;1735.69;1588
15to44;2017-20;1469;1643.54;1555.46;1733.23;1524
15to44;2017-21;1467.08;1641.45;1553.45;1731.06;1613
15to44;2017-22;1465.06;1639.49;1551.46;1729.13;1528
15to44;2017-23;1462.98;1637.66;1549.5;1727.43;1509
15to44;2017-24;1460.87;1635.93;1547.57;1725.9;1588
15to44;2017-25;1458.79;1634.28;1545.7;1724.49;1609
15to44;2017-26;1456.76;1632.7;1543.89;1723.15;1533
15to44;2017-27;1454.83;1631.16;1542.15;1721.82;1593
15to44;2017-28;1453.02;1629.65;1540.49;1720.47;1511
15to44;2017-29;1451.37;1628.17;1538.92;1719.08;1521
15to44;2017-30;1449.89;1626.7;1537.45;1717.62;1603
15to44;2017-31;1448.6;1625.26;1536.09;1716.1;1600
15to44;2017-32;1447.52;1623.87;1534.85;1714.55;1564
15to44;2017-33;1446.64;1622.55;1533.75;1712.99;1524
15to44;2017-34;1445.96;1621.32;1532.81;1711.48;1562
15to44;2017-35;1445.49;1620.24;1532.03;1710.08;1504
15to44;2017-36;1445.2;1619.34;1531.45;1708.85;1510
15to44;2017-37;1445.1;1618.66;1531.06;1707.88;1443
15to44;2017-38;1445.15;1618.26;1530.89;1707.23;1609
15to44;2017-39;1445.34;1618.16;1530.94;1706.97;1576
15to44;2017-40;1445.66;1618.4;1531.22;1707.18;1516
15to44;2017-41;1446.08;1619.02;1531.73;1707.9;1486
15to44;2017-42;1446.58;1620.01;1532.48;1709.15;1505
15to44;2017-43;1447.15;1621.38;1533.44;1710.94;1519
15to44;2017-44;1447.78;1623.12;1534.61;1713.26;1557
15to44;2017-45;1448.44;1625.19;1535.97;1716.07;1486
15to44;2017-46;1449.15;1627.55;1537.48;1719.31;1545
15to44;2017-47;1449.88;1630.14;1539.13;1722.88;1542
15to44;2017-48;1450.64;1632.9;1540.87;1726.69;1551
15to44;2017-49;1451.43;1635.74;1542.66;1730.61;1616
15to44;2017-50;1452.23;1638.58;1544.47;1734.53;1615
15to44;2017-51;1453.06;1641.35;1546.25;1738.32;1582
15to44;2017-52;1453.9;1643.95;1547.95;1741.85;1675
15to44;2018-01;1454.75;1646.31;1549.55;1745.01;1744
15to44;2018-02;1455.61;1648.36;1550.98;1747.69;1637
15to44;2018-03;1456.45;1650.04;1552.23;1749.81;1584
15to44;2018-04;1457.26;1651.29;1553.27;1751.29;1630
15to44;2018-05;1458.04;1652.09;1554.05;1752.1;1531
15to44;2018-06;1458.75;1652.41;1554.58;1752.21;1669
15to44;2018-07;1459.39;1652.25;1554.83;1751.63;1655
15to44;2018-08;1459.93;1651.63;1554.79;1750.39;1544
15to44;2018-09;1460.35;1650.56;1554.48;1748.54;1710
15to44;2018-10;1460.62;1649.09;1553.9;1746.15;1682
15to44;2018-11;1460.72;1647.28;1553.07;1743.32;1614
15to44;2018-12;1460.64;1645.17;1551.99;1740.15;1582
15to44;2018-13;1460.34;1642.84;1550.7;1736.74;1584
15to44;2018-14;1459.83;1640.36;1549.22;1733.22;1588
15to44;2018-15;1459.08;1637.78;1547.57;1729.68;1556
15to44;2018-16;1458.1;1635.18;1545.8;1726.23;1584
15to44;2018-17;1456.89;1632.61;1543.91;1722.94;1506
15to44;2018-18;1455.45;1630.11;1541.96;1719.88;1634
15to44;2018-19;1453.82;1627.71;1539.95;1717.08;1620
15to44;2018-20;1452.01;1625.44;1537.91;1714.57;1550
15to44;2018-21;1450.06;1623.31;1535.87;1712.34;1572
15to44;2018-22;1448.01;1621.31;1533.84;1710.38;1512
15to44;2018-23;1445.89;1619.44;1531.84;1708.64;1595
15to44;2018-24;1443.74;1617.68;1529.88;1707.08;1483
15to44;2018-25;1441.62;1616;1527.98;1705.65;1511
15to44;2018-26;1439.55;1614.4;1526.14;1704.3;1591
15to44;2018-27;1437.58;1612.86;1524.38;1702.98;1575
15to44;2018-28;1435.73;1611.35;1522.69;1701.66;1676
15to44;2018-29;1434.04;1609.87;1521.1;1700.29;1579
15to44;2018-30;1432.52;1608.41;1519.62;1698.87;1614
15to44;2018-31;1431.2;1607;1518.25;1697.41;1684
15to44;2018-32;1430.08;1605.63;1517.01;1695.91;1605
15to44;2018-33;1429.18;1604.33;1515.91;1694.4;1558
15to44;2018-34;1428.49;1603.13;1514.97;1692.95;1538
15to44;2018-35;1428;1602.08;1514.2;1691.59;1517
15to44;2018-36;1427.71;1601.2;1513.63;1690.4;1529
15to44;2018-37;1427.61;1600.55;1513.26;1689.46;1516
15to44;2018-38;1427.68;1600.16;1513.1;1688.83;1495
15to44;2018-39;1427.89;1600.08;1513.17;1688.59;1489
15to44;2018-40;1428.24;1600.33;1513.47;1688.8;1499
15to44;2018-41;1428.7;1600.95;1514.01;1689.5;1670
15to44;2018-42;1429.24;1601.95;1514.78;1690.74;1491
15to44;2018-43;1429.86;1603.33;1515.77;1692.52;1503
15to44;2018-44;1430.54;1605.08;1516.97;1694.83;1530
15to44;2018-45;1431.26;1607.17;1518.37;1697.63;1524
15to44;2018-46;1432.03;1609.55;1519.92;1700.87;1485
15to44;2018-47;1432.82;1612.17;1521.61;1704.46;1500
15to44;2018-48;1433.63;1614.97;1523.4;1708.31;1501
15to44;2018-49;1434.47;1617.87;1525.25;1712.29;1556
15to44;2018-50;1435.33;1620.79;1527.12;1716.3;1566
15to44;2018-51;1436.2;1623.64;1528.96;1720.19;1586
15to44;2018-52;1437.08;1626.34;1530.73;1723.85;1530
15to44;2019-01;1437.96;1628.81;1532.39;1727.16;1655
15to44;2019-02;1438.84;1630.98;1533.91;1730.01;1673
15to44;2019-03;1439.71;1632.78;1535.23;1732.31;1597
15to44;2019-04;1440.54;1634.17;1536.34;1733.99;1555
15to44;2019-05;1441.33;1635.1;1537.2;1735;1596
15to44;2019-06;1442.05;1635.55;1537.79;1735.31;1635
15to44;2019-07;1442.7;1635.53;1538.1;1734.92;1630
15to44;2019-08;1443.24;1635.02;1538.13;1733.86;1565
15to44;2019-09;1443.65;1634.07;1537.88;1732.18;1493
15to44;2019-10;1443.92;1632.7;1537.34;1729.95;1605
15to44;2019-11;1444.01;1630.96;1536.54;1727.25;1485
15to44;2019-12;1443.92;1628.93;1535.49;1724.18;1486
15to44;2019-13;1443.61;1626.65;1534.22;1720.86;1502
15to44;2019-14;1443.08;1624.19;1532.75;1717.39;1525
15to44;2019-15;1442.32;1621.63;1531.1;1713.88;1541
15to44;2019-16;1441.33;1619.03;1529.32;1710.43;1516
15to44;2019-17;1440.1;1616.44;1527.42;1707.12;1453
15to44;2019-18;1438.65;1613.91;1525.44;1704.03;1495
15to44;2019-19;1437.03;1611.44;1523.4;1701.12;1491
15to44;2019-20;1435.17;1609.16;1521.34;1698.62;1505
15to44;2019-21;1433.19;1606.98;1519.26;1696.33;1507
15to44;2019-22;1431.11;1604.94;1517.19;1694.31;1484
15to44;2019-23;1428.96;1603.02;1515.15;1692.51;1534
15to44;2019-24;1426.78;1601.21;1513.16;1690.91;1469
15to44;2019-25;1424.62;1599.5;1511.22;1689.44;1560
15to44;2019-26;1422.52;1597.87;1509.35;1688.07;1627
15to44;2019-27;1420.51;1596.31;1507.55;1686.74;1581
15to44;2019-28;1418.63;1594.79;1505.85;1685.41;1470
15to44;2019-29;1416.9;1593.3;1504.24;1684.06;1497
15to44;2019-30;1415.34;1591.86;1502.74;1682.67;1608
15to44;2019-31;1413.99;1590.45;1501.36;1681.24;1517
15to44;2019-32;1412.84;1589.1;1500.11;1679.79;1529
15to44;2019-33;1411.91;1587.82;1499.01;1678.33;1493
15to44;2019-34;1411.19;1586.65;1498.07;1676.92;1483
15to44;2019-35;1410.69;1585.62;1497.3;1675.61;1551
15to44;2019-36;1410.39;1584.77;1496.73;1674.47;1479
15to44;2019-37;1410.29;1584.14;1496.37;1673.56;1524
15to44;2019-38;1410.36;1583.77;1496.23;1672.96;1500
15to44;2019-39;1410.59;1583.7;1496.31;1672.73;1486
15to44;2019-40;1410.96;1583.97;1496.63;1672.95;1460
15to44;2019-41;1411.44;1584.6;1497.19;1673.65;1555
15to44;2019-42;1412.03;1585.61;1497.98;1674.89;1452
15to44;2019-43;1412.69;1587;1499;1676.65;1587
15to44;2019-44;1413.42;1588.76;1500.23;1678.96;1478
15to44;2019-45;1414.2;1590.86;1501.66;1681.76;1479
15to44;2019-46;1415.01;1593.26;1503.26;1685;1511
15to44;2019-47;1415.86;1595.92;1504.99;1688.61;1500
15to44;2019-48;1416.73;1598.76;1506.83;1692.5;1475
15to44;2019-49;1417.62;1601.72;1508.73;1696.55;1521
15to44;2019-50;1418.52;1604.71;1510.66;1700.63;1524
15to44;2019-51;1419.44;1607.64;1512.56;1704.63;1513
15to44;2019-52;1420.36;1610.44;1514.41;1708.42;1508
15to44;2020-01;1421.28;1613.02;1516.14;1711.89;1692
15to44;2020-02;1422.19;1615.31;1517.73;1714.91;1626
15to44;2020-03;1423.07;1617.25;1519.13;1717.4;1550
15to44;2020-04;1423.92;1618.77;1520.31;1719.28;1494
15to44;2020-05;1424.72;1619.85;1521.24;1720.5;1689
15to44;2020-06;1425.46;1620.44;1521.91;1721.02;1476
15to44;2020-07;1426.1;1620.55;1522.29;1720.84;1598
15to44;2020-08;1426.64;1620.18;1522.38;1719.98;1513
15to44;2020-09;1427.05;1619.34;1522.18;1718.48;1588
15to44;2020-10;1427.31;1618.08;1521.7;1716.41;1596
15to44;2020-11;1427.39;1616.43;1520.94;1713.85;1606
15to44;2020-12;1427.29;1614.47;1519.92;1710.9;1557
15to44;2020-13;1426.97;1612.25;1518.67;1707.67;1661
15to44;2020-14;1426.43;1609.83;1517.21;1704.26;1658
15to44;2020-15;1425.66;1607.29;1515.57;1700.79;1718
15to44;2020-16;1424.65;1604.68;1513.78;1697.34;1591
15to44;2020-17;1423.41;1602.08;1511.87;1694.02;1554
15to44;2020-18;1421.95;1599.52;1509.86;1690.88;1473
15to44;2020-19;1420.28;1597.04;1507.8;1687.98;1462
15to44;2020-20;1418.44;1594.68;1505.7;1685.35;1580
15to44;2020-21;1416.45;1592.44;1503.59;1682.98;1475
15to44;2020-22;1414.35;1590.34;1501.48;1680.88;1561
15to44;2020-23;1412.17;1588.36;1499.41;1679.01;1491
15to44;2020-24;1409.97;1586.51;1497.37;1677.34;1541
15to44;2020-25;1407.79;1584.75;1495.4;1675.82;1540
15to44;2020-26;1405.66;1583.08;1493.49;1674.39;1540
15to44;2020-27;1403.61;1581.48;1491.66;1673.03;1530
15to44;2020-28;1401.7;1579.94;1489.93;1671.69;1464
15to44;2020-29;1399.93;1578.44;1488.29;1670.34;1485
15to44;2020-30;1398.35;1576.99;1486.77;1668.96;1499
15to44;2020-31;1396.96;1575.59;1485.38;1667.56;1601
15to44;2020-32;1395.78;1574.25;1484.12;1666.13;1607
15to44;2020-33;1394.82;1572.99;1483.01;1664.72;1649
15to44;2020-34;1394.08;1571.83;1482.07;1663.34;1528
15to44;2020-35;1393.55;1570.83;1481.31;1662.09;1509
15to44;2020-36;1393.24;1570;1480.74;1660.99;1546
15to44;2020-37;1393.12;1569.39;1480.38;1660.12;1566
15to44;2020-38;1393.19;1569.04;1480.25;1659.55;1570
15to44;2020-39;1393.43;1568.99;1480.34;1659.35;1495
15to44;2020-40;1393.81;1569.28;1480.68;1659.58;1495
15to44;2020-41;1394.32;1569.92;1481.25;1660.29;1559
15to44;2020-42;1394.93;1570.94;1482.06;1661.52;1439
15to44;2020-43;1395.63;1572.34;1483.11;1663.29;1611
15to44;2020-44;1396.4;1574.11;1484.37;1665.59;1559
15to44;2020-45;1397.23;1576.23;1485.83;1668.39;1501
15to44;2020-46;1398.09;1578.66;1487.46;1671.65;1504
15to44;2020-47;1398.99;1581.35;1489.24;1675.29;1549
15to44;2020-48;1399.91;1584.24;1491.13;1679.22;1501
15to44;2020-49;1400.85;1587.25;1493.08;1683.33;1709
15to44;2020-50;1401.8;1590.31;1495.07;1687.5;1636
15to44;2020-51;1402.76;1593.34;1497.04;1691.61;1515
15to44;2020-52;1403.72;1596.24;1498.95;1695.54;1542
15to44;2020-53;1404.67;1598.93;1500.76;1699.17;1662
15to44;2021-01;1405.61;1601.35;1502.42;1702.37;1608
15to44;2021-02;1406.52;1603.42;1503.9;1705.05;1622
15to44;2021-03;1407.38;1605.09;1505.15;1707.14;1671
15to44;2021-04;1408.2;1606.31;1506.17;1708.58;1655
15to44;2021-05;1408.93;1607.05;1506.91;1709.32;1637
15to44;2021-06;1409.58;1607.3;1507.36;1709.36;1502
15to44;2021-07;1410.12;1607.06;1507.52;1708.71;1501
15to44;2021-08;1410.52;1606.35;1507.38;1707.41;1479
15to44;2021-09;1410.77;1605.21;1506.94;1705.51;1502
15to44;2021-10;1410.85;1603.66;1506.23;1703.11;1505
15to44;2021-11;1410.74;1601.78;1505.24;1700.29;1536.1
15to44;2021-12;1410.41;1599.61;1504.02;1697.15;1517.83
15to44;2021-13;1409.86;1597.24;1502.57;1693.81;1631.53
15to44;2021-14;1409.08;1594.72;1500.94;1690.37;1621.64
15to44;2021-15;1408.06;1592.12;1499.15;1686.93;1620.33
15to44;2021-16;1406.81;1589.49;1497.22;1683.59;1595.32
15to44;2021-17;1405.34;1586.9;1495.2;1680.4;1564.8
15to44;2021-18;1403.67;1584.38;1493.11;1677.44;1637.55
15to44;2021-19;1401.81;1581.96;1490.98;1674.72;1512.64
15to44;2021-20;1399.81;1579.66;1488.83;1672.27;1530.33
15to44;2021-21;1397.7;1577.49;1486.69;1670.07;1500.51
15to44;2021-22;1395.52;1575.45;1484.57;1668.1;1571.22
15to44;2021-23;1393.3;1573.52;1482.5;1666.34;1506.42
15to44;2021-24;1391.1;1571.71;1480.48;1664.73;1646.65
15to44;2021-25;1388.95;1569.98;1478.54;1663.23;1582.75
15to44;2021-26;1386.87;1568.34;1476.68;1661.83;1548.33
15to44;2021-27;1384.93;1566.76;1474.91;1660.45;1604.96
15to44;2021-28;1383.14;1565.24;1473.25;1659.07;1672.11
15to44;2021-29;1381.52;1563.78;1471.71;1657.69;1700.16
15to44;2021-30;1380.1;1562.37;1470.29;1656.29;1669.16
15to44;2021-31;1378.89;1561.03;1469.02;1654.89;1571.65
15to44;2021-32;1377.89;1559.78;1467.9;1653.51;1643.84
15to44;2021-33;1377.12;1558.65;1466.95;1652.18;1576.12
15to44;2021-34;1376.57;1557.66;1466.18;1650.96;1564.81
15to44;2021-35;1376.24;1556.85;1465.62;1649.9;1607.6
15to44;2021-36;1376.11;1556.26;1465.26;1649.07;1685.83
15to44;2021-37;1376.17;1555.93;1465.13;1648.53;1665.04
15to44;2021-38;1376.41;1555.9;1465.24;1648.36;1620.09
15to44;2021-39;1376.79;1556.2;1465.58;1648.62;1628.79
15to44;2021-40;1377.31;1556.86;1466.17;1649.35;1570.89
15to44;2021-41;1377.95;1557.89;1467;1650.59;1547.04
15to44;2021-42;1378.68;1559.31;1468.07;1652.37;1635.51
15to44;2021-43;1379.49;1561.1;1469.36;1654.67;1562.25
15to44;2021-44;1380.35;1563.24;1470.85;1657.49;1539.29
15to44;2021-45;1381.26;1565.7;1472.52;1660.77;1721.35
15to44;2021-46;1382.21;1568.43;1474.34;1664.44;1641.49
15to44;2021-47;1383.18;1571.37;1476.27;1668.42;1771.16
15to44;2021-48;1384.16;1574.44;1478.28;1672.6;1802.39
15to44;2021-49;1385.16;1577.58;1480.33;1676.87;1727.71
15to44;2021-50;1386.16;1580.69;1482.36;1681.1;1688.01
15to44;2021-51;1387.15;1583.7;1484.34;1685.17;1695.19
15to44;2021-52;1388.14;1586.51;1486.22;1688.96;1748.26
15to44;2022-01;1389.1;1589.06;1487.96;1692.35;1740.33
15to44;2022-02;1390.03;1591.27;1489.52;1695.25;1629.14
15to44;2022-03;1390.91;1593.09;1490.86;1697.56;1594.12
15to44;2022-04;1391.73;1594.46;1491.95;1699.22;1593.87
15to44;2022-05;1392.47;1595.35;1492.77;1700.19;1625.3
15to44;2022-06;1393.12;1595.76;1493.29;1700.46;1569.9
15to44;2022-07;1393.66;1595.66;1493.52;1700.03;1625.6
15to44;2022-08;1394.06;1595.09;1493.44;1698.94;1575.6
15to44;2022-09;1394.3;1594.06;1493.06;1697.23;1591.54
15to44;2022-10;1394.37;1592.62;1492.39;1694.99;1527.88
15to44;2022-11;1394.24;1590.82;1491.45;1692.3;1349.33
45to64;2017-13;8384.51;8841.48;8611.98;9072.97;8518
45to64;2017-14;8357.88;8808.64;8582.28;9036.96;8478
45to64;2017-15;8330.52;8775.55;8552.07;9000.94;8529
45to64;2017-16;8302.76;8742.73;8521.8;8965.54;8339
45to64;2017-17;8274.98;8710.68;8491.9;8931.31;8688
45to64;2017-18;8247.55;8679.87;8462.79;8898.77;8499
45to64;2017-19;8220.85;8650.71;8434.87;8868.37;8601
45to64;2017-20;8195.26;8623.58;8408.51;8840.45;8401
45to64;2017-21;8171.18;8598.77;8384.06;8815.28;8479
45to64;2017-22;8148.95;8576.55;8361.84;8793.07;8240
45to64;2017-23;8128.92;8557.11;8342.1;8773.94;8267
45to64;2017-24;8111.42;8540.61;8325.09;8757.96;8394
45to64;2017-25;8096.72;8527.16;8311.01;8745.15;8674
45to64;2017-26;8085.06;8516.83;8300.01;8735.51;8132
45to64;2017-27;8076.62;8509.65;8292.19;8728.98;8230
45to64;2017-28;8071.54;8505.64;8287.64;8725.51;8451
45to64;2017-29;8069.9;8504.77;8286.38;8725.03;8441
45to64;2017-30;8071.75;8506.97;8288.4;8727.42;8191
45to64;2017-31;8076.98;8512.22;8293.65;8732.68;8610
45to64;2017-32;8085.56;8520.4;8302.03;8740.65;8297
45to64;2017-33;8097.32;8531.42;8313.43;8751.28;8071
45to64;2017-34;8112.07;8545.13;8327.66;8764.46;8262
45to64;2017-35;8129.53;8561.41;8344.54;8780.13;8329
45to64;2017-36;8149.41;8580.09;8363.83;8798.18;8231
45to64;2017-37;8171.37;8600.98;8385.26;8818.52;8284
45to64;2017-38;8195.03;8623.88;8408.54;8841.02;8428
45to64;2017-39;8219.98;8648.55;8433.36;8865.54;8495
45to64;2017-40;8245.81;8674.72;8459.36;8891.88;8676
45to64;2017-41;8272.01;8702.16;8486.18;8919.95;8596
45to64;2017-42;8298.37;8730.33;8513.44;8949.03;8570
45to64;2017-43;8324.24;8759.08;8540.74;8979.25;8493
45to64;2017-44;8349.33;8787.91;8567.68;9009.99;8520
45to64;2017-45;8373.25;8816.38;8593.86;9040.78;8772
45to64;2017-46;8395.66;8844.04;8618.87;9071.12;8953
45to64;2017-47;8416.24;8870.4;8642.33;9100.44;8795
45to64;2017-48;8434.73;8894.99;8663.84;9128.16;8881
45to64;2017-49;8450.88;8917.32;8683.06;9153.66;8983
45to64;2017-50;8464.48;8936.97;8699.66;9176.4;9210
45to64;2017-51;8475.38;8953.49;8713.34;9195.81;9304
45to64;2017-52;8483.41;8966.55;8723.86;9211.44;9653
45to64;2018-01;8488.5;8975.81;8731.02;9222.85;9845
45to64;2018-02;8490.57;8981.06;8734.67;9229.72;9428
45to64;2018-03;8489.6;8982.13;8734.71;9231.84;9518
45to64;2018-04;8485.6;8978.95;8731.11;9229.09;9281
45to64;2018-05;8478.61;8971.52;8723.91;9221.44;9351
45to64;2018-06;8468.71;8959.95;8713.18;9209.01;9262
45to64;2018-07;8456.03;8944.42;8699.08;9192.02;9614
45to64;2018-08;8440.71;8925.18;8681.82;9170.77;9857
45to64;2018-09;8422.94;8902.58;8661.65;9145.7;10102
45to64;2018-10;8402.92;8877.01;8638.88;9117.29;10016
45to64;2018-11;8380.91;8848.95;8613.87;9086.13;9585
45to64;2018-12;8357.16;8818.88;8586.99;9052.83;9338
45to64;2018-13;8331.96;8787.35;8558.65;9018.06;8909
45to64;2018-14;8305.62;8754.89;8529.27;8982.47;9149
45to64;2018-15;8278.48;8722.06;8499.3;8946.73;8934
45to64;2018-16;8250.86;8689.38;8469.17;8911.46;8568
45to64;2018-17;8223.13;8657.38;8439.32;8877.27;8385
45to64;2018-18;8195.69;8626.49;8410.17;8844.63;8368
45to64;2018-19;8168.87;8597.17;8382.11;8814.04;8285
45to64;2018-20;8143.09;8569.79;8355.53;8785.84;8373
45to64;2018-21;8118.76;8544.61;8330.78;8760.25;8322
45to64;2018-22;8096.13;8522.03;8308.17;8737.69;8347
45to64;2018-23;8075.67;8502.13;8287.99;8718.1;8326
45to64;2018-24;8057.65;8485.13;8270.47;8701.62;8227
45to64;2018-25;8042.38;8471.13;8255.83;8688.27;8265
45to64;2018-26;8030.08;8460.22;8244.21;8678.08;8385
45to64;2018-27;8020.96;8452.44;8235.76;8670.99;8337
45to64;2018-28;8015.17;8447.81;8230.54;8666.95;8227
45to64;2018-29;8012.78;8446.3;8228.59;8665.89;8364
45to64;2018-30;8013.85;8447.88;8229.91;8667.74;8577
45to64;2018-31;8018.34;8452.49;8234.46;8672.41;8764
45to64;2018-32;8026.16;8460.05;8242.16;8679.84;8540
45to64;2018-33;8037.2;8470.45;8252.88;8689.9;8184
45to64;2018-34;8051.25;8483.58;8266.47;8702.56;8182
45to64;2018-35;8068.07;8499.3;8282.75;8717.7;8276
45to64;2018-36;8087.36;8517.45;8301.48;8735.26;8321
45to64;2018-37;8108.8;8537.85;8322.4;8755.13;8185
45to64;2018-38;8132.01;8560.31;8345.24;8777.18;8326
45to64;2018-39;8156.61;8584.58;8369.68;8801.28;8424
45to64;2018-40;8182.17;8610.42;8395.39;8827.26;8563
45to64;2018-41;8208.27;8637.53;8421.99;8854.88;8376
45to64;2018-42;8234.49;8665.58;8449.12;8883.85;8301
45to64;2018-43;8260.4;8694.21;8476.38;8913.88;8420
45to64;2018-44;8285.61;8723.02;8503.38;8944.53;8505
45to64;2018-45;8309.74;8751.58;8529.71;8975.35;8621
45to64;2018-46;8332.44;8779.43;8554.96;9005.83;8612
45to64;2018-47;8353.4;8806.1;8578.75;9035.42;8611
45to64;2018-48;8372.34;8831.09;8600.69;9063.51;8773
45to64;2018-49;8389;8853.95;8620.43;9089.54;8813
45to64;2018-50;8403.17;8874.21;8637.62;9112.91;8758
45to64;2018-51;8414.68;8891.45;8651.97;9133.1;9126
45to64;2018-52;8423.37;8905.3;8663.22;9149.6;8953
45to64;2019-01;8429.14;8915.45;8671.16;9161.99;9344
45to64;2019-02;8431.91;8921.63;8675.62;9169.93;9411
45to64;2019-03;8431.66;8923.69;8676.51;9173.17;9282
45to64;2019-04;8428.37;8921.51;8673.77;9171.57;9512
45to64;2019-05;8422.09;8915.11;8667.43;9165.1;9601
45to64;2019-06;8412.88;8904.54;8657.55;9153.84;9407
45to64;2019-07;8400.87;8889.98;8644.27;9137.96;9449
45to64;2019-08;8386.17;8871.68;8627.79;9117.83;9091
45to64;2019-09;8368.99;8849.96;8608.35;9093.78;9250
45to64;2019-10;8349.52;8825.19;8586.26;9066.3;9050
45to64;2019-11;8328;8797.84;8561.84;9035.96;8641
45to64;2019-12;8304.67;8768.39;8535.48;9003.37;8601
45to64;2019-13;8279.84;8737.35;8507.57;8969.17;8408
45to64;2019-14;8253.79;8705.3;8478.54;8934.05;8489
45to64;2019-15;8226.87;8672.73;8448.82;8898.58;8288
45to64;2019-16;8199.41;8640.21;8418.85;8863.48;8480
45to64;2019-17;8171.75;8608.25;8389.06;8829.33;8451
45to64;2019-18;8144.29;8577.32;8359.87;8796.62;8186
45to64;2019-19;8117.39;8547.84;8331.69;8765.83;8228
45to64;2019-20;8091.43;8520.2;8304.9;8737.34;8272
45to64;2019-21;8066.8;8494.74;8279.85;8711.46;8182
45to64;2019-22;8043.88;8471.72;8256.88;8688.4;8221
45to64;2019-23;8023;8451.37;8236.25;8668.32;8192
45to64;2019-24;8004.5;8433.85;8218.24;8651.31;8294
45to64;2019-25;7988.67;8419.3;8203.04;8637.42;8339
45to64;2019-26;7975.77;8407.8;8190.83;8626.65;8457
45to64;2019-27;7965.98;8399.42;8181.74;8618.99;8493
45to64;2019-28;7959.49;8394.16;8175.86;8614.36;7947
45to64;2019-29;7956.38;8392.02;8173.23;8612.72;8366
45to64;2019-30;7956.69;8392.97;8173.86;8614;8441
45to64;2019-31;7960.42;8396.95;8177.72;8618.11;8115
45to64;2019-32;7967.51;8403.89;8184.73;8624.98;8053
45to64;2019-33;7977.8;8413.7;8194.79;8634.53;7821
45to64;2019-34;7991.15;8426.26;8207.74;8646.68;7992
45to64;2019-35;8007.29;8441.44;8223.41;8661.36;8321
45to64;2019-36;8026;8459.06;8241.58;8678.43;8088
45to64;2019-37;8046.89;8478.99;8262;8697.85;8020
45to64;2019-38;8069.65;8501;8284.39;8719.47;8319
45to64;2019-39;8093.86;8524.91;8308.45;8743.21;8441
45to64;2019-40;8119.13;8550.42;8333.85;8768.83;8342
