group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
65P;2021-27;52889.41;55336.73;54108.46;56574.16;55864.73
65P;2021-28;52719.78;55169.68;53940.09;56408.47;56615.68
65P;2021-29;52622.48;55074.58;53843.88;56314.52;58920.43
65P;2021-30;52598.83;55052.49;53821;56293.23;57930.55
65P;2021-31;52649.24;55103.79;53871.85;56344.98;58826.26
65P;2021-32;52773.31;55228.2;53996.1;56469.52;60135.5
65P;2021-33;52969.83;55424.72;54192.64;56666;59369.11
65P;2021-34;53236.69;55691.68;54459.57;56932.94;58256.95
65P;2021-35;53570.99;56026.67;54794.24;57268.2;58748.51
65P;2021-36;53968.94;56426.55;55193.18;57668.96;61803.45
65P;2021-37;54425.57;56887.72;55652.11;58132.35;59200.15
65P;2021-38;54936.29;57404.62;56165.94;58652.28;58392.04
65P;2021-39;55493.77;57972.76;56728.75;59225.74;59785.55
65P;2021-40;56091.56;58585.17;57333.85;59845.47;60003.22
65P;2021-41;56721.88;59234.62;57973.71;60504.54;61995.46
65P;2021-42;57375.98;59913.41;58640.12;61195.79;63871.18
65P;2021-43;58045.14;60612.47;59324.18;61909.96;66263.9
65P;2021-44;58719.79;61322.42;60016.4;62637.77;66459.05
65P;2021-45;59390.17;62033.1;60706.84;63368.88;68972.81
65P;2021-46;60046.49;62733.78;61385.23;64092.06;70220.6
65P;2021-47;60678.88;63413.5;62041.17;64795.8;72729.15
65P;2021-48;61277.64;64061.17;62664.25;65468.31;76478.34
65P;2021-49;61833.42;64665.89;63244.37;66097.91;76232.05
65P;2021-50;62337.36;65217.15;63771.84;66673.22;74123.42
65P;2021-51;62781.34;65705.13;64237.69;67183.58;74542.6
65P;2021-52;63158.03;66121.06;64633.88;67619.47;74512.85
65P;2022-01;63458.42;66460.03;64953.44;67978.08;72432.87
65P;2022-02;63679.37;66713.93;65190.76;68248.79;71885.51
65P;2022-03;63829.22;66865.86;65341.66;68401.73;71973.24
65P;2022-04;63887.46;66931.46;65403.56;68471.09;74113.16
65P;2022-05;63860.51;66902.32;65375.52;68440.83;75027.43
65P;2022-06;63748.77;66779.51;65258.28;68312.39;72109.56
65P;2022-07;63554.7;66565.42;65054.25;68088.1;71778.89
65P;2022-08;63281.67;66264.62;64767.42;67773.19;68421.27
65P;2022-09;62934.61;65883.14;64403.25;67374.2;67245.56
65P;2022-10;62519.55;65428.53;63968.53;66899.48;65724.34
65P;2022-11;62043.69;64909.41;63471.16;66358.37;58995.73
85P;2017-13;27477.21;28935.17;28203.05;29673.52;27588
85P;2017-14;27140.33;28571.3;27852.75;29295.92;26820
85P;2017-15;26788.41;28193.99;27488.2;28905.71;26691
85P;2017-16;26427.09;27809.53;27115.37;28509.51;26096
85P;2017-17;26062.01;27424.05;26740.14;28113.7;27252
85P;2017-18;25698.67;27043.35;26368.15;27724.22;26783
85P;2017-19;25342.42;26672.86;26004.8;27346.55;26179
85P;2017-20;24998.33;26317.56;25655.12;26985.61;26083
85P;2017-21;24671.17;25981.96;25323.74;26645.78;25742
85P;2017-22;24365.29;25670.09;25014.86;26330.95;24978
85P;2017-23;24084.67;25385.52;24732.25;26044.45;24041
85P;2017-24;23832.82;25131.34;24479.21;25789.16;24976
85P;2017-25;23612.81;24910.18;24258.61;25567.49;25930
85P;2017-26;23427.26;24724.28;24072.86;25381.47;24258
85P;2017-27;23278.36;24575.42;23923.96;25232.69;24948
85P;2017-28;23167.79;24465.09;23813.49;25122.52;23862
85P;2017-29;23096.85;24394.33;23742.64;25051.88;24358
85P;2017-30;23066.41;24363.88;23712.19;25021.44;24068
85P;2017-31;23076.9;24374.14;23722.56;25031.57;25082
85P;2017-32;23128.34;24425.13;23773.79;25082.32;24816
85P;2017-33;23220.34;24516.59;23865.53;25173.46;24505
85P;2017-34;23352.06;24647.86;23997.05;25304.46;24768
85P;2017-35;23522.26;24817.96;24167.22;25474.44;24233
85P;2017-36;23729.26;25025.48;24374.5;25682.16;23532
85P;2017-37;23970.85;25268.67;24616.91;25926.09;24181
85P;2017-38;24244.44;25545.32;24892.05;26204.2;25082
85P;2017-39;24546.92;25852.75;25197.02;26514.08;25876
85P;2017-40;24874.76;26187.82;25528.48;26852.74;26007
85P;2017-41;25223.87;26546.97;25882.6;27216.93;26794
85P;2017-42;25589.86;26925.97;26255.08;27602.48;26198
85P;2017-43;25967.9;27320.18;26641.18;28004.85;26185
85P;2017-44;26352.8;27724.47;27035.74;28418.95;26448
85P;2017-45;26739.19;28133.17;27433.23;28838.97;27071
85P;2017-46;27121.33;28540.37;27827.83;29258.89;28101
85P;2017-47;27493.58;28939.67;28213.53;29671.93;28641
85P;2017-48;27850.16;29324.61;28584.22;30071.28;28646
85P;2017-49;28185.44;29688.64;28933.79;30449.95;30356
85P;2017-50;28493.97;30025.34;29256.32;30800.99;31430
85P;2017-51;28770.64;30328.58;29546.19;31117.76;32340
85P;2017-52;29010.8;30592.66;29798.23;31394.02;34030
85P;2018-01;29210.33;30812.53;30007.87;31624.27;36913
85P;2018-02;29365.8;30983.95;30171.26;31803.81;35970
85P;2018-03;29474.53;31103.58;30285.4;31929;35695
85P;2018-04;29534.67;31169.13;30348.23;31997.31;34537
85P;2018-05;29545.26;31179.44;30358.68;32007.45;33916
85P;2018-06;29506.27;31134.47;30316.73;31959.44;34087
85P;2018-07;29418.55;31035.38;30223.36;31854.54;35602
85P;2018-08;29283.87;30884.4;30080.59;31695.25;36508
85P;2018-09;29104.82;30684.82;29891.34;31485.21;38658
85P;2018-10;28884.74;30440.85;29659.4;31229.06;39262
85P;2018-11;28627.67;30157.48;29389.26;30932.29;36034
85P;2018-12;28338.19;29840.33;29086.02;30601.04;33996
85P;2018-13;28021.34;29495.46;28755.25;30241.91;32402
85P;2018-14;27682.51;29129.24;28402.8;29861.76;30852
85P;2018-15;27327.29;28748.13;28034.71;29467.5;29652
85P;2018-16;26961.42;28358.58;27657.06;29065.93;27967
85P;2018-17;26590.62;27966.83;27275.83;28663.56;26541
85P;2018-18;26220.52;27578.85;26896.83;28266.53;25820
85P;2018-19;25856.61;27200.22;26525.58;27880.48;25919
85P;2018-20;25504.09;26836.1;26167.27;27510.54;25141
85P;2018-21;25167.86;26491.17;25826.69;27161.26;25513
85P;2018-22;24852.46;26169.61;25508.2;26836.63;25624
85P;2018-23;24561.98;25875.12;25215.7;26540.18;24560
85P;2018-24;24300.11;25610.95;24952.66;26274.92;24036
85P;2018-25;24070.05;25379.84;24722.05;26043.36;24546
85P;2018-26;23874.56;25184.14;24526.44;25847.63;25411
85P;2018-27;23715.92;25025.78;24367.92;25689.46;25744
85P;2018-28;23595.97;24906.29;24248.18;25570.24;24540
85P;2018-29;23516.1;24826.83;24168.51;25491.03;25321
85P;2018-30;23477.27;24788.22;24129.78;25452.54;26516
85P;2018-31;23480;24790.91;24132.49;25455.21;27871
85P;2018-32;23524.4;24835.02;24176.75;25499.15;26723
85P;2018-33;23610.14;24920.32;24262.28;25584.2;24709
85P;2018-34;23736.46;25046.24;24388.42;25709.88;24831
85P;2018-35;23902.17;25211.83;24554.09;25875.35;24054
85P;2018-36;24105.64;25415.77;24757.82;26079.46;24500
85P;2018-37;24344.73;25656.34;24997.67;26320.7;24361
85P;2018-38;24616.88;25931.37;25271.28;26597.12;25365
85P;2018-39;24919.03;26238.26;25575.81;26906.34;24691
85P;2018-40;25247.63;26573.92;25907.95;27245.51;25888
85P;2018-41;25598.71;26934.74;26263.89;27611.2;26705
85P;2018-42;25967.78;27316.64;26639.36;27999.56;25768
85P;2018-43;26350.05;27714.94;27029.62;28405.95;25961
85P;2018-44;26740.31;28124.51;27429.5;28825.29;27127
85P;2018-45;27133.1;28539.73;27833.45;29251.89;27659
85P;2018-46;27522.71;28954.56;28235.61;29679.51;27101
85P;2018-47;27903.34;29362.64;28629.89;30101.54;27647
85P;2018-48;28269.16;29757.38;29010.09;30510.99;28164
85P;2018-49;28613.34;30133.21;29370;30902.93;28779
85P;2018-50;28933.46;30480.35;29703.55;31263.8;28678
85P;2018-51;29221.12;30795.68;30004.96;31593.23;30262
85P;2018-52;29472.52;31072.28;30268.88;31882.67;30179
85P;2019-01;29683.39;31304.87;30490.53;32126.32;32430
85P;2019-02;29850.09;31488.95;30665.87;32319.26;33991
85P;2019-03;29969.74;31620.96;30791.66;32457.57;34180
85P;2019-04;30040.31;31698.37;30865.63;32538.46;34419
85P;2019-05;30060.65;31719.76;30886.49;32560.38;34615
85P;2019-06;30030.54;31684.89;30854.02;32523.08;34670
85P;2019-07;29950.68;31594.69;30769.03;32427.61;33576
85P;2019-08;29822.69;31451.25;30633.36;32276.29;33620
85P;2019-09;29649.05;31257.7;30449.83;32072.59;33209
85P;2019-10;29433.01;31018.15;30222.12;31821.06;31725
85P;2019-11;29178.56;30737.54;29954.67;31527.12;31011
85P;2019-12;28890.24;30421.46;29652.55;31196.9;29639
85P;2019-13;28573.1;30076.02;29321.35;30837.05;28784
85P;2019-14;28232.56;29707.62;28966.96;30454.48;29230
85P;2019-15;27874.26;29322.84;28595.49;30056.25;28172
85P;2019-16;27504.01;28928.24;28213.13;29649.28;28539
85P;2019-17;27127.67;28530.19;27825.98;29240.23;28446
85P;2019-18;26750.92;28134.86;27439.99;28835.51;27366
85P;2019-19;26379.43;27747.98;27060.82;28440.85;27078
85P;2019-20;26018.54;27374.87;26693.83;28061.61;27016
85P;2019-21;25673.27;27020.39;26343.96;27702.51;26724
85P;2019-22;25348.32;26688.89;26015.72;27367.76;26489
85P;2019-23;25047.95;26384.21;25713.19;27060.98;26031
85P;2019-24;24775.96;26109.76;25439.95;26785.35;25831
85P;2019-25;24535.74;25868.39;25199.13;26543.48;25528
85P;2019-26;24330.14;25662.62;24993.42;26337.68;26778
85P;2019-27;24161.62;25494.43;24825.04;26169.73;25832
85P;2019-28;24032.08;25365.49;24695.79;26041.15;25390
85P;2019-29;23943.05;25277.06;24607.04;25953.05;25127
85P;2019-30;23895.59;25230;24559.77;25906.22;28116
85P;2019-31;23890.25;25224.92;24554.56;25901.27;25223
85P;2019-32;23927.37;25261.87;24591.6;25938.12;25070
85P;2019-33;24006.55;25340.82;24670.68;26016.93;24581
85P;2019-34;24127.16;25461.21;24791.19;26137.15;25089
85P;2019-35;24288.08;25622.14;24952.13;26298.03;26136
85P;2019-36;24487.7;25822.36;25152.08;26498.49;24378
85P;2019-37;24723.98;26060.19;25389.16;26737.04;25056
85P;2019-38;24994.39;26333.53;25661.05;27011.78;25503
85P;2019-39;25295.89;26639.81;25964.96;27320.42;26258
85P;2019-40;25625.02;26975.97;26297.6;27660.07;26178
85P;2019-41;25977.76;27338.47;26655.22;28027.46;27263
85P;2019-42;26349.71;27723.22;27033.55;28418.65;27512
85P;2019-43;26736;28125.59;27427.87;28829.14;27635
85P;2019-44;27131.47;28540.45;27832.99;29253.8;28061
85P;2019-45;27530.53;28962.2;28243.34;29687.06;28455
85P;2019-46;27927.51;29384.73;28653.03;30122.55;29280
85P;2019-47;28316.49;29801.64;29055.9;30553.65;30177
85P;2019-48;28691.53;30206.26;29445.65;30973.31;30087
85P;2019-49;29046.77;30591.85;29815.97;31374.34;30212
85P;2019-50;29376.48;30951.69;30160.65;31749.51;30896
85P;2019-51;29675.25;31279.3;30473.76;32091.81;31815
85P;2019-52;29938.08;31568.61;30749.74;32394.62;31109
85P;2020-01;30160.49;31814.15;30983.64;32651.94;32809
85P;2020-02;30338.66;32011.17;31171.18;32858.58;34155
85P;2020-03;30469.52;32155.88;31308.92;33010.35;33329
85P;2020-04;30550.83;32245.48;31394.34;33104.17;32532
85P;2020-05;30581.23;32278.33;31425.96;33138.27;33380
85P;2020-06;30560.34;32253.93;31403.33;33112.08;32226
85P;2020-07;30488.67;32173.03;31327.08;33026.47;32245
85P;2020-08;30367.71;32037.52;31198.89;32883.53;30586
85P;2020-09;30199.82;31850.38;31021.44;32686.58;31304
85P;2020-10;29988.14;31615.63;30798.3;32440.06;31555
85P;2020-11;29736.61;31338.11;30533.86;32149.29;32167
85P;2020-12;29449.74;31023.4;30233.16;31820.41;34926
85P;2020-13;29132.58;30677.61;29901.77;31460.05;40674
85P;2020-14;28790.57;30307.24;29545.66;31075.25;47900
85P;2020-15;28429.41;29918.91;29170.99;30673.12;47493
85P;2020-16;28054.99;29519.32;28784.05;30260.74;42609
85P;2020-17;27673.23;29115;28391.06;29844.99;37236
85P;2020-18;27290;28712.24;27998.11;29432.35;32826
85P;2020-19;26911.03;28316.98;27611.02;29028.86;30722
85P;2020-20;26541.81;27934.72;27235.29;28640.02;27951
85P;2020-21;26187.54;27570.47;26876.04;28270.78;28199
85P;2020-22;25853.04;27228.77;26537.93;27925.5;26377
85P;2020-23;25542.73;26913.63;26225.19;27607.98;26121
85P;2020-24;25260.57;26628.57;25941.57;27321.54;25311
85P;2020-25;25010.07;26376.66;25690.33;27068.98;25144
85P;2020-26;24794.24;26160.46;25474.3;26852.68;26469
85P;2020-27;24615.63;25982.14;25295.81;26674.57;25326
85P;2020-28;24476.32;25843.44;25156.78;26536.23;25190
85P;2020-29;24377.92;25745.71;25058.7;26438.88;25465
85P;2020-30;24321.57;25689.94;25002.63;26383.42;25958
85P;2020-31;24308.2;25676.53;24989.24;26370;27333
85P;2020-32;24337.47;25706.36;25018.79;26400.11;26967
85P;2020-33;24409.81;25778.73;25091.16;26472.46;29290
85P;2020-34;24524.41;25893.38;25205.8;26587.1;26844
85P;2020-35;24680.22;26049.49;25361.77;26743.31;25764
85P;2020-36;24875.7;26245.84;25557.71;26940.04;25967
85P;2020-37;25108.85;26480.81;25791.79;27175.86;26758
85P;2020-38;25377.21;26752.35;26061.76;27448.94;27886
85P;2020-39;25677.79;27057.93;26364.85;27756.98;26669
85P;2020-40;26007.14;27394.55;26697.84;28097.22;28100
85P;2020-41;26361.29;27758.68;27056.98;28466.34;28257
85P;2020-42;26735.85;28146.27;27438.04;28860.49;29077
85P;2020-43;27125.97;28552.72;27836.29;29275.18;32125
85P;2020-44;27526.42;28972.89;28246.57;29705.34;33599
85P;2020-45;27931.67;29401.16;28663.27;30145.27;35543
85P;2020-46;28335.91;29831.42;29080.46;30588.74;36548
85P;2020-47;28733.18;30257.21;29491.91;31029.01;36582
85P;2020-48;29117.46;30671.8;29891.26;31459.02;36822
85P;2020-49;29482.73;31068.32;30272.06;31871.43;37849
85P;2020-50;29823.17;31439.92;30627.99;32258.9;39023
85P;2020-51;30133.19;31779.97;30952.93;32614.25;39145
85P;2020-52;30407.62;32082.21;31241.18;32930.67;39442
85P;2020-53;30641.79;32340.94;31487.54;33201.91;40204
85P;2021-01;30831.68;32551.19;31687.55;33422.54;41911
85P;2021-02;30974.03;32708.91;31837.53;33588.09;43474
85P;2021-03;31066.37;32811.05;31934.74;33695.24;44409
85P;2021-04;31107.16;32855.72;31977.46;33741.88;42233
85P;2021-05;31095.82;32842.2;31965.03;33727.25;38305
85P;2021-06;31032.7;32771;31897.9;33651.92;35705
85P;2021-07;30919.12;32643.81;31777.57;33517.79;34310
85P;2021-08;30757.31;32463.49;31606.56;33328.02;31426
85P;2021-09;30550.39;32233.84;31388.35;33086.78;29582
85P;2021-10;30302.06;31959.8;31127.25;32799.65;30095
85P;2021-11;30016.94;31646.77;30828.27;32472.4;29575
85P;2021-12;29700.03;31300.92;30496.97;32111.8;29416
85P;2021-13;29356.8;30928.75;30139.36;31724.92;29257.42
85P;2021-14;28993;30537.03;29761.68;31318.99;29265.78
85P;2021-15;28614.6;30132.52;29370.29;30901.23;29009.92
85P;2021-16;28227.6;29721.94;28971.56;30478.68;28969.3
85P;2021-17;27838;29311.72;28571.69;30058.02;28513.13
85P;2021-18;27451.66;28907.96;28176.68;29645.47;28317.5
85P;2021-19;27074.22;28516.35;27792.17;29246.71;27125.94
85P;2021-20;26710.95;28142.15;27423.44;28867.03;26281.51
85P;2021-21;26366.91;27789.98;27075.33;28510.81;26245.98
85P;2021-22;26046.62;27464.09;26752.23;28182.15;26639.24
85P;2021-23;25754.22;27168.14;26458.03;27884.49;25823.1
85P;2021-24;25493.33;26905.33;26196.16;27620.79;27072.69
85P;2021-25;25267.13;26678.39;25969.57;27393.54;25897.3
85P;2021-26;25078.3;26489.59;25780.73;27204.84;26248
85P;2021-27;24929.02;26340.8;25631.67;27056.35;26423.92
85P;2021-28;24821.02;26233.47;25523.98;26949.4;26709.57
85P;2021-29;24755.56;26168.66;25458.84;26884.96;27902.16
85P;2021-30;24733.45;26147.09;25436.99;26863.67;27210.13
85P;2021-31;24755.04;26169.09;25458.79;26885.87;28105.96
85P;2021-32;24820.26;26234.63;25524.18;26951.55;28959.16
85P;2021-33;24928.56;26343.33;25632.69;27060.41;28324.66
85P;2021-34;25078.95;26494.41;25783.45;27211.8;27405.25
85P;2021-35;25269.98;26686.73;25975.14;27404.71;27499.55
85P;2021-36;25499.71;26918.7;26206;27637.75;29237.6
85P;2021-37;25765.38;27188.66;26473.83;27909.81;27918.88
85P;2021-38;26064.18;27494.02;26775.92;28218.42;27429.06
85P;2021-39;26393.92;27830.55;27109.06;28558.32;28109.65
85P;2021-40;26749.23;28196.26;27469.57;28929.25;28323.07
85P;2021-41;27126.19;28586.62;27853.21;29326.35;29426.34
85P;2021-42;27519.98;28997.05;28255.3;29745.17;30685.57
85P;2021-43;27925.33;29422.47;28670.64;30180.75;31621.26
85P;2021-44;28336.63;29857.24;29093.62;30627.41;31821.8
85P;2021-45;28748.13;30295.18;29518.28;31078.78;33149.82
85P;2021-46;29153.69;30729.86;29938.32;31528.25;33550.83
85P;2021-47;29547.23;31154.43;30347.28;31968.61;34443.14
85P;2021-48;29922.59;31561.99;30738.65;32392.56;36632.68
85P;2021-49;30273.49;31945.85;31105.92;32793.21;36964.65
85P;2021-50;30595.69;32297.7;31442.86;33160.16;35674.19
85P;2021-51;30881.17;32613.8;31743.54;33491.87;35943.85
85P;2021-52;31126.78;32886.51;32002.61;33778.39;36048.12
85P;2022-01;31328.55;33110.37;32215.35;34013.52;35501.87
85P;2022-02;31484.25;33279.78;32377.87;34189.92;35421.29
85P;2022-03;31586.46;33396.33;32487.19;34313.78;35744.63
85P;2022-04;31639.07;33452.09;32541.37;34371.14;36856
85P;2022-05;31623.52;33464.2;32539.52;34397.48;37595.43
85P;2022-06;31583.16;33388.99;32481.89;34304.37;36006.25
85P;2022-07;31477.75;33270.11;32369.79;34178.62;35826.12
85P;2022-08;31320.63;33098.77;32205.61;34000.04;33752.92
85P;2022-09;31120.19;32873.22;31992.7;33761.67;33395.95
85P;2022-10;30875.25;32603.16;31735.29;33478.81;32542.06
85P;2022-11;30592.2;32292.13;31438.33;33153.52;29113.78
