group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
0to14;2019-44;297.89;382.89;339.51;427.99;308
0to14;2019-45;297.81;382.83;339.43;427.94;337
0to14;2019-46;297.71;382.77;339.35;427.89;355
0to14;2019-47;297.61;382.7;339.26;427.84;355
0to14;2019-48;297.5;382.61;339.16;427.78;377
0to14;2019-49;297.37;382.52;339.06;427.71;381
0to14;2019-50;297.23;382.42;338.93;427.62;396
0to14;2019-51;297.09;382.3;338.8;427.52;382
0to14;2019-52;296.93;382.17;338.65;427.41;369
0to14;2020-01;296.75;382.02;338.49;427.27;331
0to14;2020-02;296.56;381.85;338.31;427.12;356
0to14;2020-03;296.37;381.67;338.12;426.94;353
0to14;2020-04;296.16;381.46;337.91;426.74;374
0to14;2020-05;295.94;381.24;337.69;426.51;367
0to14;2020-06;295.71;381;337.45;426.27;359
0to14;2020-07;295.47;380.74;337.21;426.01;348
0to14;2020-08;295.22;380.48;336.95;425.73;353
0to14;2020-09;294.97;380.2;336.68;425.44;341
0to14;2020-10;294.71;379.91;336.41;425.14;355
0to14;2020-11;294.45;379.62;336.13;424.84;351
0to14;2020-12;294.18;379.33;335.85;424.53;338
0to14;2020-13;293.91;379.03;335.57;424.22;358
0to14;2020-14;293.64;378.74;335.29;423.92;331
0to14;2020-15;293.38;378.45;335.01;423.62;341
0to14;2020-16;293.11;378.17;334.74;423.33;318
0to14;2020-17;292.85;377.89;334.47;423.05;325
0to14;2020-18;292.6;377.63;334.21;422.77;315
0to14;2020-19;292.35;377.37;333.96;422.51;316
0to14;2020-20;292.11;377.12;333.71;422.27;329
0to14;2020-21;291.87;376.89;333.48;422.03;321
0to14;2020-22;291.65;376.66;333.25;421.81;311
0to14;2020-23;291.43;376.45;333.03;421.6;335
0to14;2020-24;291.22;376.25;332.83;421.41;309
0to14;2020-25;291.03;376.06;332.64;421.22;331
0to14;2020-26;290.84;375.88;332.45;421.05;342
0to14;2020-27;290.67;375.72;332.28;420.9;312
0to14;2020-28;290.5;375.56;332.12;420.75;310
0to14;2020-29;290.34;375.42;331.97;420.62;321
0to14;2020-30;290.2;375.29;331.84;420.5;366
0to14;2020-31;290.06;375.17;331.71;420.38;331
0to14;2020-32;289.94;375.06;331.59;420.28;306
0to14;2020-33;289.82;374.96;331.48;420.19;336
0to14;2020-34;289.71;374.87;331.38;420.11;306
0to14;2020-35;289.62;374.79;331.29;420.04;316
0to14;2020-36;289.52;374.71;331.2;419.98;316
0to14;2020-37;289.44;374.64;331.13;419.92;336
0to14;2020-38;289.36;374.58;331.05;419.87;335
0to14;2020-39;289.28;374.53;330.99;419.83;332
0to14;2020-40;289.2;374.48;330.92;419.79;301
0to14;2020-41;289.13;374.43;330.86;419.76;328
0to14;2020-42;289.06;374.38;330.8;419.73;280
0to14;2020-43;288.98;374.34;330.74;419.7;325
0to14;2020-44;288.9;374.29;330.68;419.67;288
0to14;2020-45;288.82;374.25;330.61;419.65;337
0to14;2020-46;288.73;374.2;330.54;419.62;314
0to14;2020-47;288.63;374.14;330.46;419.59;299
0to14;2020-48;288.53;374.08;330.38;419.55;298
0to14;2020-49;288.41;374;330.28;419.5;332
0to14;2020-50;288.28;373.92;330.17;419.44;301
0to14;2020-51;288.14;373.82;330.06;419.37;326
0to14;2020-52;287.99;373.71;329.92;419.28;301
0to14;2020-53;287.83;373.59;329.78;419.18;311
0to14;2021-01;287.66;373.44;329.62;419.05;296
0to14;2021-02;287.47;373.28;329.45;418.91;305
0to14;2021-03;287.28;373.1;329.26;418.74;295
0to14;2021-04;287.07;372.91;329.06;418.56;326
0to14;2021-05;286.86;372.7;328.84;418.35;305
0to14;2021-06;286.63;372.48;328.62;418.13;322
0to14;2021-07;286.4;372.24;328.39;417.89;307
0to14;2021-08;286.16;371.99;328.14;417.64;292
0to14;2021-09;285.92;371.74;327.89;417.38;366
0to14;2021-10;285.67;371.48;327.64;417.12;278
0to14;2021-11;285.42;371.22;327.38;416.85;309
0to14;2021-12;285.17;370.95;327.12;416.58;312
0to14;2021-13;284.92;370.69;326.86;416.31;336
0to14;2021-14;284.67;370.43;326.61;416.05;288
0to14;2021-15;284.41;370.18;326.35;415.81;308
0to14;2021-16;284.17;369.93;326.11;415.55;303
0to14;2021-17;283.93;369.68;325.86;415.31;332
0to14;2021-18;283.69;369.45;325.63;415.08;320
0to14;2021-19;283.46;369.23;325.4;414.86;329
0to14;2021-20;283.24;369.02;325.18;414.66;316
0to14;2021-21;283.02;368.81;324.97;414.47;309
0to14;2021-22;282.82;368.62;324.78;414.28;360
0to14;2021-23;282.62;368.44;324.59;414.12;332
0to14;2021-24;282.43;368.27;324.41;413.96;334
0to14;2021-25;282.25;368.12;324.24;413.81;327
0to14;2021-26;282.09;367.97;324.08;413.68;345
0to14;2021-27;281.93;367.83;323.93;413.56;347
0to14;2021-28;281.78;367.71;323.79;413.45;340
0to14;2021-29;281.64;367.59;323.66;413.35;342
0to14;2021-30;281.51;367.49;323.54;413.26;354
0to14;2021-31;281.38;367.4;323.43;413.18;338
0to14;2021-32;281.27;367.31;323.33;413.11;340
0to14;2021-33;281.16;367.23;323.24;413.05;323
0to14;2021-34;281.07;367.16;323.16;413;318
0to14;2021-35;280.97;367.1;323.08;412.96;319
0to14;2021-36;280.89;367.05;323.01;412.92;331
0to14;2021-37;280.81;367;322.94;412.89;343
0to14;2021-38;280.73;366.96;322.88;412.87;352
0to14;2021-39;280.66;366.92;322.83;412.85;365
0to14;2021-40;280.59;366.88;322.77;412.84;345
0to14;2021-41;280.52;366.85;322.72;412.83;321
0to14;2021-42;280.44;366.82;322.67;412.82;373
0to14;2021-43;280.37;366.79;322.61;412.82;357.69
0to14;2021-44;280.42;366.61;322.56;412.51;358
0to14;2021-45;280.2;366.72;322.49;412.8;362.91
0to14;2021-46;280.27;366.51;322.43;412.44;382.19
0to14;2021-47;280.17;366.46;322.35;412.41;359.9
0to14;2021-48;279.99;366.48;322.27;412.55;395.34
0to14;2021-49;279.84;366.45;322.18;412.58;298.79
0to14;2021-50;279.71;366.38;322.07;412.55;385.06
0to14;2021-51;279.52;366.35;321.96;412.61;348.1
0to14;2021-52;227.17;426.88;321.83;541.38;383.97
0to14;2022-01;279.3;366.02;321.69;412.23;330.32
0to14;2022-02;279.05;365.98;321.53;412.3;324.76
0to14;2022-03;278.85;365.84;321.36;412.19;318.26
0to14;2022-04;278.66;365.67;321.18;412.04;322.57
0to14;2022-05;278.46;365.49;320.99;411.88;360.92
0to14;2022-06;278.25;365.3;320.79;411.69;351.11
0to14;2022-07;278.04;365.09;320.58;411.49;341.84
0to14;2022-08;277.83;364.85;320.36;411.24;321.05
0to14;2022-09;277.59;364.65;320.13;411.06;328.52
0to14;2022-10;277.36;364.42;319.9;410.83;355.02
0to14;2022-11;277.12;364.19;319.66;410.6;321.07
0to14;2022-12;276.88;363.95;319.43;410.37;300.93
0to14;2022-13;276.65;363.72;319.19;410.14;342.37
0to14;2022-14;276.41;363.48;318.96;409.91;315.78
0to14;2022-15;276.18;363.26;318.72;409.69;357.5
0to14;2022-16;275.94;363.03;318.5;409.48;321.44
0to14;2022-17;275.72;362.82;318.27;409.27;298.88
0to14;2022-18;275.49;362.61;318.06;409.07;328.66
0to14;2022-19;275.28;362.41;317.85;408.89;368.54
0to14;2022-20;275.07;362.22;317.65;408.71;341.18
0to14;2022-21;274.86;362.05;317.46;408.55;329.31
0to14;2022-22;274.67;361.88;317.27;408.39;338
0to14;2022-23;274.48;361.72;317.1;408.25;303.41
0to14;2022-24;274.3;361.57;316.93;408.12;400.11
0to14;2022-25;274.13;361.43;316.78;408;358.12
0to14;2022-26;273.97;361.3;316.63;407.9;337
0to14;2022-27;273.82;361.18;316.5;407.8;377.28
0to14;2022-28;273.67;361.08;316.37;407.72;318.03
0to14;2022-29;273.54;360.98;316.25;407.63;373.39
0to14;2022-30;273.41;360.89;316.14;407.57;349.12
0to14;2022-31;273.3;360.81;316.04;407.51;314.01
0to14;2022-32;273.19;360.74;315.95;407.47;356.9
0to14;2022-33;273.08;360.68;315.87;407.43;320.2
0to14;2022-34;272.99;360.62;315.79;407.4;325.96
0to14;2022-35;272.9;360.58;315.72;407.38;319.01
0to14;2022-36;272.82;360.54;315.66;407.36;345.03
0to14;2022-37;272.74;360.5;315.6;407.35;354.89
0to14;2022-38;272.66;360.47;315.55;407.35;294.07
0to14;2022-39;272.59;360.45;315.5;407.35;369.64
0to14;2022-40;272.52;360.43;315.45;407.36;340.24
0to14;2022-41;272.46;360.41;315.41;407.37;331.64
0to14;2022-42;272.39;360.39;315.37;407.38;308.5
0to14;2022-43;272.31;360.38;315.32;407.4;323.43
15to44;2016-45;1420.43;1597.38;1508.04;1688.42;1499
15to44;2016-46;1420.7;1599.2;1509.07;1691.06;1502
15to44;2016-47;1421.01;1601.24;1510.23;1694.01;1532
15to44;2016-48;1421.37;1603.43;1511.49;1697.17;1569
15to44;2016-49;1421.77;1605.71;1512.81;1700.44;1620
15to44;2016-50;1422.21;1607.99;1514.15;1703.69;1546
15to44;2016-51;1422.7;1610.2;1515.49;1706.81;1520
15to44;2016-52;1423.24;1612.27;1516.78;1709.7;1648
15to44;2017-01;1423.84;1614.12;1517.99;1712.21;1592
15to44;2017-02;1424.46;1615.72;1519.09;1714.33;1582
15to44;2017-03;1425.12;1617;1520.05;1715.93;1558
15to44;2017-04;1425.81;1617.92;1520.85;1716.97;1600
15to44;2017-05;1426.51;1618.46;1521.48;1717.42;1554
15to44;2017-06;1427.21;1618.61;1521.91;1717.28;1545
15to44;2017-07;1427.9;1618.37;1522.14;1716.55;1585
15to44;2017-08;1428.54;1617.77;1522.17;1715.28;1590
15to44;2017-09;1429.13;1616.82;1522.01;1713.51;1470
15to44;2017-10;1429.64;1615.56;1521.65;1711.33;1461
15to44;2017-11;1430.04;1614.06;1521.12;1708.81;1487
15to44;2017-12;1430.3;1612.35;1520.42;1706.06;1512
15to44;2017-13;1430.42;1610.49;1519.56;1703.15;1498
15to44;2017-14;1430.35;1608.54;1518.57;1700.21;1438
15to44;2017-15;1430.1;1606.55;1517.47;1697.3;1474
15to44;2017-16;1429.64;1604.57;1516.26;1694.53;1403
15to44;2017-17;1428.96;1602.64;1514.97;1691.94;1528
15to44;2017-18;1428.08;1600.8;1513.62;1689.59;1537
15to44;2017-19;1426.99;1599.05;1512.2;1687.49;1549
15to44;2017-20;1425.7;1597.4;1510.74;1685.66;1483
15to44;2017-21;1424.25;1595.87;1509.25;1684.09;1576
15to44;2017-22;1422.66;1594.42;1507.73;1682.71;1481
15to44;2017-23;1420.97;1593.04;1506.19;1681.51;1461
15to44;2017-24;1419.2;1591.72;1504.63;1680.42;1554
15to44;2017-25;1417.39;1590.42;1503.07;1679.39;1575
15to44;2017-26;1415.58;1589.12;1501.51;1678.36;1486
15to44;2017-27;1413.8;1587.8;1499.96;1677.28;1530
15to44;2017-28;1412.1;1586.44;1498.42;1676.12;1477
15to44;2017-29;1410.48;1585.04;1496.91;1674.83;1469
15to44;2017-30;1408.98;1583.6;1495.44;1673.42;1538
15to44;2017-31;1407.62;1582.12;1494.02;1671.89;1567
15to44;2017-32;1406.42;1580.63;1492.68;1670.25;1541
15to44;2017-33;1405.35;1579.18;1491.42;1668.59;1486
15to44;2017-34;1404.48;1577.74;1490.27;1666.86;1521
15to44;2017-35;1403.76;1576.42;1489.25;1665.22;1472
15to44;2017-36;1403.19;1575.23;1488.38;1663.7;1473
15to44;2017-37;1402.77;1574.23;1487.68;1662.4;1406
15to44;2017-38;1402.49;1573.46;1487.16;1661.38;1565
15to44;2017-39;1402.33;1572.98;1486.84;1660.72;1520
15to44;2017-40;1402.27;1572.81;1486.72;1660.49;1490
15to44;2017-41;1402.31;1572.97;1486.82;1660.72;1454
15to44;2017-42;1402.41;1573.5;1487.13;1661.47;1487
15to44;2017-43;1402.57;1574.38;1487.65;1662.73;1480
15to44;2017-44;1402.79;1575.61;1488.36;1664.49;1529
15to44;2017-45;1403.05;1577.15;1489.25;1666.72;1455
15to44;2017-46;1403.35;1578.98;1490.3;1669.35;1485
15to44;2017-47;1403.68;1581.03;1491.48;1672.3;1500
15to44;2017-48;1404.06;1583.24;1492.75;1675.49;1506
15to44;2017-49;1404.47;1585.55;1494.09;1678.79;1575
15to44;2017-50;1404.92;1587.87;1495.46;1682.11;1567
15to44;2017-51;1405.42;1590.14;1496.83;1685.31;1538
15to44;2017-52;1405.95;1592.28;1498.15;1688.3;1617
15to44;2018-01;1406.53;1594.22;1499.4;1690.96;1675
15to44;2018-02;1407.15;1595.9;1500.53;1693.21;1618
15to44;2018-03;1407.79;1597.28;1501.54;1694.97;1544
15to44;2018-04;1408.46;1598.3;1502.38;1696.18;1583
15to44;2018-05;1409.14;1598.95;1503.05;1696.82;1501
15to44;2018-06;1409.81;1599.22;1503.52;1696.86;1618
15to44;2018-07;1410.47;1599.1;1503.8;1696.33;1616
15to44;2018-08;1411.09;1598.6;1503.87;1695.24;1497
15to44;2018-09;1411.65;1597.76;1503.74;1693.66;1666
15to44;2018-10;1412.12;1596.61;1503.42;1691.64;1626
15to44;2018-11;1412.5;1595.19;1502.92;1689.27;1568
15to44;2018-12;1412.74;1593.55;1502.24;1686.64;1529
15to44;2018-13;1412.84;1591.76;1501.41;1683.85;1537
15to44;2018-14;1412.76;1589.86;1500.44;1680.99;1549
15to44;2018-15;1412.5;1587.91;1499.35;1678.15;1517
15to44;2018-16;1412.03;1585.96;1498.16;1675.42;1539
15to44;2018-17;1411.36;1584.05;1496.87;1672.86;1439
15to44;2018-18;1410.47;1582.21;1495.52;1670.51;1558
15to44;2018-19;1409.39;1580.46;1494.1;1668.41;1562
15to44;2018-20;1408.11;1578.8;1492.64;1666.56;1498
15to44;2018-21;1406.67;1577.25;1491.15;1664.94;1524
15to44;2018-22;1405.09;1575.79;1489.62;1663.55;1476
15to44;2018-23;1403.4;1574.4;1488.08;1662.32;1542
15to44;2018-24;1401.64;1573.06;1486.53;1661.21;1455
15to44;2018-25;1399.84;1571.75;1484.97;1660.17;1447
15to44;2018-26;1398.03;1570.45;1483.41;1659.13;1538
15to44;2018-27;1396.26;1569.13;1481.85;1658.06;1532
15to44;2018-28;1394.55;1567.78;1480.32;1656.9;1609
15to44;2018-29;1392.93;1566.4;1478.82;1655.64;1526
15to44;2018-30;1391.43;1564.98;1477.35;1654.27;1583
15to44;2018-31;1390.06;1563.53;1475.95;1652.77;1651
15to44;2018-32;1388.85;1562.07;1474.61;1651.19;1553
15to44;2018-33;1387.79;1560.62;1473.36;1649.54;1507
15to44;2018-34;1386.9;1559.23;1472.22;1647.88;1493
15to44;2018-35;1386.18;1557.92;1471.22;1646.27;1473
15to44;2018-36;1385.61;1556.76;1470.36;1644.79;1488
15to44;2018-37;1385.2;1555.77;1469.66;1643.5;1471
15to44;2018-38;1384.93;1555.02;1469.15;1642.49;1455
15to44;2018-39;1384.78;1554.53;1468.84;1641.83;1451
15to44;2018-40;1384.74;1554.36;1468.73;1641.59;1459
15to44;2018-41;1384.79;1554.52;1468.84;1641.81;1626
15to44;2018-42;1384.92;1555.03;1469.15;1642.52;1427
15to44;2018-43;1385.11;1555.9;1469.68;1643.74;1459
15to44;2018-44;1385.35;1557.11;1470.4;1645.47;1468
15to44;2018-45;1385.64;1558.65;1471.29;1647.66;1485
15to44;2018-46;1385.96;1560.47;1472.35;1650.27;1448
15to44;2018-47;1386.32;1562.51;1473.54;1653.21;1450
15to44;2018-48;1386.72;1564.74;1474.83;1656.4;1464
15to44;2018-49;1387.15;1567.06;1476.19;1659.73;1514
15to44;2018-50;1387.62;1569.42;1477.59;1663.09;1509
15to44;2018-51;1388.12;1571.74;1478.98;1666.36;1542
15to44;2018-52;1388.66;1573.94;1480.33;1669.43;1492
15to44;2019-01;1389.24;1575.95;1481.61;1672.21;1636
15to44;2019-02;1389.84;1577.72;1482.79;1674.59;1628
15to44;2019-03;1390.48;1579.19;1483.83;1676.5;1579
15to44;2019-04;1391.13;1580.32;1484.72;1677.88;1508
15to44;2019-05;1391.78;1581.08;1485.42;1678.7;1554
15to44;2019-06;1392.43;1581.46;1485.94;1678.93;1568
15to44;2019-07;1393.06;1581.45;1486.26;1678.59;1580
15to44;2019-08;1393.65;1581.07;1486.37;1677.7;1529
15to44;2019-09;1394.18;1580.34;1486.29;1676.3;1453
15to44;2019-10;1394.62;1579.29;1486;1674.46;1544
15to44;2019-11;1394.97;1577.97;1485.53;1672.25;1445
15to44;2019-12;1395.19;1576.42;1484.88;1669.77;1454
15to44;2019-13;1395.26;1574.7;1484.08;1667.1;1438
15to44;2019-14;1395.17;1572.87;1483.13;1664.35;1467
15to44;2019-15;1394.89;1570.97;1482.06;1661.59;1500
15to44;2019-16;1394.42;1569.05;1480.88;1658.91;1476
15to44;2019-17;1393.74;1567.16;1479.6;1656.38;1396
15to44;2019-18;1392.86;1565.33;1478.26;1654.04;1444
15to44;2019-19;1391.78;1563.57;1476.85;1651.94;1447
15to44;2019-20;1390.52;1561.91;1475.39;1650.07;1457
15to44;2019-21;1389.09;1560.35;1473.89;1648.43;1459
15to44;2019-22;1387.53;1558.87;1472.37;1647;1434
15to44;2019-23;1385.85;1557.46;1470.82;1645.74;1517
15to44;2019-24;1384.1;1556.11;1469.27;1644.6;1414
15to44;2019-25;1382.31;1554.79;1467.71;1643.54;1508
15to44;2019-26;1380.51;1553.48;1466.15;1642.49;1590
15to44;2019-27;1378.74;1552.16;1464.6;1641.41;1560
15to44;2019-28;1377.03;1550.82;1463.07;1640.26;1436
15to44;2019-29;1375.41;1549.45;1461.57;1639.02;1442
15to44;2019-30;1373.91;1548.04;1460.11;1637.67;1555
15to44;2019-31;1372.54;1546.61;1458.71;1636.21;1452
15to44;2019-32;1371.31;1545.17;1457.38;1634.66;1497
15to44;2019-33;1370.25;1543.75;1456.14;1633.06;1450
15to44;2019-34;1369.35;1542.39;1455.01;1631.44;1453
15to44;2019-35;1368.62;1541.1;1454.01;1629.87;1480
15to44;2019-36;1368.05;1539.96;1453.16;1628.42;1454
15to44;2019-37;1367.64;1538.99;1452.47;1627.15;1468
15to44;2019-38;1367.37;1538.24;1451.96;1626.15;1454
15to44;2019-39;1367.22;1537.76;1451.65;1625.49;1415
15to44;2019-40;1367.19;1537.57;1451.55;1625.23;1440
15to44;2019-41;1367.26;1537.72;1451.66;1625.42;1514
15to44;2019-42;1367.41;1538.22;1451.98;1626.11;1422
15to44;2019-43;1367.62;1539.07;1452.5;1627.29;1537
15to44;2019-44;1367.89;1540.26;1453.23;1628.97;1434
15to44;2019-45;1368.21;1541.78;1454.13;1631.12;1458
15to44;2019-46;1368.56;1543.58;1455.19;1633.69;1455
15to44;2019-47;1368.95;1545.62;1456.39;1636.6;1472
15to44;2019-48;1369.37;1547.85;1457.7;1639.79;1424
15to44;2019-49;1369.82;1550.19;1459.08;1643.12;1485
15to44;2019-50;1370.31;1552.57;1460.49;1646.51;1487
15to44;2019-51;1370.82;1554.92;1461.91;1649.83;1477
15to44;2019-52;1371.37;1557.17;1463.29;1652.98;1481
15to44;2020-01;1371.95;1559.25;1464.6;1655.85;1646
15to44;2020-02;1372.55;1561.09;1465.81;1658.36;1567
15to44;2020-03;1373.18;1562.65;1466.89;1660.41;1508
15to44;2020-04;1373.81;1563.88;1467.82;1661.95;1462
15to44;2020-05;1374.45;1564.75;1468.57;1662.94;1622
15to44;2020-06;1375.07;1565.24;1469.13;1663.36;1453
15to44;2020-07;1375.68;1565.35;1469.49;1663.21;1564
15to44;2020-08;1376.23;1565.09;1469.65;1662.51;1488
15to44;2020-09;1376.73;1564.47;1469.6;1661.3;1534
15to44;2020-10;1377.15;1563.53;1469.36;1659.64;1559
15to44;2020-11;1377.46;1562.31;1468.92;1657.61;1558
15to44;2020-12;1377.67;1560.84;1468.3;1655.25;1537
15to44;2020-13;1377.71;1559.22;1467.53;1652.75;1640
15to44;2020-14;1377.59;1557.45;1466.6;1650.11;1631
15to44;2020-15;1377.3;1555.61;1465.55;1647.44;1684
15to44;2020-16;1376.82;1553.74;1464.39;1644.83;1562
15to44;2020-17;1376.12;1551.89;1463.13;1642.38;1511
15to44;2020-18;1375.27;1550.05;1461.79;1640.03;1442
15to44;2020-19;1374.2;1548.31;1460.39;1637.92;1434
15to44;2020-20;1372.95;1546.64;1458.93;1636.04;1551
15to44;2020-21;1371.54;1545.06;1457.44;1634.37;1441
15to44;2020-22;1369.99;1543.57;1455.92;1632.92;1524
15to44;2020-23;1368.33;1542.15;1454.37;1631.62;1434
15to44;2020-24;1366.6;1540.78;1452.82;1630.45;1514
15to44;2020-25;1364.82;1539.45;1451.26;1629.35;1507
15to44;2020-26;1363.04;1538.13;1449.7;1628.28;1492
15to44;2020-27;1361.28;1536.8;1448.15;1627.19;1488
15to44;2020-28;1359.57;1535.46;1446.62;1626.04;1445
15to44;2020-29;1357.95;1534.09;1445.13;1624.81;1489
15to44;2020-30;1356.44;1532.7;1443.67;1623.48;1470
15to44;2020-31;1355.07;1531.28;1442.28;1622.05;1571
15to44;2020-32;1353.84;1529.87;1440.95;1620.54;1570
15to44;2020-33;1352.76;1528.47;1439.72;1618.97;1635
15to44;2020-34;1351.85;1527.12;1438.6;1617.39;1527
15to44;2020-35;1351.11;1525.86;1437.6;1615.85;1470
15to44;2020-36;1350.53;1524.73;1436.75;1614.43;1495
15to44;2020-37;1350.11;1523.77;1436.07;1613.19;1550
15to44;2020-38;1349.84;1523.03;1435.56;1612.2;1537
15to44;2020-39;1349.69;1522.55;1435.25;1611.54;1475
15to44;2020-40;1349.67;1522.36;1435.15;1611.27;1470
15to44;2020-41;1349.75;1522.49;1435.25;1611.43;1541
15to44;2020-42;1349.91;1522.97;1435.57;1612.08;1430
15to44;2020-43;1350.14;1523.8;1436.1;1613.22;1580
15to44;2020-44;1350.44;1524.97;1436.82;1614.85;1500
15to44;2020-45;1350.78;1526.46;1437.73;1616.95;1476
15to44;2020-46;1351.16;1528.24;1438.79;1619.47;1482
15to44;2020-47;1351.58;1530.27;1440;1622.35;1533
15to44;2020-48;1352.03;1532.49;1441.32;1625.51;1487
15to44;2020-49;1352.5;1534.83;1442.71;1628.83;1673
15to44;2020-50;1353.01;1537.23;1444.14;1632.23;1629
15to44;2020-51;1353.55;1539.61;1445.58;1635.59;1529
15to44;2020-52;1354.11;1541.9;1446.99;1638.8;1520
15to44;2020-53;1354.69;1544.04;1448.33;1641.76;1653
15to44;2021-01;1355.3;1545.95;1449.58;1644.37;1566
15to44;2021-02;1355.92;1547.59;1450.7;1646.55;1581
15to44;2021-03;1356.54;1548.92;1451.66;1648.25;1652
15to44;2021-04;1357.16;1549.89;1452.46;1649.4;1618
15to44;2021-05;1357.77;1550.49;1453.06;1650;1600
15to44;2021-06;1358.34;1550.71;1453.47;1650.04;1462
15to44;2021-07;1358.87;1550.57;1453.67;1649.53;1477
15to44;2021-08;1359.34;1550.06;1453.66;1648.51;1449
15to44;2021-09;1359.73;1549.24;1453.45;1647.04;1483
15to44;2021-10;1360.02;1548.12;1453.05;1645.18;1482
15to44;2021-11;1360.18;1546.77;1452.47;1643.01;1485
15to44;2021-12;1360.21;1545.22;1451.73;1640.63;1495
15to44;2021-13;1360.07;1543.52;1450.83;1638.11;1598
15to44;2021-14;1359.77;1541.74;1449.8;1635.54;1563
15to44;2021-15;1359.28;1539.91;1448.66;1633.01;1547
15to44;2021-16;1358.6;1538.08;1447.41;1630.57;1540
15to44;2021-17;1357.73;1536.29;1446.09;1628.29;1463
15to44;2021-18;1356.67;1534.55;1444.7;1626.19;1577
15to44;2021-19;1355.44;1532.88;1443.25;1624.29;1448
15to44;2021-20;1354.04;1531.29;1441.76;1622.61;1452
15to44;2021-21;1352.52;1529.79;1440.24;1621.11;1467
15to44;2021-22;1350.88;1528.35;1438.7;1619.78;1508
15to44;2021-23;1349.17;1526.96;1437.15;1618.57;1480
15to44;2021-24;1347.41;1525.61;1435.59;1617.44;1571
15to44;2021-25;1345.64;1524.28;1434.03;1616.34;1532
15to44;2021-26;1343.89;1522.95;1432.49;1615.23;1476
15to44;2021-27;1342.2;1521.6;1430.96;1614.08;1559
15to44;2021-28;1340.58;1520.24;1429.47;1612.85;1611
15to44;2021-29;1339.07;1518.85;1428.02;1611.53;1650
15to44;2021-30;1337.69;1517.45;1426.62;1610.12;1581
15to44;2021-31;1336.45;1516.05;1425.3;1608.64;1511
15to44;2021-32;1335.36;1514.66;1424.07;1607.1;1602
15to44;2021-33;1334.44;1513.33;1422.95;1605.55;1542
15to44;2021-34;1333.69;1512.09;1421.96;1604.05;1502
15to44;2021-35;1333.1;1510.98;1421.11;1602.66;1533
15to44;2021-36;1332.66;1510.03;1420.42;1601.44;1610
15to44;2021-37;1332.38;1509.29;1419.92;1600.47;1585
15to44;2021-38;1332.23;1508.81;1419.6;1599.8;1561
15to44;2021-39;1332.21;1508.61;1419.5;1599.52;1521
15to44;2021-40;1332.29;1508.73;1419.6;1599.66;1515
15to44;2021-41;1332.46;1509.19;1419.91;1600.27;1493
15to44;2021-42;1332.71;1509.99;1420.43;1601.36;1566
15to44;2021-43;1333.03;1511.13;1421.15;1602.94;1477.94
15to44;2021-44;1333.39;1512.6;1422.05;1604.99;1484.41
15to44;2021-45;1333.8;1514.35;1423.12;1607.45;1645.63
15to44;2021-46;1334.14;1516.48;1424.33;1610.53;1605.36
15to44;2021-47;1334.73;1518.56;1425.66;1613.4;1711.05
15to44;2021-48;1335.23;1520.9;1427.06;1616.71;1744.98
15to44;2021-49;1335.76;1523.31;1428.51;1620.11;1666.62
15to44;2021-50;1336.32;1525.71;1429.97;1623.49;1644.19
15to44;2021-51;1336.9;1528.03;1431.4;1626.75;1655.21
15to44;2021-52;1337.49;1530.22;1432.78;1629.77;1724.14
15to44;2022-01;1338.1;1532.2;1434.06;1632.48;1688.13
15to44;2022-02;1338.72;1533.91;1435.21;1634.78;1588.99
15to44;2022-03;1339.34;1535.33;1436.22;1636.61;1574.26
15to44;2022-04;1339.95;1536.4;1437.05;1637.93;1542.08
15to44;2022-05;1340.54;1537.1;1437.7;1638.7;1587.04
15to44;2022-06;1341.1;1537.44;1438.15;1638.92;1518.49
15to44;2022-07;1341.6;1537.41;1438.39;1638.6;1582.05
15to44;2022-08;1342.04;1537.02;1438.43;1637.77;1545.31
15to44;2022-09;1342.4;1536.31;1438.27;1636.48;1522.67
15to44;2022-10;1342.66;1535.3;1437.91;1634.8;1542.22
15to44;2022-11;1342.8;1534.04;1437.36;1632.8;1572.92
15to44;2022-12;1342.8;1532.58;1436.65;1630.56;1525.64
15to44;2022-13;1342.65;1530.97;1435.78;1628.17;1472.43
15to44;2022-14;1342.33;1529.25;1434.78;1625.71;1507.17
15to44;2022-15;1341.84;1527.48;1433.66;1623.26;1483.61
15to44;2022-16;1341.16;1525.69;1432.43;1620.88;1451.27
15to44;2022-17;1340.29;1523.91;1431.12;1618.63;1524.26
15to44;2022-18;1339.24;1522.19;1429.74;1616.55;1561.08
15to44;2022-19;1338.03;1520.52;1428.3;1614.65;1518.7
15to44;2022-20;1336.65;1518.93;1426.82;1612.94;1518.32
15to44;2022-21;1335.15;1517.41;1425.31;1611.42;1482.69
15to44;2022-22;1333.54;1515.95;1423.77;1610.04;1420.19
15to44;2022-23;1331.85;1514.55;1422.22;1608.79;1556.35
15to44;2022-24;1330.11;1513.18;1420.66;1607.63;1540.88
15to44;2022-25;1328.36;1511.84;1419.11;1606.5;1526.97
15to44;2022-26;1326.63;1510.49;1417.57;1605.37;1501.56
15to44;2022-27;1324.95;1509.14;1416.05;1604.2;1628.68
15to44;2022-28;1323.34;1507.78;1414.55;1602.96;1576.4
15to44;2022-29;1321.83;1506.39;1413.11;1601.65;1584.72
15to44;2022-30;1320.44;1505;1411.72;1600.26;1597.09
