group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
75to84;2021-13;19241.59;20284.42;19760.71;20812.68;21389
75to84;2021-14;19065.11;20091.85;19576.23;20611.91;20832
75to84;2021-15;18882.14;19893.88;19385.81;20406.31;20571
75to84;2021-16;18695.43;19693.66;19192.38;20199.22;20602
75to84;2021-17;18507.72;19494.24;18998.85;19993.86;20302
75to84;2021-18;18321.76;19298.51;18808.02;19793.19;20034
75to84;2021-19;18140.19;19109.18;18622.58;19599.94;19242
75to84;2021-20;17965.59;18928.74;18445.07;19416.57;18693
75to84;2021-21;17800.38;18759.46;18277.82;19245.25;18281
75to84;2021-22;17646.81;18603.35;18122.98;19087.9;18366
75to84;2021-23;17506.96;18462.21;17982.47;18946.14;18156
75to84;2021-24;17382.68;18337.58;17858;18821.38;18629
75to84;2021-25;17275.57;18230.77;17751.03;18714.76;18065
75to84;2021-26;17187.02;18142.88;17662.79;18627.24;18186
75to84;2021-27;17118.14;18074.78;17594.29;18559.57;18021
75to84;2021-28;17069.79;18027.15;17546.29;18512.31;18386
75to84;2021-29;17042.59;18000.43;17519.33;18485.86;19135
75to84;2021-30;17036.88;17994.9;17513.7;18480.42;18961
75to84;2021-31;17052.73;18010.6;17529.48;18496.05;18998
75to84;2021-32;17089.97;18047.42;17566.52;18532.63;19123
75to84;2021-33;17148.17;18105.01;17624.43;18589.88;19125
75to84;2021-34;17226.62;18182.83;17702.57;18667.36;18938
75to84;2021-35;17324.36;18280.15;17800.12;18764.42;19164
75to84;2021-36;17440.16;18396;17915.96;18880.26;20095
75to84;2021-37;17572.57;18529.22;18048.78;19013.85;19298
75to84;2021-38;17719.84;18678.4;18197.02;19163.95;19050
75to84;2021-39;17880.04;18841.91;18358.88;19329.11;19515
75to84;2021-40;18051;19017.89;18532.34;19507.6;19489
75to84;2021-41;18230.37;19204.22;18715.18;19697.45;20077
75to84;2021-42;18415.63;19398.57;18904.97;19896.39;20642
75to84;2021-43;18604.15;19598.35;19099.1;20101.89;21604
75to84;2021-44;18793.21;19800.8;19294.81;20311.14;21584
75to84;2021-45;18980.02;20002.96;19489.26;20521.1;22328.9
75to84;2021-46;19161.82;20201.74;19679.49;20728.53;23059.91
75to84;2021-47;19335.87;20393.97;19862.57;20930.02;23961.31
75to84;2021-48;19499.5;20576.46;20035.56;21122.13;24869.32
75to84;2021-49;19650.18;20746.08;20195.65;21301.42;24618.77
75to84;2021-50;19785.56;20899.84;20340.16;21464.56;23930.62
75to84;2021-51;19903.5;21034.93;20466.61;21608.42;24053.34
75to84;2021-52;20002.09;21148.87;20572.82;21730.2;24121.42
75to84;2022-01;20079.76;21239.49;20656.91;21827.44;23088.43
75to84;2022-02;20135.24;21305.07;20717.4;21898.19;22739.84
75to84;2022-03;20167.62;21344.35;20753.2;21941;22887.8
75to84;2022-04;20176.39;21356.58;20763.69;21955;23303.66
75to84;2022-05;20161.4;21341.54;20748.67;21939.94;23465.1
75to84;2022-06;20122.93;21299.54;20708.45;21896.16;22712.29
75to84;2022-07;20061.62;21231.44;20643.77;21824.59;22479.89
75to84;2022-08;19978.5;21138.58;20555.81;21726.76;21861.7
75to84;2022-09;19874.93;21022.77;20446.16;21604.7;21410.35
75to84;2022-10;19752.61;20886.22;20316.78;21460.88;21893.23
75to84;2022-11;19613.51;20731.48;20169.92;21298.17;21917.34
75to84;2022-12;19459.84;20561.41;20008.1;21119.73;21674.41
75to84;2022-13;19294.02;20378.99;19834.03;20928.85;22075.33
75to84;2022-14;19118.59;20187.4;19650.57;20729.03;22103.45
75to84;2022-15;18936.24;19989.81;19460.65;20523.68;21621.04
75to84;2022-16;18749.7;19789.38;19267.2;20316.19;20505.7
75to84;2022-17;18561.73;19589.19;19073.15;20109.79;20203.53
75to84;2022-18;18375.07;19392.16;18881.33;19907.51;20008.24
75to84;2022-19;18192.35;19201.09;18694.45;19712.22;19928.92
75to84;2022-20;18016.26;19018.44;18515.09;19526.28;19536.08
75to84;2022-21;17849.2;18846.55;18345.62;19351.97;18556.97
75to84;2022-22;17693.43;18687.55;18188.23;19191.37;19207.02
75to84;2022-23;17551.05;18543.26;18044.88;19046.14;18739.77
75to84;2022-24;17423.97;18415.25;17917.32;18917.71;19673.39
75to84;2022-25;17313.81;18304.92;17807.07;18807.34;19583.81
75to84;2022-26;17222.02;18213.39;17715.39;18715.97;19302.48
75to84;2022-27;17149.73;18141.59;17643.34;18644.45;19706.34
75to84;2022-28;17097.86;18090.23;17591.71;18593.37;20632.12
75to84;2022-29;17067.06;18059.8;17561.09;18563.15;21966.6
75to84;2022-30;17057.71;18050.62;17551.82;18554.05;20700.72
75to84;2022-31;17069.94;18062.77;17564.01;18566.15;20168.13
75to84;2022-32;17103.62;18096.15;17597.55;18599.37;20589.57
75to84;2022-33;17158.35;18150.47;17652.09;18653.46;19820.96
75to84;2022-34;17233.48;18225.22;17727.04;18727.98;19045.37
75to84;2022-35;17328.1;18319.68;17821.59;18822.33;18638.74
75to84;2022-36;17441.03;18432.94;17934.7;18935.72;18959.02
75to84;2022-37;17570.83;18563.86;18065.07;19067.16;18688.55
75to84;2022-38;17715.85;18711.06;18211.19;19215.42;19448.26
75to84;2022-39;17874.15;18872.95;18371.29;19379.1;20454.65
75to84;2022-40;18043.62;19047.69;18543.39;19556.48;21004.16
75to84;2022-41;18221.95;19233.2;18725.3;19745.61;21312.07
75to84;2022-42;18406.64;19427.17;18914.61;19944.27;20339.19
75to84;2022-43;18595.08;19627.04;19108.74;20149.95;18161.96
65P;2016-45;55226.63;57704.38;56460.97;58956.78;57987
65P;2016-46;55830.49;58348.49;57084.87;59621.31;59495
65P;2016-47;56412.91;58974.24;57688.84;60269.06;58750
65P;2016-48;56964.97;59571.41;58263.33;60889.14;59222
65P;2016-49;57478.1;60129.89;58799.01;61470.66;61209
65P;2016-50;57944.27;60639.92;59286.99;62002.99;62773
65P;2016-51;58355.91;61092.46;59718.96;62476.32;66024
65P;2016-52;58706.48;61479.14;60087.48;62881.38;70646
65P;2017-01;58990.24;61792.82;60386.11;63210.29;76296
65P;2017-02;59202.56;62027.63;60609.61;63456.55;78876
65P;2017-03;59339.99;62179.17;60754.05;63615.26;75544
65P;2017-04;59400.38;62244.65;60816.98;63683.33;75751
65P;2017-05;59382.87;62222.98;60797.4;63659.54;76130
65P;2017-06;59287.98;62114.81;60695.91;63544.6;71110
65P;2017-07;59117.51;61922.45;60514.56;63341.09;69439
65P;2017-08;58874.56;61649.88;60256.89;63053.43;66855
65P;2017-09;58563.46;61302.58;59927.8;62687.71;64041
65P;2017-10;58189.56;60887.36;59533.37;62251.47;60886
65P;2017-11;57759.25;60412.21;59080.76;61753.51;58712
65P;2017-12;57279.69;59885.97;58578;61203.54;56914
65P;2017-13;56758.67;59318.25;58033.76;60612.08;56799
65P;2017-14;56204.68;58718.85;57457.18;59989.63;55678
65P;2017-15;55626.3;58098.12;56857.73;59347.4;55172
65P;2017-16;55032.49;57466.04;56244.88;58695.91;54636
65P;2017-17;54432.23;56832.5;55628.05;58045.52;56230
65P;2017-18;53834.74;56206.63;55016.43;57405.3;55696
65P;2017-19;53247.87;55598.16;54418.78;56785.93;55113
65P;2017-20;52680.81;55014.46;53843.42;56193.86;54679
65P;2017-21;52141.26;54463.3;53298.07;55636.91;53632
65P;2017-22;51636.61;53951.49;52789.82;55121.56;52667
65P;2017-23;51173.62;53485;52325.06;54653.39;50541
65P;2017-24;50758.68;53068.85;51909.48;54236.73;52502
65P;2017-25;50396.44;52708.3;51548.05;53877.13;54278
65P;2017-26;50092.19;52406.45;51244.97;53576.58;51712
65P;2017-27;49849.61;52166.6;51003.72;53338.19;52721
65P;2017-28;49670.58;51992.38;50827.06;53166.47;50553
65P;2017-29;49560.64;51882.27;50717.02;53056.3;51519
65P;2017-30;49517.96;51840.72;50674.91;53015.34;50922
65P;2017-31;49544.31;51867.21;50701.33;53041.9;52706
65P;2017-32;49639.56;51961.64;50796.18;53135.89;51693
65P;2017-33;49802.78;52123.26;50958.62;53296.65;51338
65P;2017-34;50032.25;52350.72;51187.11;53523.01;51673
65P;2017-35;50326.38;52641.04;51479.37;53811.32;51127
65P;2017-36;50678.95;52994.42;51832.37;54165.02;50190
65P;2017-37;51088.68;53404.52;52242.32;54575.21;51760
65P;2017-38;51549.7;53868.18;52704.69;55040.11;53016
65P;2017-39;52056.19;54380.57;53214.15;55555.38;54221
65P;2017-40;52601.79;54935.94;53764.64;56115.62;54554
65P;2017-41;53179.25;55527.97;54349.38;56714.95;55913
65P;2017-42;53780.84;56149.34;54960.84;57346.29;55099
65P;2017-43;54398.32;56792.1;55590.92;58001.81;54645
65P;2017-44;55022.99;57447.52;56230.9;58672.79;55088
65P;2017-45;55645.85;58106.3;56871.64;59349.76;56205
65P;2017-46;56257.74;58758.7;57503.69;60022.71;57853
65P;2017-47;56849.59;59394.44;58117.37;60680.73;58902
65P;2017-48;57412.34;60003.29;58703.05;61312.99;59298
65P;2017-49;57937.31;60574.98;59251.25;61908.42;61925
65P;2017-50;58416.28;61099.59;59752.91;62456.23;64025
65P;2017-51;58841.53;61567.79;60199.52;62946.28;65190
65P;2017-52;59206.31;61971.03;60583.41;63369.08;67937
65P;2018-01;59504.62;62301.86;60897.88;63716.46;71677
65P;2018-02;59731.59;62554.13;61137.43;63981.6;70239
65P;2018-03;59883.63;62723.01;61297.84;64159.07;69993
65P;2018-04;59958.2;62805.5;61376.34;64245.58;68048
65P;2018-05;59954.24;62800.13;61371.68;64239.49;67413
65P;2018-06;59872.04;62707.23;61284.17;64141.13;68071
65P;2018-07;59713.18;62528.83;61115.6;63952.8;70162
65P;2018-08;59480.57;62268.66;60869.29;63678.6;71648
65P;2018-09;59178.34;61931.98;60549.94;63324.38;76451
65P;2018-10;58811.74;61525.43;60163.49;62897.5;77382
65P;2018-11;58387.02;61056.86;59716.96;62406.62;71570
65P;2018-12;57911.27;60535.05;59218.31;61861.4;67848
65P;2018-13;57392.28;59969.53;58676.19;61272.24;65252
65P;2018-14;56838.4;59370.3;58099.76;60649.98;62620
65P;2018-15;56258.39;58747.59;57498.5;60005.59;60322
65P;2018-16;55661.19;58111.59;56881.99;59349.92;57690
65P;2018-17;55055.88;57472.31;56259.77;58693.44;54712
65P;2018-18;54451.49;56839.34;55641.14;58046.01;53814
65P;2018-19;53856.8;56221.74;55035.04;57416.85;53743
65P;2018-20;53280.39;55627.92;54449.94;56814.27;52562
65P;2018-21;52730.32;55065.63;53893.76;56245.87;53233
65P;2018-22;52214.18;54541.78;53373.75;55718.21;53713
65P;2018-23;51738.96;54062.58;52896.52;55237.09;52015
65P;2018-24;51310.87;53633.52;52467.91;54807.63;50654
65P;2018-25;50935.55;53259.23;52093.07;54433.96;51651
65P;2018-26;50617.77;52943.73;51776.4;54119.71;53260
65P;2018-27;50361.53;52690.28;51521.52;53867.75;53400
65P;2018-28;50170.02;52501.52;51331.36;53680.44;51473
65P;2018-29;50045.75;52379.28;51208.09;53559.27;52979
65P;2018-30;49990.22;52325;51153.17;53505.64;55330
65P;2018-31;50004.29;52339.26;51167.34;53520.01;57958
65P;2018-32;50087.96;52422.13;51250.61;53602.44;55778
65P;2018-33;50240.44;52572.97;51402.29;53752.4;51932
65P;2018-34;50460.11;52790.53;51620.94;53968.83;51972
65P;2018-35;50744.59;53072.92;51904.4;54250.08;50897
65P;2018-36;51090.62;53417.5;52249.75;54593.83;51827
65P;2018-37;51494.18;53820.99;52653.3;54997.19;51713
65P;2018-38;51950.35;54279.39;53110.61;55456.62;52950
65P;2018-39;52453.55;54787.86;53616.47;55967.66;52221
65P;2018-40;52997.35;55340.88;54164.89;56525.26;54204
65P;2018-41;53574.57;55932.16;54749.13;57123.58;55515
65P;2018-42;54177.68;56554.36;55361.77;57755.4;53668
65P;2018-43;54798.21;57199.77;55994.7;58413.36;54228
65P;2018-44;55427.56;57859.66;56639.26;59088.71;56228
65P;2018-45;56056.66;58524.75;57286.27;59772.02;57253
65P;2018-46;56676.38;59185.17;57926.24;60453.08;55961
65P;2018-47;57277.44;59830.78;58549.47;61121.31;57396
65P;2018-48;57850.74;60451.18;59146.19;61765.62;58661
65P;2018-49;58387.46;61035.94;59706.8;62374.8;59416
65P;2018-50;58879.21;61575;60222.08;62937.91;59517
65P;2018-51;59318.11;62058.84;60683.32;63444.6;61787
65P;2018-52;59697.11;62478.67;61082.61;63885.2;61643
65P;2019-01;60010.06;62826.74;61413.02;64251.14;64659
65P;2019-02;60251.88;63096.51;61668.73;64535.15;67668
65P;2019-03;60418.61;63283.01;61845.28;64731.7;67808
65P;2019-04;60507.58;63382.74;61939.6;64836.93;68204
65P;2019-05;60517.41;63393.98;61950.13;64848.88;68740
65P;2019-06;60448.17;63316.72;61876.9;64767.53;69168
65P;2019-07;60301.2;63152.7;61721.46;64594.83;67399
65P;2019-08;60079.24;62905.38;61486.89;64334.61;66674
65P;2019-09;59786.2;62579.78;61177.68;63992.44;66184
65P;2019-10;59427.2;62182.36;60799.58;63575.47;63997
65P;2019-11;59008.4;61720.83;60359.53;63092.2;62631
65P;2019-12;58536.78;61203.89;59865.38;62552.23;59876
65P;2019-13;58020.12;60641.04;59325.76;61965.9;58791
65P;2019-14;57466.74;60042.29;58749.81;61344.1;59664
65P;2019-15;56885.2;59418.13;58147.07;60698.32;57684
65P;2019-16;56285.18;58778.22;57527.2;60038.18;58495
65P;2019-17;55675.13;58133.37;56899.82;59375.71;57640
65P;2019-18;55064.42;57493.09;56274.39;58720.47;55785
65P;2019-19;54461.97;56866.7;55660;58081.99;55879
65P;2019-20;53876.47;56262.72;55065.29;57468.71;55709
65P;2019-21;53316.18;55689.14;54498.35;56888.47;55141
65P;2019-22;52788.77;55153.12;53966.63;56348.19;54309
65P;2019-23;52301.48;54661.02;53476.91;55853.74;54471
65P;2019-24;51860.67;54218.54;53035.24;55410.52;53483
65P;2019-25;51472.13;53830.53;52646.93;55022.87;53376
65P;2019-26;51140.84;53501.13;52316.55;54694.52;55517
65P;2019-27;50870.95;53233.79;52047.91;54428.56;53910
65P;2019-28;50665.9;53031.26;51844.09;54227.37;52591
65P;2019-29;50528.21;52895.64;51707.41;54092.83;52363
65P;2019-30;50459.66;52828.35;51639.48;54026.21;58412
65P;2019-31;50461.3;52830.11;51641.18;54028.03;52638
65P;2019-32;50533.03;52901.29;51712.64;54098.9;52435
65P;2019-33;50674.44;53041.17;51853.31;54237.98;51264
65P;2019-34;50882.98;53249.71;52061.86;54446.46;52414
65P;2019-35;51159.38;53522.01;52336.25;54716.58;54309
65P;2019-36;51497.48;53858.67;52673.67;55052.43;51263
65P;2019-37;51894.37;54255.46;53070.54;55449.08;52505
65P;2019-38;52345.3;54708.42;53522.51;55902.96;53175
65P;2019-39;52844.68;55212.93;54024.48;56409.96;54661
65P;2019-40;53386.15;55763.52;54570.52;56965.09;54700
65P;2019-41;53962.84;56353.8;55154;57562.17;56437
65P;2019-42;54566.89;56976.84;55767.53;58194.77;56707
65P;2019-43;55190.11;57624.73;56403.04;58855.12;56947
65P;2019-44;55823.75;58288.95;57051.91;59534.8;57580
65P;2019-45;56458.83;58960.12;57704.96;60224.26;58131
65P;2019-46;57086.07;59628.48;58352.66;60913.46;59785
65P;2019-47;57696.17;60283.76;58985.24;61591.68;60913
65P;2019-48;58279.9;60915.5;59592.84;62247.8;60740
65P;2019-49;58828.27;61513.23;60165.75;62870.61;61532
65P;2019-50;59332.72;62066.67;60694.57;63448.97;63007
65P;2019-51;59785.24;62566.1;61170.4;63972.25;64326
65P;2019-52;60178.55;63002.48;61585.12;64430.55;62509
65P;2020-01;60506.27;63367.8;61931.52;64815;64773
65P;2020-02;60763.06;63655.24;62203.55;65118.05;67073
65P;2020-03;60944.66;63859.51;62396.41;65333.87;65682
65P;2020-04;61048.25;63976.7;62506.76;65457.99;64899
65P;2020-05;61072.14;64004.83;62532.75;65488.29;66551
65P;2020-06;61016.07;63943.62;62474.13;65424.45;64065
65P;2020-07;60881.36;63794.3;62332.16;65267.7;64424
65P;2020-08;60670.39;63560.19;62109.69;65021.8;61857
65P;2020-09;60386.82;63246.18;61810.99;64692.31;62968
65P;2020-10;60035.78;62858.36;61441.67;64285.78;63364
65P;2020-11;59623.21;62404.33;61008.49;63810.66;64984
65P;2020-12;59156.08;61892.71;60519.24;63276.42;71487
65P;2020-13;58642.09;61332.94;59982.49;62693.39;83241
65P;2020-14;58089.54;60735.03;59407.38;62072.42;94354
65P;2020-15;57507.26;60109.31;58803.48;61424.66;92563
65P;2020-16;56904.29;59466.2;58180.54;60761.18;82450
65P;2020-17;56289.84;58815.94;57548.27;60092.79;73113
65P;2020-18;55673.15;58168.49;56916.26;59429.77;65681
65P;2020-19;55063.24;57533.29;56293.75;58781.79;61889
65P;2020-20;54468.97;56919.12;55689.55;58157.61;57568
65P;2020-21;53898.66;56334.21;55111.95;57565.37;57010
65P;2020-22;53360.29;55785.81;54568.56;57011.99;54480
65P;2020-23;52861.07;55280.66;54066.36;56503.93;54318
65P;2020-24;52407.7;54824.56;53611.59;56046.55;52838
65P;2020-25;52006.1;54422.52;53209.73;55644.38;52567
65P;2020-26;51661.35;54078.96;52865.55;55301.51;55063
65P;2020-27;51377.89;53797.43;52583.02;55021.04;52890
65P;2020-28;51159.17;53580.93;52365.38;54805.74;52310
65P;2020-29;51008.01;53431.61;52215.12;54657.4;53141
65P;2020-30;50926.28;53351.08;52133.98;54577.5;53744
65P;2020-31;50915.13;53340.24;52122.98;54566.83;55921
65P;2020-32;50974.82;53399.39;52182.41;54625.68;55487
65P;2020-33;51104.88;53528.09;52311.81;54753.66;60091
65P;2020-34;51303.94;53725.37;52510;54949.97;54961
65P;2020-35;51569.86;53989.49;52775.05;55213.11;53586
65P;2020-36;51899.6;54318.09;53104.25;55541.03;54033
65P;2020-37;52289.4;54708.02;53494.15;55930.94;55579
65P;2020-38;52734.59;55155.49;53940.51;56379.46;57071
65P;2020-39;53229.69;55655.9;54438.29;56882.45;56000
65P;2020-40;53768.48;56203.87;54981.68;57434.98;58141
65P;2020-41;54343.99;56793.18;55564.09;58031.21;58414
65P;2020-42;54948.59;57416.89;56178.22;58664.52;60267
65P;2020-43;55574.07;58067.17;56816.06;59327.34;65470
65P;2020-44;56211.68;58735.51;57468.98;60011.21;69245
65P;2020-45;56852.38;59412.64;58127.81;60706.8;72536
65P;2020-46;57486.89;60088.74;58783.01;61403.99;74563
65P;2020-47;58105.8;60753.54;59424.75;62092.08;74291
65P;2020-48;58699.78;61396.49;60043.09;62759.92;74905
65P;2020-49;59259.7;62007.02;60628.17;63396.16;76777
65P;2020-50;59776.84;62574.72;61170.45;63989.58;78259
65P;2020-51;60242.99;63089.64;61660.83;64529.31;78634
65P;2020-52;60650.68;63542.55;62091;65005.24;78886
65P;2020-53;60993.25;63925.15;62453.47;65408.21;80410
65P;2021-01;61265.14;64230.35;62741.91;65730.38;82680
65P;2021-02;61461.89;64452.47;62951.26;65965.42;85553
65P;2021-03;61580.29;64587.39;63077.87;66108.76;87342
65P;2021-04;61618.49;64632.68;63119.59;66157.68;82870
65P;2021-05;61576;64587.7;63075.86;66111.43;76828
65P;2021-06;61453.76;64453.56;62947.71;65971.24;72220
65P;2021-07;61254.02;64233.2;62737.72;65740.39;69839
65P;2021-08;60980.39;63931.07;62449.92;65423.74;64800
65P;2021-09;60637.62;63553.32;62089.77;65028.2;62329
65P;2021-10;60231.67;63107.26;61663.87;64561.73;62745
65P;2021-11;59769.37;62601.39;61179.92;64033.71;62297
65P;2021-12;59258.4;62045.1;60646.41;63454.37;62104
65P;2021-13;58707.08;61448.37;60072.51;62834.57;62654
65P;2021-14;58124.14;60821.66;59467.8;62185.65;62090
65P;2021-15;57518.79;60175.37;58842.08;61518.59;61527
65P;2021-16;56900.27;59519.94;58205.19;60844.43;61463
65P;2021-17;56277.92;58865.42;57566.82;60173.63;60318
65P;2021-18;55660.88;58221.48;56936.38;59516.1;60283
65P;2021-19;55058.08;57597.13;56322.84;58880.9;57567
65P;2021-20;54478.09;57000.75;55734.66;58276.28;55932
65P;2021-21;53928.91;56439.93;55179.66;57709.65;54926
65P;2021-22;53418.05;55921.49;54664.99;57187.46;55662
65P;2021-23;52952.27;55451.5;54197.08;56715.45;54580
65P;2021-24;52537.67;55035.25;53781.63;56298.47;56341
65P;2021-25;52179.56;54677.26;53423.55;55940.63;54154
65P;2021-26;51882.47;54381.32;53127;55645.37;54876
65P;2021-27;51650.11;54150.52;52895.39;55415.43;54747
65P;2021-28;51485.39;53987.24;52731.36;55252.92;55759
65P;2021-29;51390.36;53893.19;52636.81;55159.4;57776
65P;2021-30;51366.3;53869.43;52612.9;55135.8;56773
65P;2021-31;51413.67;53916.35;52660.06;55182.49;57640
65P;2021-32;51532.08;54033.7;52777.95;55299.26;58812
65P;2021-33;51720.32;54220.54;52965.51;55485.33;58074
65P;2021-34;51976.38;54475.29;53220.95;55739.34;56913
65P;2021-35;52297.41;54795.64;53541.67;56059.25;57444
65P;2021-36;52679.67;55178.61;53924.31;56442.48;60716
65P;2021-37;53118.67;55620.43;54364.75;56885.63;57910
65P;2021-38;53609.02;56116.61;54858.04;57384.66;57296
65P;2021-39;54144.63;56661.86;55398.47;57934.7;58661
65P;2021-40;54718.57;57250.06;55979.55;58530.04;58903
65P;2021-41;55323.27;57874.28;56593.99;59164.09;60996
65P;2021-42;55950.57;58526.82;57233.86;59829.37;62681
65P;2021-43;56591.75;59199.15;57890.56;60517.46;65072
65P;2021-44;57237.76;59882.07;58554.94;61219.08;65196
65P;2021-45;57879.25;60565.75;59217.42;61924.16;67683.44
65P;2021-46;58506.73;61239.89;59868.11;62621.99;69153.46
65P;2021-47;59110.79;61893.91;60497.01;63301.39;71634.03
65P;2021-48;59682.15;62517.09;61094.14;63950.92;75173.02
65P;2021-49;60211.92;63098.93;61649.79;64559.25;74999.9
65P;2021-50;60691.7;63629.28;62154.71;65115.34;72897.86
65P;2021-51;61113.79;64098.67;62600.3;65608.81;73262.5
65P;2021-52;61471.34;64498.57;62978.89;66030.28;73376.48
65P;2022-01;61758.49;64821.58;63283.86;66371.57;71173.28
65P;2022-02;61970.55;65061.72;63509.86;66626.01;70617.82
65P;2022-03;62104.01;65214.51;63652.93;66788.66;70749.02
65P;2022-04;62156.8;65277.21;63710.64;66856.42;72599.09
65P;2022-05;62128.14;65248.84;63682.12;66828.2;73189.33
65P;2022-06;62018.73;65130.2;63568.12;66704.87;70495.19
65P;2022-07;61830.63;64923.87;63370.96;66489.26;70078.97
65P;2022-08;61567.23;64634.14;63094.48;66186.14;66781.17
65P;2022-09;61233.16;64266.84;62743.89;65801.91;66401.44
65P;2022-10;60834.22;63829.16;62325.69;65344.52;67173.17
65P;2022-11;60377.15;63329.47;61847.44;64823.15;67189.03
65P;2022-12;59869.57;62777.07;61317.58;64247.97;67290.69
65P;2022-13;59319.79;62181.97;60745.26;63629.82;67561.3
65P;2022-14;58736.63;61554.53;60140.08;62979.91;68158.96
65P;2022-15;58129.24;60905.35;59511.9;62309.5;66519.79
65P;2022-16;57506.99;60244.92;58870.65;61629.72;63630.49
65P;2022-17;56879.28;59583.5;58226.16;60951.23;62508.17
65P;2022-18;56255.39;58930.9;57587.97;60284.12;61238.63
65P;2022-19;55644.24;58296.53;56965.24;59638.03;60787.31
65P;2022-20;55054.94;57688.5;56366.59;59020.58;59687.68
65P;2022-21;54495.24;57115.07;55800.03;58440.28;56289.06
65P;2022-22;53972.85;56583.23;55272.91;57903.75;58089.51
65P;2022-23;53494.82;56099.2;54791.85;57416.78;57409.23
65P;2022-24;53067.36;55668.48;54362.74;56984.51;60170.76
65P;2022-25;52695.95;55295.81;53990.67;56611.3;59355.42
65P;2022-26;52385.28;54985.17;53679.98;56300.77;59007.43
65P;2022-27;52139.22;54739.81;53434.24;56055.84;60036.95
65P;2022-28;51960.86;54562.27;53256.27;55878.78;63442.7
65P;2022-29;51852.4;54454.46;53148.12;55771.32;68036.36
65P;2022-30;51815.28;54417.51;53111.08;55734.48;63934.24
65P;2022-31;51850.08;54451.98;53145.72;55768.77;62342.79
65P;2022-32;51956.58;54557.72;53251.85;55874.08;62895.04
65P;2022-33;52133.71;54733.91;53428.53;56049.74;60663.27
65P;2022-34;52379.58;54979.07;53674.08;56294.47;58206.26
65P;2022-35;52691.48;55291;53986.03;56606.33;56383.95
65P;2022-36;53065.83;55666.82;54361.14;56982.78;57042.48
65P;2022-37;53498.21;56102.83;54795.36;57420.54;56638.09
65P;2022-38;53983.39;56594.63;55283.87;57915.59;58808.73
65P;2022-39;54515.35;57137.02;55821.06;58463.17;62347.01
65P;2022-40;55087.26;57723.95;56400.47;59057.62;63937.08
65P;2022-41;55691.65;58348.57;57014.95;59692.42;64836.9
65P;2022-42;56320.36;59003.19;57656.57;60360.13;62307.8
65P;2022-43;56964.73;59679.38;58316.79;61052.43;55754.91
85P;2016-45;25842.9;27250.3;26543.49;27963.27;27340
85P;2016-46;26206.05;27638.6;26919.15;28364.35;28078
85P;2016-47;26558.48;28018.07;27285.02;28757.57;27894
85P;2016-48;26894.73;28382.45;27635.25;29136.25;27904
85P;2016-49;27209.47;28725.46;27964.04;29493.66;29243
85P;2016-50;27497.57;29040.99;28265.77;29823.18;30127
85P;2016-51;27754.25;29323.25;28535.16;30118.47;31786
85P;2016-52;27975.2;29566.89;28767.38;30373.68;34917
85P;2017-01;28156.65;29767.24;28958.22;30583.67;38776
85P;2017-02;28295.49;29920.4;29104.16;30744.12;40491
85P;2017-03;28389.35;30023.39;29202.56;30851.77;38718
85P;2017-04;28436.66;30074.24;29251.63;30904.42;38709
85P;2017-05;28436.7;30072.07;29250.58;30901.12;38414
85P;2017-06;28389.62;30017.11;29199.58;30842.13;35789
85P;2017-07;28296.42;29910.67;29099.81;30728.92;34593
85P;2017-08;28158.93;29755.13;28953.36;30564.16;33005
85P;2017-09;27979.79;29553.79;28763.2;30351.5;31301
85P;2017-10;27762.22;29310.96;28533.09;30095.77;29466
85P;2017-11;27510.25;29031.44;28267.43;29802.21;28049
85P;2017-12;27228.27;28720.77;27971.2;29476.91;27063
85P;2017-13;26921.13;28384.82;27649.75;29126.3;26961
85P;2017-14;26593.98;28029.74;27308.71;28757.01;26195
85P;2017-15;26252.16;27661.71;26953.87;28375.64;26051
85P;2017-16;25901.12;27286.88;26590.99;27988.74;25501
85P;2017-17;25546.28;26911.18;26225.77;27602.46;26636
85P;2017-18;25193;26540.26;25863.7;27222.61;26236
85P;2017-19;24846.45;26179.36;25510.01;26854.47;25678
85P;2017-20;24511.67;25833.24;25169.56;26502.65;25533
85P;2017-21;24192.98;25506.56;24846.88;26171.98;25169
85P;2017-22;23894.82;25203.06;24546.04;25865.85;24458
85P;2017-23;23621.37;24925.88;24270.7;25586.85;23560
85P;2017-24;23375.66;24678.42;24024.1;25338.58;24544
85P;2017-25;23160.9;24463.05;23809.01;25122.98;25310
85P;2017-26;22979.61;24281.98;23627.8;24942.08;23711
85P;2017-27;22833.95;24136.93;23482.43;24797.4;24284
85P;2017-28;22725.6;24029.31;23374.43;24690.2;23332
85P;2017-29;22655.85;23960.16;23304.96;24621.39;23808
85P;2017-30;22625.53;23930.19;23274.82;24591.61;23472
85P;2017-31;22635.09;23939.78;23284.39;24601.2;24569
85P;2017-32;22684.56;23988.96;23333.72;24650.22;24287
85P;2017-33;22773.53;24077.47;23422.48;24738.46;23980
85P;2017-34;22901.22;24204.68;23549.94;24865.37;24188
85P;2017-35;23066.21;24369.78;23715.01;25030.47;23722
85P;2017-36;23267.29;24570.97;23916.17;25231.65;22967
85P;2017-37;23501.87;24806.99;24151.49;25468.31;23689
85P;2017-38;23767.52;25075.52;24418.6;25738.23;24582
85P;2017-39;24061.19;25373.99;24714.68;26039.06;25277
