group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
65P;2021-31;53469.77;55884.2;54672.54;57104.68;59727.19
65P;2021-32;53594.69;56009.36;54797.59;57229.94;60988.85
65P;2021-33;53792.42;56207.05;54995.32;57427.55;60267.13
65P;2021-34;54060.84;56475.52;55263.78;57695.99;59159.69
65P;2021-35;54397;56812.35;55600.3;58033.08;59681.67
65P;2021-36;54797.1;57214.29;56001.35;58435.87;62822.31
65P;2021-37;55256.4;57677.41;56462.58;58900.83;60162.33
65P;2021-38;55769.42;58196.91;56978.85;59423.53;59392.85
65P;2021-39;56329.47;58767.53;57544.19;59999.42;60779.34
65P;2021-40;56930.02;59382.23;58151.82;60621.21;61013.85
65P;2021-41;57563.01;60033.96;58794.16;61282.36;63058.87
65P;2021-42;58219.93;60714.66;59462.93;61975.04;64910.77
65P;2021-43;58891.91;61415.25;60149.17;62690.09;67258.06
65P;2021-44;59569.04;62126.64;60843.36;63418.82;67427.05
65P;2021-45;60242.04;62838.09;61535.5;64149.74;70034.1
65P;2021-46;60900.73;63539.2;62215.3;64872.36;71298.25
65P;2021-47;61535.17;64219.05;62872.34;65575.25;73846.79
65P;2021-48;62135.71;64866.5;63496.21;66246.5;77552.98
65P;2021-49;62692.96;65470.66;64076.8;66874.5;77380.18
65P;2021-50;63198.07;66021.09;64604.44;67447.95;75235.78
65P;2021-51;63642.88;66508.03;65070.2;67956.3;75613.86
65P;2021-52;64020.14;66922.66;65466.04;68389.93;75714.57
65P;2022-01;64323.17;67257.81;65785.03;68741.42;73568.87
65P;2022-02;64549.62;67504.62;66021.61;68998.57;73025.74
65P;2022-03;64690.66;67663.68;66171.6;69166.81;73233.98
65P;2022-04;64748;67728.11;66232.47;69234.85;75092.32
65P;2022-05;64719.92;67697.84;66203.3;69203.46;75897.32
65P;2022-06;64606.82;67573.93;66084.82;69074.05;73171.3
65P;2022-07;64411.06;67358.89;65879.48;68849.21;72640.78
65P;2022-08;64135.86;67057.46;65591.24;68534.44;69397.94
65P;2022-09;63786.91;66674.87;65225.56;68134.76;68924.84
65P;2022-10;63369.5;66219.4;64789.22;67659.94;69370.06
65P;2022-11;62891.04;65699.43;64290.12;67118.89;69156.35
65P;2022-12;62359.57;65124.64;63737.1;66522.09;66594.02
65P;2022-13;61783.85;64505.34;63139.71;65880.68;58979.29
85P;2017-15;27234.13;28619.83;27924.11;29321.23;27069
85P;2017-16;26866.17;28229.64;27545.09;28919.76;26539
85P;2017-17;26494.46;27838.3;27163.61;28518.49;27665
85P;2017-18;26124.63;27451.73;26785.44;28123.46;27221
85P;2017-19;25762.08;27075.43;26416.03;27740.22;26627
85P;2017-20;25411.99;26714.44;26060.5;27373.76;26460
85P;2017-21;25079.16;26373.4;25723.57;27028.62;26114
85P;2017-22;24768.03;26056.4;25409.49;26708.71;25340
85P;2017-23;24482.62;25767.08;25122.12;26417.48;24437
85P;2017-24;24226.5;25508.59;24864.79;26157.86;25409
85P;2017-25;24002.79;25283.65;24640.44;25932.35;26269
85P;2017-26;23814.12;25094.51;24451.52;25743.04;24648
85P;2017-27;23662.7;24943.02;24300.05;25591.57;25260
85P;2017-28;23550.27;24830.69;24187.65;25479.32;24213
85P;2017-29;23478.11;24758.6;24115.52;25407.3;24707
85P;2017-30;23447.11;24727.48;24084.46;25376.13;24411
85P;2017-31;23457.7;24737.76;24094.89;25386.24;25432
85P;2017-32;23509.9;24789.45;24146.85;25437.65;25176
85P;2017-33;23603.3;24882.27;24239.97;25530.14;24882
85P;2017-34;23737.06;25015.56;24373.51;25663.14;25092
85P;2017-35;23909.9;25188.28;24546.32;25835.75;24620
85P;2017-36;24120.12;25399.02;24756.82;26046.69;23885
85P;2017-37;24365.49;25645.95;25002.99;26294.34;24584
85P;2017-38;24643.36;25926.81;25282.37;26576.64;25437
85P;2017-39;24950.58;26238.87;25592.03;26891.08;26222
85P;2017-40;25283.52;26578.95;25928.53;27234.71;26422
85P;2017-41;25638.16;26943.25;26288;27603.84;27155
85P;2017-42;26009.92;27327.62;26666.06;27994.57;26602
85P;2017-43;26393.94;27727.27;27057.86;28402.11;26596
85P;2017-44;26784.92;28136.98;27458.18;28821.3;26844
85P;2017-45;27177.48;28550.92;27861.38;29246.06;27460
85P;2017-46;27565.57;28963.34;28261.57;29670.81;28475
85P;2017-47;27943.66;29367.5;28652.63;30088.21;29028
85P;2017-48;28305.8;29756.96;29028.36;30491.56;29026
85P;2017-49;28646.25;30125.11;29382.58;30873.8;30770
85P;2017-50;28959.47;30465.47;29709.29;31227.97;31875
85P;2017-51;29240.24;30771.86;30002.8;31547.39;32773
85P;2017-52;29483.85;31038.55;30257.87;31825.83;34487
85P;2018-01;29686.1;31260.46;30469.89;32057.75;37337
85P;2018-02;29843.5;31433.31;30634.97;32238.47;36431
85P;2018-03;29953.35;31553.77;30750.09;32364.34;36138
85P;2018-04;30013.76;31619.54;30813.16;32432.83;35041
85P;2018-05;30023.78;31629.43;30823.12;32442.65;34427
85P;2018-06;29983.38;31583.45;30779.95;32393.82;34536
85P;2018-07;29893.45;31482.74;30684.66;32287.61;36072
85P;2018-08;29755.79;31329.55;30539.29;32126.52;36986
85P;2018-09;29573.05;31127.21;30346.81;31914.19;39166
85P;2018-10;29348.65;30879.95;30111.05;31655.28;39787
85P;2018-11;29086.68;30592.79;29836.57;31355.29;36538
85P;2018-12;28791.84;30271.39;29528.53;31020.39;34507
85P;2018-13;28469.25;29921.89;29192.56;30657.2;32925
85P;2018-14;28124.38;29550.69;28834.6;30272.62;31353
85P;2018-15;27762.95;29164.33;28460.77;29873.61;30121
85P;2018-16;27390.77;28769.32;28077.22;29467.01;28448
85P;2018-17;27013.65;28371.99;27690.04;29059.44;26937
85P;2018-18;26637.34;27978.37;27305.11;28657.07;26203
85P;2018-19;26267.39;27594.14;26928.04;28265.65;26304
85P;2018-20;25909.07;27224.55;26564.1;27890.39;25535
85P;2018-21;25567.37;26874.34;26218.14;27535.92;25875
85P;2018-22;25246.88;26547.77;25894.6;27206.34;25965
85P;2018-23;24951.75;26248.64;25597.46;26905.24;24877
85P;2018-24;24685.7;25980.23;25330.21;26635.72;24376
85P;2018-25;24451.99;25745.37;25095.9;26400.35;24940
85P;2018-26;24253.4;25546.45;24897.13;26201.32;25767
85P;2018-27;24092.25;25385.43;24736.03;26040.42;26123
85P;2018-28;23970.4;25263.89;24614.31;25919.09;24933
85P;2018-29;23889.24;25183.02;24533.29;25838.39;25739
85P;2018-30;23849.75;25143.64;24493.84;25799.08;26910
85P;2018-31;23852.45;25146.21;24496.48;25801.59;28277
85P;2018-32;23897.44;25190.87;24541.31;25846.05;27080
85P;2018-33;23984.39;25277.36;24628.05;25932.28;25093
85P;2018-34;24112.54;25405.1;24756.01;26059.78;25175
85P;2018-35;24280.66;25573.11;24924.09;26227.67;24452
85P;2018-36;24487.09;25780.04;25130.79;26434.78;24848
85P;2018-37;24729.68;26024.1;25374.14;26679.51;24697
85P;2018-38;25005.82;26303.09;25651.72;26959.88;25750
85P;2018-39;25312.4;26614.34;25960.65;27273.43;25071
85P;2018-40;25645.83;26954.68;26297.54;27617.2;26289
85P;2018-41;26002.07;27320.42;26658.53;27987.69;27121
85P;2018-42;26376.58;27707.4;27039.26;28380.95;26176
85P;2018-43;26764.5;28110.87;27434.93;28792.27;26363
85P;2018-44;27160.52;28525.59;27840.27;29216.44;27531
85P;2018-45;27559.11;28945.86;28249.64;29647.7;28078
85P;2018-46;27954.46;29365.55;28657.11;30079.74;27491
85P;2018-47;28340.67;29778.25;29056.49;30505.88;28034
85P;2018-48;28711.81;30177.28;29441.51;30919.08;28597
85P;2018-49;29060.95;30557.02;29805.86;31314.4;29217
85P;2018-50;29385.62;30907.61;30143.41;31678.15;29121
85P;2018-51;29677.26;31225.93;30448.32;32010.06;30691
85P;2018-52;29932.04;31505;30715.17;32301.5;30680
85P;2019-01;30145.61;31739.53;30939.14;32546.69;32914
85P;2019-02;30314.26;31925;31116.16;32740.73;34430
85P;2019-03;30435.11;32057.82;31242.95;32879.66;34631
85P;2019-04;30506.08;32135.47;31317.24;32960.7;34883
85P;2019-05;30526.02;32156.53;31337.74;32982.33;35106
85P;2019-06;30494.71;32120.76;31304.22;32944.28;35173
85P;2019-07;30412.88;32029.1;31217.51;32847.61;34037
85P;2019-08;30282.2;31883.65;31079.49;32694.63;34036
85P;2019-09;30105.18;31687.57;30893;32488.84;33670
85P;2019-10;29885.16;31444.99;30661.77;32234.77;32163
85P;2019-11;29626.17;31160.87;30390.29;31937.86;31488
85P;2019-12;29332.84;30840.86;30083.7;31604.26;30063
85P;2019-13;29010.32;30491.09;29747.63;31240.64;29187
85P;2019-14;28664.1;30118.02;29388.07;30853.93;29654
85P;2019-15;28299.94;29728.31;29011.19;30451.23;28609
85P;2019-16;27923.72;29328.55;28623.26;30039.54;28958
85P;2019-17;27541.38;28925.2;28230.46;29625.55;28854
85P;2019-18;27158.7;28524.53;27838.82;29215.77;27804
85P;2019-19;26781.44;28132.27;27454.09;28815.96;27453
85P;2019-20;26414.98;27753.92;27081.69;28431.62;27405
85P;2019-21;26064.44;27394.35;26726.64;28067.53;27104
85P;2019-22;25734.56;27058;26393.52;27727.97;26837
85P;2019-23;25429.67;26748.81;26086.46;27416.67;26433
85P;2019-24;25153.6;26470.22;25809.11;27136.88;26174
85P;2019-25;24909.78;26225.18;25564.66;26891.29;25904
85P;2019-26;24701.14;26016.19;25355.82;26682.19;27139
85P;2019-27;24530.09;25845.36;25184.86;26511.53;26203
85P;2019-28;24398.62;25714.33;25053.6;26380.77;25754
85P;2019-29;24308.26;25624.4;24963.44;26291.09;25510
85P;2019-30;24260.03;25576.5;24915.36;26243.37;28510
85P;2019-31;24254.58;25571.14;24909.96;26238.07;25572
85P;2019-32;24292.11;25608.52;24947.42;26275.36;25461
85P;2019-33;24372.34;25688.49;25027.53;26355.16;24950
85P;2019-34;24494.58;25810.49;25149.67;26477.01;25476
85P;2019-35;24657.69;25973.62;25312.8;26640.09;26538
85P;2019-36;24860.04;26176.58;25515.48;26843.3;24773
85P;2019-37;25099.56;26417.66;25755.8;27085.09;25413
85P;2019-38;25373.67;26694.68;26031.38;27363.51;25908
85P;2019-39;25679.32;27005.03;26339.4;27676.18;26686
85P;2019-40;26012.96;27345.58;26676.5;28020.17;26575
85P;2019-41;26370.56;27712.71;27038.86;28392.07;27726
85P;2019-42;26747.62;28102.24;27422.14;28787.87;27902
85P;2019-43;27139.24;28509.48;27821.55;29202.99;28061
85P;2019-44;27540.15;28929.18;28231.82;29632.19;28518
85P;2019-45;27944.71;29355.68;28647.3;30069.81;28869
85P;2019-46;28347.12;29782.8;29062.01;30509.45;29714
85P;2019-47;28741.41;30204.04;29469.7;30944.38;30593
85P;2019-48;29121.54;30612.7;29864.02;31367.54;30482
85P;2019-49;29481.53;31001.95;30238.56;31771.67;30661
85P;2019-50;29815.59;31365.05;30587.05;32149.54;31323
85P;2019-51;30118.21;31695.47;30903.48;32494.11;32251
85P;2019-52;30384.32;31987.11;31182.28;32798.75;31581
85P;2020-01;30609.38;32234.47;31418.42;33057.47;33253
85P;2020-02;30789.52;32432.81;31607.61;33265.08;34595
85P;2020-03;30921.62;32578.31;31746.36;33417.4;33782
85P;2020-04;31003.42;32668.17;31832.16;33511.37;32942
85P;2020-05;31033.57;32700.74;31863.52;33545.17;33830
85P;2020-06;31011.67;32675.55;31839.99;33518.3;32659
85P;2020-07;30938.28;32593.33;31762.21;33431.58;32684
85P;2020-08;30814.89;32456.01;31631.9;33287.15;31078
85P;2020-09;30643.93;32266.57;31451.76;33088.3;31734
85P;2020-10;30428.59;32029.04;31225.4;32839.46;32003
85P;2020-11;30172.87;31748.3;30957.25;32545.99;32612
85P;2020-12;29881.36;31429.97;30652.4;32214;35378
85P;2020-13;29559.18;31080.18;30316.5;31850.17;41115
85P;2020-14;29211.85;30705.47;29955.56;31461.54;48354
85P;2020-15;28845.17;30312.54;29575.82;31055.27;47963
85P;2020-16;28465.11;29908.12;29183.64;30638.49;43038
85P;2020-17;28077.67;29498.82;28785.32;30218.11;37727
85P;2020-18;27688.81;29091;28387.02;29800.7;33301
85P;2020-19;27304.33;28690.66;27994.64;29392.36;31138
85P;2020-20;26929.79;28303.39;27613.74;28998.68;28395
85P;2020-21;26570.45;27934.27;27249.52;28624.67;28583
85P;2020-22;26231.2;27587.92;26906.71;28274.79;26765
85P;2020-23;25916.51;27268.42;26589.6;27952.92;26492
85P;2020-24;25630.38;26979.35;26301.99;27662.44;25683
85P;2020-25;25376.37;26723.83;26047.2;27406.22;25552
85P;2020-26;25157.52;26504.49;25828.08;27186.71;26864
85P;2020-27;24976.41;26323.54;25647.03;27005.9;25742
85P;2020-28;24835.14;26182.74;25505.97;26865.39;25539
85P;2020-29;24735.34;26083.48;25406.43;26766.44;25849
85P;2020-30;24678.16;26026.76;25349.47;26709.98;26325
85P;2020-31;24664.54;26013;25335.78;26696.15;27689
85P;2020-32;24694.12;26043.08;25365.61;26726.48;27330
85P;2020-33;24767.35;26116.29;25438.84;26799.65;29675
85P;2020-34;24883.4;26232.36;25554.91;26915.69;27233
85P;2020-35;25041.19;26390.44;25712.87;27073.86;26157
85P;2020-36;25239.17;26589.29;25911.3;27273.09;26377
85P;2020-37;25475.32;26827.23;26148.36;27511.87;27181
85P;2020-38;25747.12;27102.17;26421.75;27788.33;28279
85P;2020-39;26051.57;27411.52;26728.66;28100.1;27059
85P;2020-40;26385.14;27752.22;27065.8;28444.34;28502
85P;2020-41;26743.84;28120.66;27429.37;28817.65;28654
85P;2020-42;27123.2;28512.71;27815.06;29216.09;29534
85P;2020-43;27518.33;28923.69;28218.09;29635.07;32543
85P;2020-44;27923.91;29348.39;28633.2;30069.44;34052
85P;2020-45;28334.34;29781.09;29054.71;30513.43;35963
85P;2020-46;28743.72;30215.63;29476.62;30960.73;36965
85P;2020-47;29146.02;30645.47;29892.61;31404.55;37020
85P;2020-48;29535.11;31063.82;30296.25;31837.75;37285
85P;2020-49;29904.92;31463.75;30681.03;32253.01;38329
85P;2020-50;30249.5;31838.38;31040.55;32642.93;39485
85P;2020-51;30563.21;32181.04;31368.65;33000.33;39635
85P;2020-52;30840.8;32485.44;31659.56;33318.38;39880
85P;2020-53;31077.55;32745.86;31908.07;33590.86;40708
85P;2021-01;31269.38;32957.34;32109.66;33812.34;42407
85P;2021-02;31412.99;33115.8;32260.65;33978.37;43918
85P;2021-03;31505.9;33218.2;32358.28;34085.61;44906
85P;2021-04;31546.57;33262.64;32400.82;34131.98;42707
85P;2021-05;31534.39;33248.43;32387.63;34116.72;38734
85P;2021-06;31469.76;33176.05;32319.15;34040.4;36151
85P;2021-07;31354.01;33047.24;32196.92;33904.92;34757
85P;2021-08;31189.42;32864.83;32023.48;33713.43;31908
85P;2021-09;30979.17;32632.67;31802.34;33470.11;30021
85P;2021-10;30726.98;32355.72;31537.84;33180.54;30516
85P;2021-11;30437.57;32039.38;31235.05;32850.49;30013
85P;2021-12;30116.01;31689.85;30899.59;32486.73;29820
85P;2021-13;29767.83;31313.7;30537.5;32096.37;29647
85P;2021-14;29398.87;30917.71;30155.11;31686.65;29601
85P;2021-15;29015.17;30508.73;29758.83;31264.83;29387.78
85P;2021-16;28622.82;30093.5;29355.09;30838;29322.44
85P;2021-17;28227.89;29678.54;28950.19;30412.9;28859.68
85P;2021-18;27836.31;29270.02;28550.16;29995.82;28719.09
85P;2021-19;27453.77;28873.7;28160.75;29592.56;27556.49
85P;2021-20;27085.67;28494.86;27787.29;29208.34;26666.97
85P;2021-21;26737.06;28138.27;27434.68;28847.77;26643.45
85P;2021-22;26412.54;27808.19;27107.37;28514.95;27028.73
85P;2021-23;26116.28;27508.39;26809.32;28213.42;26209.66
85P;2021-24;25851.96;27242.09;26543.99;27946.2;27464.87
85P;2021-25;25622.8;27012.08;26314.38;27715.85;26285.29
85P;2021-26;25431.47;26820.69;26123.01;27524.48;26616
85P;2021-27;25280.22;26669.8;25971.92;27373.83;26837.56
85P;2021-28;25170.78;26560.91;25862.73;27265.26;27127.47
85P;2021-29;25104.43;26495.09;25796.64;27199.74;28304.01
85P;2021-30;25081.97;26473.06;25774.39;27177.94;27624.65
85P;2021-31;25103.77;26495.17;25796.34;27200.2;28490.87
85P;2021-32;25169.72;26561.39;25862.43;27266.52;29351.01
85P;2021-33;25279.3;26671.3;25972.19;27376.58;28736.22
85P;2021-34;25431.49;26824.13;26124.72;27529.68;27836.03
85P;2021-35;25624.81;27018.69;26318.67;27724.8;27943.84
85P;2021-36;25857.29;27253.36;26552.27;27960.51;29723.61
85P;2021-37;26126.49;27526.08;26823.24;28234.96;28366.38
85P;2021-38;26429.44;27834.33;27128.85;28545.83;27904.29
85P;2021-39;26762.06;28175.7;27465.85;28891.56;28557.45
85P;2021-40;27121.72;28545.27;27830.46;29266.1;28791.97
85P;2021-41;27502.97;28939.97;28218.42;29667.56;29894.8
85P;2021-42;27900.11;29355.95;28624.95;30093.08;31144.37
85P;2021-43;28310.61;29785.21;29044.79;30531.81;32088.63
85P;2021-44;28727.28;30223.58;29472.26;30981.17;32270.73
85P;2021-45;29144.3;30664.77;29901.32;31434.62;33671.95
85P;2021-46;29554.47;31103.31;30325.6;31887.57;34054.37
85P;2021-47;29952.84;31531.06;30738.57;32330.24;34962.38
85P;2021-48;30332.46;31941.76;31133.64;32756.75;37111.77
85P;2021-49;30687.56;32328.13;31504.28;33159.03;37456.37
85P;2021-50;31012.54;32683.1;31844.17;33529.28;36216.74
85P;2021-51;31301.68;33000.53;32147.36;33861.11;36438.01
85P;2021-52;31551.31;33273.21;32408.45;34145.53;36587.09
85P;2022-01;31749.51;33503.74;32622.69;34392.59;36045.6
85P;2022-02;31910.01;33670.24;32786.19;34562.1;35920.9
85P;2022-03;31973.44;33827.16;32895.95;34767.01;36367.52
85P;2022-04;32065.51;33842.5;32950.01;34742.9;37323.06
85P;2022-05;32064.12;33838.88;32947.52;34738.15;37964.73
85P;2022-06;32007.69;33777.66;32888.71;34674.48;36502.41
85P;2022-07;31900.21;33657.48;32774.92;34547.82;36249.23
85P;2022-08;31448.78;33782.24;32608.55;34969.69;34221.91
85P;2022-09;31537.28;33256.32;32393;34127.17;34205.5
85P;2022-10;31287.35;32985.13;32132.5;33845.18;34145.72
85P;2022-11;31001.85;32669.61;31832.08;33514.35;34139.43
85P;2022-12;30681.14;32320.67;31497.35;33151.04;33246.06
85P;2022-13;30332.37;31943.31;31134.37;32759.15;28860.79
