group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
65P;2022-13;61742.75;64470.93;63101.92;65849.69;66648.92
65P;2022-14;61126.73;63812.42;62464.77;65169.63;59465.59
85P;2017-16;26861.7;28226.52;27541.3;28917.34;26522
85P;2017-17;26488.08;27833.28;27157.9;28514.16;27645
85P;2017-18;26116.35;27444.81;26777.84;28117.24;27201
85P;2017-19;25751.96;27066.66;26406.58;27732.15;26604
85P;2017-20;25400.09;26703.9;26049.28;27363.92;26452
85P;2017-21;25065.57;26361.17;25710.65;27017.09;26097
85P;2017-22;24752.85;26042.58;25394.99;26695.6;25318
85P;2017-23;24465.97;25751.79;25106.13;26402.88;24429
85P;2017-24;24208.5;25491.95;24847.46;26141.92;25384
85P;2017-25;23983.57;25265.79;24621.9;25915.2;26254
85P;2017-26;23793.83;25075.58;24431.91;25724.82;24629
85P;2017-27;23641.5;24923.18;24279.52;25572.43;25248
85P;2017-28;23528.31;24810.09;24166.36;25459.43;24190
85P;2017-29;23455.55;24737.39;24093.63;25386.79;24685
85P;2017-30;23424.12;24705.85;24062.14;25355.21;24385
85P;2017-31;23434.43;24715.87;24072.31;25365.06;25409
85P;2017-32;23486.54;24767.47;24124.17;25416.4;25152
85P;2017-33;23580.02;24860.39;24217.38;25508.98;24862
85P;2017-34;23714.04;24993.94;24351.19;25642.26;25068
85P;2017-35;23887.32;25167.12;24524.44;25815.32;24592
85P;2017-36;24098.15;25378.48;24735.55;26026.89;23868
85P;2017-37;24344.3;25626.22;24982.52;26275.35;24553
85P;2017-38;24623.13;25908.05;25262.87;26558.63;25422
85P;2017-39;24931.48;26221.24;25573.65;26874.21;26219
85P;2017-40;25265.69;26562.62;25911.45;27219.15;26409
85P;2017-41;25621.77;26928.33;26272.34;27589.69;27125
85P;2017-42;25995.07;27314.25;26651.94;27981.95;26575
85P;2017-43;26380.74;27715.55;27045.4;28391.14;26566
85P;2017-44;26773.46;28126.99;27447.44;28812.06;26831
85P;2017-45;27167.19;28543.34;27852.43;29239.88;27439
85P;2017-46;27557.7;28956.93;28254.43;29665.16;28442
85P;2017-47;27937.6;29362.89;28647.29;30084.35;29004
85P;2017-48;28301.5;29754.11;29024.77;30489.45;28999
85P;2017-49;28643.62;30123.94;29380.67;30873.37;30737
85P;2017-50;28958.39;30465.87;29708.94;31229.11;31863
85P;2017-51;29240.58;30773.68;30003.87;31549.97;32747
85P;2017-52;29485.42;31041.61;30260.18;31829.65;34456
85P;2018-01;29688.69;31264.56;30473.23;32062.62;37302
85P;2018-02;29846.89;31438.22;30639.11;32244.16;36401
85P;2018-03;29957.28;31559.24;30754.78;32370.6;36103
85P;2018-04;30017.97;31625.3;30818.15;32439.39;35014
85P;2018-05;30028.01;31635.23;30828.13;32449.25;34393
85P;2018-06;29987.36;31589;30784.71;32400.18;34508
85P;2018-07;29896.92;31487.78;30688.91;32293.46;36026
85P;2018-08;29758.5;31333.84;30542.78;32131.61;36942
85P;2018-09;29574.76;31130.5;30349.31;31918.28;39150
85P;2018-10;29349.17;30882.03;30112.35;31658.17;39754
85P;2018-11;29085.82;30593.48;29836.48;31356.78;36517
85P;2018-12;28789.44;30270.54;29526.89;31020.32;34488
85P;2018-13;28465.19;29919.35;29189.25;30655.44;32905
85P;2018-14;28118.57;29546.38;28829.53;30269.08;31322
85P;2018-15;27755.31;29158.18;28453.87;29868.22;30092
85P;2018-16;27381.28;28761.3;28068.46;29459.74;28414
85P;2018-17;27002.3;28362.07;27679.4;29050.27;26921
85P;2018-18;26624.15;27966.59;27292.62;28646.03;26178
85P;2018-19;26252.39;27580.54;26913.74;28252.77;26279
85P;2018-20;25892.34;27209.18;26548.04;27875.73;25508
85P;2018-21;25548.98;26857.29;26200.41;27519.56;25856
85P;2018-22;25226.93;26529.13;25875.3;27188.39;25936
85P;2018-23;24930.34;26228.52;25576.68;26885.79;24860
85P;2018-24;24662.96;25958.75;25308.09;26614.89;24359
85P;2018-25;24428.04;25722.67;25072.57;26378.29;24921
85P;2018-26;24228.38;25522.65;24872.71;26178.15;25747
85P;2018-27;24066.3;25360.69;24710.67;26016.31;26102
85P;2018-28;23943.67;25238.35;24588.17;25894.17;24913
85P;2018-29;23861.89;25156.84;24506.51;25812.83;25712
85P;2018-30;23821.92;25116.98;24466.6;25773.03;26888
85P;2018-31;23824.32;25119.25;24468.93;25775.24;28262
85P;2018-32;23869.17;25163.76;24513.62;25819.56;27070
85P;2018-33;23956.15;25250.29;24600.38;25905.82;25076
85P;2018-34;24084.49;25378.24;24728.54;26033.52;25168
85P;2018-35;24252.99;25546.62;24897.01;26201.8;24417
85P;2018-36;24459.96;25754.11;25104.25;26409.48;24819
85P;2018-37;24703.27;25998.9;25348.32;26654.94;24673
85P;2018-38;24980.29;26278.79;25626.8;26936.22;25723
85P;2018-39;25287.91;26591.1;25936.77;27250.83;25052
85P;2018-40;25622.53;26932.65;26274.87;27595.83;26272
85P;2018-41;25980.11;27299.74;26637.21;27967.69;27089
85P;2018-42;26356.09;27688.21;27019.41;28362.44;26156
85P;2018-43;26745.57;28093.27;27416.66;28775.35;26344
85P;2018-44;27143.26;28509.66;27823.66;29201.2;27515
85P;2018-45;27543.55;28931.66;28234.77;29634.2;28048
85P;2018-46;27940.65;29353.13;28643.99;30068.02;27477
85P;2018-47;28328.61;29767.58;29045.13;30495.93;28012
85P;2018-48;28701.46;30168.35;29431.86;30910.89;28583
85P;2018-49;29052.23;30549.77;29797.86;31307.9;29187
85P;2018-50;29378.43;30901.92;30136.97;31673.24;29093
85P;2018-51;29671.47;31221.68;30443.29;32006.6;30684
85P;2018-52;29927.48;31502.02;30711.39;32299.33;30654
85P;2019-01;30142.07;31737.62;30936.42;32545.62;32878
85P;2019-02;30311.54;31923.94;31114.26;32740.52;34397
85P;2019-03;30432.96;32057.37;31241.65;32880.08;34590
85P;2019-04;30504.25;32135.37;31316.27;32961.5;34837
85P;2019-05;30524.24;32156.52;31336.84;32983.22;35075
85P;2019-06;30492.74;32120.57;31303.13;32945.01;35142
85P;2019-07;30410.46;32028.48;31215.97;32847.91;34001
85P;2019-08;30279.08;31882.34;31077.26;32694.25;33994
85P;2019-09;30101.13;31685.33;30889.85;32487.53;33628
85P;2019-10;29879.98;31441.61;30657.48;32232.32;32119
85P;2019-11;29619.68;31156.17;30384.69;31934.08;31454
85P;2019-12;29324.88;30834.67;30076.62;31598.98;30037
85P;2019-13;29000.77;30483.27;29738.94;31233.71;29173
85P;2019-14;28652.87;30108.49;29377.67;30845.27;29627
85P;2019-15;28286.95;29716.98;28999.03;30440.76;28581
85P;2019-16;27908.94;29315.39;28609.28;30027.21;28933
85P;2019-17;27524.79;28910.19;28214.66;29611.34;28828
85P;2019-18;27140.33;28507.67;27821.2;29199.7;27779
85P;2019-19;26761.32;28113.62;27434.69;28798.06;27425
85P;2019-20;26393.16;27733.52;27060.57;28411.95;27382
85P;2019-21;26041;27372.27;26703.87;28046.15;27079
85P;2019-22;25709.59;27034.34;26369.19;27704.98;26818
85P;2019-23;25403.27;26723.66;26060.68;27392.17;26413
85P;2019-24;25125.9;26443.7;25781.99;27110.98;26154
85P;2019-25;24880.88;26197.42;25536.32;26864.12;25889
85P;2019-26;24671.16;25987.32;25326.39;26653.9;27116
85P;2019-27;24499.19;25815.51;25154.48;26482.23;26181
85P;2019-28;24366.92;25683.66;25022.4;26350.64;25741
85P;2019-29;24275.89;25593.08;24931.58;26260.32;25494
85P;2019-30;24227.19;25544.63;24883;26212.02;28490
85P;2019-31;24221.4;25538.91;24877.25;26206.34;25560
85P;2019-32;24258.74;25576.1;24914.52;26243.43;25438
85P;2019-33;24338.94;25656.04;24994.6;26323.21;24928
85P;2019-34;24461.32;25778.18;25116.87;26445.19;25459
85P;2019-35;24624.73;25941.62;25280.32;26608.59;26524
85P;2019-36;24827.56;26145.07;25483.48;26812.29;24754
85P;2019-37;25067.71;26386.8;25724.44;27054.75;25404
85P;2019-38;25342.63;26664.65;26000.84;27334.01;25887
85P;2019-39;25649.24;26975.98;26309.82;27647.67;26671
85P;2019-40;25983.99;27317.68;26648.05;27992.82;26554
85P;2019-41;26342.83;27686.09;27011.68;28366.02;27716
85P;2019-42;26721.27;28077.03;27396.36;28763.25;27900
85P;2019-43;27114.38;28485.79;27797.27;29179.91;28039
85P;2019-44;27516.87;28907.11;28209.13;29610.75;28504
85P;2019-45;27923.06;29335.3;28626.28;30050.08;28858
85P;2019-46;28327.15;29764.14;29042.68;30491.48;29692
85P;2019-47;28723.11;30187.12;29452.08;30928.16;30569
85P;2019-48;29104.9;30597.49;29848.08;31353.06;30447
85P;2019-49;29466.48;30988.4;30224.24;31758.88;30647
85P;2019-50;29802.03;31353.06;30574.27;32138.35;31310
85P;2019-51;30106.03;31684.92;30892.11;32484.4;32224
85P;2019-52;30373.35;31977.85;31172.16;32790.36;31561
85P;2020-01;30599.45;32226.31;31409.37;33050.22;33219
85P;2020-02;30780.41;32425.54;31599.4;33258.75;34565
85P;2020-03;30913.1;32571.69;31738.78;33411.75;33741
85P;2020-04;30995.25;32661.96;31824.97;33506.16;32909
85P;2020-05;31025.5;32694.68;31856.45;33540.13;33805
85P;2020-06;31003.45;32669.38;31832.78;33513.17;32631
85P;2020-07;30929.67;32586.79;31754.62;33426.1;32645
85P;2020-08;30805.64;32448.85;31623.69;33281.07;31052
85P;2020-09;30633.82;32258.55;31442.69;33081.35;31707
85P;2020-10;30417.42;32019.95;31215.26;32831.45;31977
85P;2020-11;30160.46;31737.96;30945.86;32536.71;32581
85P;2020-12;29867.55;31418.2;30639.6;32203.28;35336
85P;2020-13;29543.85;31066.85;30302.16;31837.87;41088
85P;2020-14;29194.91;30690.47;29939.58;31447.54;48321
85P;2020-15;28826.55;30295.8;29558.13;31039.5;47947
85P;2020-16;28444.76;29889.58;29164.19;30620.89;43010
85P;2020-17;28055.58;29478.47;28764.09;30198.66;37702
85P;2020-18;27664.99;29068.84;28364.02;29779.4;33283
85P;2020-19;27278.82;28666.73;27969.9;29369.24;31114
85P;2020-20;26902.63;28277.72;27587.32;28973.78;28373
85P;2020-21;26541.72;27906.95;27221.48;28598.07;28565
85P;2020-22;26200.97;27559.01;26877.13;28246.56;26737
85P;2020-23;25884.88;27238.03;26558.58;27923.17;26472
85P;2020-24;25597.46;26947.59;26269.63;27631.28;25659
85P;2020-25;25342.27;26690.81;26013.62;27373.76;25530
85P;2020-26;25122.36;26470.34;25793.41;27153.09;26844
85P;2020-27;24940.32;26288.39;25611.4;26971.25;25710
85P;2020-28;24798.24;26146.73;25469.51;26829.85;25517
85P;2020-29;24697.78;26046.76;25369.28;26730.16;25830
85P;2020-30;24640.08;25989.48;25311.78;26673.11;26304
85P;2020-31;24626.08;25975.31;25297.7;26658.86;27672
85P;2020-32;24655.44;26005.14;25327.29;26688.94;27306
85P;2020-33;24728.59;26078.26;25400.44;26762.01;29649
85P;2020-34;24844.72;26194.41;25516.59;26878.12;27203
85P;2020-35;25002.75;26352.73;25674.79;27036.55;26132
85P;2020-36;25201.14;26551.99;25873.63;27236.19;26355
85P;2020-37;25437.84;26790.52;26111.26;27475.57;27162
85P;2020-38;25710.37;27066.2;26385.38;27752.78;28251
85P;2020-39;26015.68;27376.47;26693.18;28065.48;27037
85P;2020-40;26350.27;27718.23;27031.36;28410.81;28475
85P;2020-41;26710.13;28087.87;27396.12;28785.36;28630
85P;2020-42;27090.78;28481.26;27783.12;29185.16;29520
85P;2020-43;27487.3;28893.71;28187.58;29605.63;32517
85P;2020-44;27894.38;29319.97;28604.21;30041.59;34031
85P;2020-45;28306.36;29754.3;29027.32;30487.25;35936
85P;2020-46;28717.34;30190.52;29450.86;30936.27;36941
85P;2020-47;29121.25;30622.05;29868.51;31381.83;36990
85P;2020-48;29511.93;31042.08;30273.78;31816.77;37251
85P;2020-49;29883.28;31443.65;30660.15;32233.71;38304
85P;2020-50;30229.32;31819.84;31021.18;32625.24;39448
85P;2020-51;30544.37;32163.95;31350.67;32984.13;39588
85P;2020-52;30823.16;32469.65;31642.84;33303.54;39830
85P;2020-53;31060.93;32731.2;31892.42;33577.2;40670
85P;2021-01;31253.6;32943.59;32094.89;33799.65;42372
85P;2021-02;31397.82;33102.75;32246.53;33966.42;43886
85P;2021-03;31491.11;33205.61;32344.58;34074.16;44865
85P;2021-04;31531.92;33250.27;32387.29;34120.77;42676
85P;2021-05;31519.64;33236;32374.03;34105.49;38700
85P;2021-06;31454.66;33163.33;32305.23;34028.89;36118
85P;2021-07;31338.34;33033.96;32182.43;33892.88;34720
85P;2021-08;31172.95;32850.77;32008.2;33700.61;31863
85P;2021-09;30961.65;32617.67;31786.06;33456.4;29995
85P;2021-10;30708.34;32339.46;31520.39;33165.52;30488
85P;2021-11;30417.61;32021.77;31216.25;32834.09;29987
85P;2021-12;30094.6;31670.74;30879.32;32468.81;29795
85P;2021-13;29744.88;31292.98;30515.66;32076.8;29621
85P;2021-14;29374.31;30895.3;30131.61;31665.34;29578
85P;2021-15;28988.96;30484.57;29733.63;31241.73;29361
85P;2021-16;28594.94;30067.57;29328.17;30813.08;29303.3
85P;2021-17;28198.34;29650.84;28921.55;30386.15;28835.18
85P;2021-18;27805.12;29240.56;28519.83;29967.26;28695.51
85P;2021-19;27421;28842.53;28128.77;29562.23;27526.93
85P;2021-20;27051.38;28462.03;27753.72;29176.27;26644.41
85P;2021-21;26701.3;28103.88;27399.6;28814.1;26614.97
85P;2021-22;26375.42;27772.33;27070.87;28479.74;27005.3
85P;2021-23;26077.9;27471.14;26771.5;28176.77;26188.12
85P;2021-24;25812.42;27203.58;26504.96;27908.23;27445
85P;2021-25;25582.2;26972.43;26274.25;27676.68;26263.74
85P;2021-26;25389.96;26780.02;26081.9;27484.26;26584.18
85P;2021-27;25237.9;26628.25;25929.97;27332.68;26821.69
85P;2021-28;25127.78;26518.6;25820.07;27223.33;27100.63
85P;2021-29;25060.88;26452.18;25753.4;27157.17;28282.11
85P;2021-30;25038.01;26429.7;25730.72;27134.89;27603.4
85P;2021-31;25059.54;26451.51;25752.39;27156.84;28464.99
85P;2021-32;25125.38;26517.57;25818.35;27223;29311.97
85P;2021-33;25234.98;26627.5;25928.13;27333.06;28711.69
85P;2021-34;25387.35;26780.51;26080.83;27486.34;27821.02
85P;2021-35;25580.99;26975.41;26275.12;27681.81;27930.82
85P;2021-36;25813.96;27210.58;26509.21;27918.04;29703.11
85P;2021-37;26083.79;27483.98;26780.84;28193.17;28337.57
85P;2021-38;26387.53;27793.06;27087.26;28504.89;27879.9
85P;2021-39;26721.69;28134.79;27425.21;28850.39;28528.77
85P;2021-40;27081.75;28506.18;27790.92;29227.46;28769.63
85P;2021-41;27464.26;28902.07;28180.11;29630.1;29875.64
85P;2021-42;27862.69;29319.46;28587.98;30057.06;31117.13
85P;2021-43;28273.71;29751.1;29009.27;30499.15;32070.23
85P;2021-44;28691.1;30191.8;29438.26;30951.66;32255.34
85P;2021-45;29111.2;30633.02;29868.88;31403.57;33656.94
85P;2021-46;29522.89;31073.24;30294.76;31858.28;34024.1
85P;2021-47;29922.98;31502.44;30709.32;32302.27;34931.2
85P;2021-48;30304.21;31914.64;31105.95;32730.21;37007.27
85P;2021-49;30660.44;32302.83;31478.06;33134.68;37426.29
85P;2021-50;30986.74;32659.25;31819.33;33506.43;36184.05
85P;2021-51;31277.13;32977.9;32123.76;33839.48;36397.41
85P;2021-52;31527.73;33251.77;32385.93;34125.2;36559.25
85P;2022-01;31726.53;33483.5;32601.07;34373.75;36025.26
85P;2022-02;31887.96;33650.43;32765.24;34543.44;35892.05
85P;2022-03;31992.56;33766.33;32875.45;34665.1;36339.71
85P;2022-04;32022.5;33845.39;32929.74;34769.37;37277.73
85P;2022-05;32042.53;33819.91;32927.22;34720.52;37922.06
85P;2022-06;31985.78;33758.47;32868.14;34656.69;36414.69
85P;2022-07;31877.8;33637.79;32753.85;34529.54;36177.86
85P;2022-08;31691.66;33440.31;32562.07;34326.3;35168.28
85P;2022-09;31513.21;33234.99;32370.28;34107.26;34158.69
85P;2022-10;31248.16;32976.96;32108.68;33852.93;34136.45
85P;2022-11;30975.54;32645.75;31806.99;33491.76;34261.63
85P;2022-12;30652.93;32295.93;31470.85;33128.08;34237.23
85P;2022-13;30303.1;31916.6;31106.36;32733.76;33030.1
85P;2022-14;29930.56;31516.1;30719.92;32319.05;29342
