group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
45to64;2020-28;8016.64;8455.75;8235.22;8678.21;8260
45to64;2020-29;8013.6;8453.73;8232.68;8676.72;8291
45to64;2020-30;8013.83;8454.68;8233.27;8678.04;8390
45to64;2020-31;8017.32;8458.55;8236.95;8682.1;8570
45to64;2020-32;8024.03;8465.25;8243.66;8688.8;8522
45to64;2020-33;8033.82;8474.7;8253.28;8698.07;9002
45to64;2020-34;8046.52;8486.79;8265.68;8709.84;8324
45to64;2020-35;8061.93;8501.37;8280.67;8723.98;8244
45to64;2020-36;8079.76;8518.29;8298.06;8740.44;8369
45to64;2020-37;8099.73;8537.38;8317.59;8759.06;8472
45to64;2020-38;8121.44;8558.49;8339.01;8779.86;8627
45to64;2020-39;8144.53;8581.38;8362.01;8802.65;8525
45to64;2020-40;8168.7;8605.72;8386.26;8827.06;8724
45to64;2020-41;8193.44;8631.34;8411.44;8853.13;8847
45to64;2020-42;8218.36;8657.9;8437.18;8880.52;8871
45to64;2020-43;8243.08;8685.05;8463.1;8908.91;9269
45to64;2020-44;8267.19;8712.42;8488.84;8937.94;9340
45to64;2020-45;8290.34;8739.61;8513.99;8967.2;9526
45to64;2020-46;8312.17;8766.19;8538.17;8996.2;9752
45to64;2020-47;8332.38;8791.71;8561.02;9024.45;9669
45to64;2020-48;8350.69;8815.73;8582.16;9051.39;10038
45to64;2020-49;8366.86;8837.8;8601.25;9076.47;9878
45to64;2020-50;8380.67;8857.48;8617.98;9099.17;10150
45to64;2020-51;8391.95;8874.39;8632.05;9118.96;9813
45to64;2020-52;8400.57;8888.15;8643.22;9135.36;10054
45to64;2020-53;8406.41;8898.47;8651.28;9147.98;10186
45to64;2021-01;8409.41;8905.1;8656.07;9156.46;10650
45to64;2021-02;8409.53;8907.85;8657.5;9160.58;10806
45to64;2021-03;8406.77;8906.64;8655.5;9160.16;10850
45to64;2021-04;8401.17;8901.43;8650.09;9155.15;10389
45to64;2021-05;8392.79;8892.28;8641.33;9145.62;10131
45to64;2021-06;8381.73;8879.34;8629.34;9131.7;9913
45to64;2021-07;8368.13;8862.8;8614.28;9113.67;9747
45to64;2021-08;8352.14;8842.97;8596.39;9091.86;9270
45to64;2021-09;8333.96;8820.18;8575.92;9066.71;9096
45to64;2021-10;8313.81;8794.85;8553.2;9038.72;9329
45to64;2021-11;8291.92;8767.41;8528.56;9008.45;9156
45to64;2021-12;8268.56;8738.36;8502.38;8976.49;9313
45to64;2021-13;8244;8708.2;8475.04;8943.46;9408
45to64;2021-14;8218.55;8677.44;8446.96;8909.98;9356.15
45to64;2021-15;8192.54;8646.58;8418.54;8876.64;9492.47
45to64;2021-16;8166.28;8616.12;8390.19;8844.05;9463.45
45to64;2021-17;8140.13;8586.5;8362.32;8812.65;9399.6
45to64;2021-18;8114.43;8558.16;8335.31;8782.96;9236.58
45to64;2021-19;8089.57;8531.47;8309.54;8755.34;8922.59
45to64;2021-20;8065.89;8506.74;8285.34;8730.08;8706.01
45to64;2021-21;8043.72;8484.29;8263.02;8707.49;8638.65
45to64;2021-22;8023.43;8464.31;8242.89;8687.69;8738.11
45to64;2021-23;8005.32;8447;8225.17;8670.79;8555.02
45to64;2021-24;7989.68;8432.5;8210.1;8656.89;8562.39
45to64;2021-25;7976.75;8420.9;8197.83;8645.97;8552.56
45to64;2021-26;7966.75;8412.27;8188.5;8638.04;8748.95
45to64;2021-27;7959.84;8406.64;8182.22;8633.07;8488.88
45to64;2021-28;7956.11;8404;8179.03;8630.99;8597.98
45to64;2021-29;7955.67;8404.3;8178.96;8631.67;8796.76
45to64;2021-30;7958.42;8407.59;8181.98;8635.24;8618.68
45to64;2021-31;7964.4;8413.7;8188.03;8641.42;8835.24
45to64;2021-32;7973.49;8422.59;8197.01;8650.19;8813.12
45to64;2021-33;7985.5;8434.13;8208.79;8661.48;8847.31
45to64;2021-34;8000.26;8448.2;8223.21;8675.2;8715.12
45to64;2021-35;8017.48;8464.66;8240.06;8691.26;9010.89
45to64;2021-36;8036.89;8483.34;8259.11;8709.56;9103.7
45to64;2021-37;8058.14;8504.05;8280.09;8729.98;8718.74
45to64;2021-38;8080.88;8526.57;8302.73;8752.38;9032.7
45to64;2021-39;8104.71;8550.67;8326.69;8776.61;8819.79
45to64;2021-40;8129.24;8576.06;8351.65;8802.44;9120.36
45to64;2021-41;8154.04;8602.47;8377.26;8829.66;9348.29
45to64;2021-42;8178.75;8629.53;8403.13;8857.93;9272.23
45to64;2021-43;8202.94;8656.9;8428.9;8886.92;9314.94
45to64;2021-44;8226.28;8684.16;8454.18;8916.18;9439.05
45to64;2021-45;8248.39;8710.9;8478.59;8945.3;9660.76
45to64;2021-46;8268.96;8736.68;8501.75;8973.74;9949.69
45to64;2021-47;8287.71;8761.05;8523.28;9000.99;10245.53
45to64;2021-48;8304.38;8783.57;8542.85;9026.5;10601.93
45to64;2021-49;8318.76;8803.79;8560.13;9049.72;10623.94
45to64;2021-50;8330.66;8821.33;8574.82;9070.15;10297.42
45to64;2021-51;8339.92;8835.81;8586.67;9087.31;10415.01
45to64;2021-52;8346.45;8846.91;8595.47;9100.77;10265.59
45to64;2022-01;8350.14;8854.39;8601.03;9110.18;9989.53
45to64;2022-02;8350.97;8858.04;8603.26;9115.29;9745.96
45to64;2022-03;8348.92;8857.76;8602.08;9115.92;9468.73
45to64;2022-04;8344.02;8853.49;8597.5;9111.98;9549.23
45to64;2022-05;8336.31;8845.3;8589.55;9103.53;9605.79
45to64;2022-06;8325.91;8833.28;8578.34;9090.69;9276.42
45to64;2022-07;8312.92;8817.65;8564.04;9073.7;9134.36
45to64;2022-08;8297.51;8798.66;8546.86;9052.88;8921.75
45to64;2022-09;8279.87;8776.65;8527.05;9028.64;8923.81
45to64;2022-10;8260.19;8752.02;8504.92;9001.47;8791.03
45to64;2022-11;8238.72;8725.21;8480.8;8971.91;8871.48
45to64;2022-12;8215.73;8696.67;8455.06;8940.53;8814.94
45to64;2022-13;8191.46;8666.92;8428.07;8907.99;8681.55
45to64;2022-14;8166.25;8636.46;8400.26;8874.83;7813.12
65to74;2017-16;10635.79;11169.03;10901.33;11438.9;10750
65to74;2017-17;10573.97;11101.55;10836.69;11368.53;10962
65to74;2017-18;10512.49;11035.5;10772.94;11300.15;11002
65to74;2017-19;10452.31;10971.78;10710.99;11234.64;10893
65to74;2017-20;10394.28;10911.31;10651.75;11172.95;10877
65to74;2017-21;10339.3;10854.89;10596.05;11115.8;10594
65to74;2017-22;10288.19;10803.2;10544.65;11063.84;10451
65to74;2017-23;10241.74;10756.88;10498.25;11017.59;10353
65to74;2017-24;10200.65;10716.43;10457.48;10977.49;10365
65to74;2017-25;10165.56;10682.32;10422.88;10943.89;10726
65to74;2017-26;10137;10654.92;10394.89;10917.09;10482
65to74;2017-27;10115.46;10634.46;10373.88;10897.19;10652
65to74;2017-28;10101.24;10621.19;10360.13;10884.42;10358
65to74;2017-29;10094.58;10615.25;10353.83;10878.84;10609
65to74;2017-30;10095.64;10616.68;10355.07;10880.46;10284
65to74;2017-31;10104.4;10625.5;10363.86;10889.31;10480
65to74;2017-32;10120.84;10641.58;10380.12;10905.19;10357
65to74;2017-33;10144.71;10664.8;10403.67;10928.09;10421
65to74;2017-34;10175.68;10694.99;10434.26;10957.86;10302
65to74;2017-35;10213.44;10731.74;10471.52;10994.08;10295
65to74;2017-36;10257.39;10774.81;10515.04;11036.68;10313
65to74;2017-37;10306.96;10823.71;10564.28;11085.24;10644
65to74;2017-38;10361.44;10877.96;10618.65;11139.34;10808
65to74;2017-39;10420.09;10936.96;10677.48;11198.51;10777
65to74;2017-40;10482.05;11000.06;10740.01;11262.17;10798
65to74;2017-41;10546.44;11066.52;10805.44;11329.67;11035
65to74;2017-42;10612.35;11135.53;10872.89;11400.25;11049
65to74;2017-43;10678.83;11206.2;10941.46;11473.04;10926
65to74;2017-44;10744.94;11277.57;11010.18;11547.08;10942
65to74;2017-45;10809.72;11348.62;11078.08;11621.33;10996
65to74;2017-46;10872.28;11418.32;11144.19;11694.67;11258
65to74;2017-47;10931.75;11485.56;11207.52;11765.87;11420
65to74;2017-48;10987.29;11549.27;11267.11;11833.75;11461
65to74;2017-49;11038.14;11608.4;11322.07;11897.1;11858
65to74;2017-50;11083.59;11661.94;11371.54;11954.77;11969
65to74;2017-51;11123.02;11708.95;11414.73;12005.65;12098
65to74;2017-52;11155.9;11748.6;11450.97;12048.76;12556
65to74;2018-01;11181.79;11780.17;11479.68;12083.24;12883
65to74;2018-02;11200.33;11803.1;11500.4;12108.41;12565
65to74;2018-03;11211.32;11816.97;11512.82;12123.76;12773
65to74;2018-04;11214.6;11821.54;11516.74;12128.99;12172
65to74;2018-05;11210.17;11816.76;11512.13;12124.02;12316
65to74;2018-06;11198.14;11802.72;11499.1;12108.95;12639
65to74;2018-07;11178.7;11779.72;11477.9;12084.14;12737
65to74;2018-08;11152.18;11748.22;11448.91;12050.1;13042
65to74;2018-09;11118.99;11708.84;11412.65;12007.56;13742
65to74;2018-10;11079.64;11662.34;11369.75;11957.41;13679
65to74;2018-11;11034.74;11609.6;11320.95;11900.66;12943
65to74;2018-12;10984.93;11551.6;11267.08;11838.47;12628
65to74;2018-13;10930.98;11489.38;11209.02;11772.03;12013
65to74;2018-14;10873.67;11424.05;11147.73;11702.61;11748
65to74;2018-15;10813.85;11356.72;11084.18;11631.46;11438
65to74;2018-16;10752.39;11288.51;11019.36;11559.81;11204
65to74;2018-17;10690.19;11220.52;10954.28;11488.88;10802
65to74;2018-18;10628.2;11153.75;10889.92;11419.67;10608
65to74;2018-19;10567.31;11089.21;10827.21;11353.28;10624
65to74;2018-20;10508.45;11027.79;10767.07;11290.57;10644
65to74;2018-21;10452.49;10970.3;10710.35;11232.31;10512
65to74;2018-22;10400.3;10917.46;10657.84;11179.16;10847
65to74;2018-23;10352.66;10869.92;10610.24;11131.69;10355
65to74;2018-24;10310.3;10828.22;10568.2;11090.33;10362
65to74;2018-25;10273.88;10792.81;10532.28;11055.46;10604
65to74;2018-26;10243.95;10764.09;10502.95;11027.36;10671
65to74;2018-27;10221;10742.34;10480.59;11006.24;10665
65to74;2018-28;10205.37;10727.8;10465.5;10992.26;10367
65to74;2018-29;10197.34;10720.6;10457.88;10985.49;10870
65to74;2018-30;10197.06;10720.82;10457.84;10985.96;10834
65to74;2018-31;10204.55;10728.47;10465.42;10993.7;11356
65to74;2018-32;10219.77;10743.48;10480.53;11008.59;11101
65to74;2018-33;10242.52;10765.71;10503.03;11030.54;10444
65to74;2018-34;10272.59;10794.89;10532.66;11059.25;10573
65to74;2018-35;10309.39;10830.92;10569.09;11094.89;10475
65to74;2018-36;10352.61;10873.29;10611.89;11136.8;10540
65to74;2018-37;10401.6;10921.62;10660.55;11184.78;10643
65to74;2018-38;10455.67;10975.42;10714.49;11238.42;10741
65to74;2018-39;10514.06;11034.12;10773.04;11297.27;10613
65to74;2018-40;10575.94;11097.07;10835.46;11360.75;11072
65to74;2018-41;10640.43;11163.55;10900.94;11428.23;10904
65to74;2018-42;10706.61;11232.74;10968.62;11498.94;10752
65to74;2018-43;10773.52;11303.76;11037.58;11572.05;10773
65to74;2018-44;10840.22;11375.67;11106.87;11646.6;11132
65to74;2018-45;10905.77;11447.45;11175.51;11721.55;11290
65to74;2018-46;10969.22;11518.04;11242.51;11795.78;10931
65to74;2018-47;11029.71;11586.36;11306.89;11868.1;11109
65to74;2018-48;11086.38;11651.32;11367.68;11937.29;11463
65to74;2018-49;11138.45;11711.86;11423.96;12002.14;11481
65to74;2018-50;11185.22;11766.93;11474.84;12061.45;11692
65to74;2018-51;11226.03;11815.59;11519.55;12114.12;11828
65to74;2018-52;11260.33;11856.98;11557.37;12159.13;11909
65to74;2019-01;11287.66;11890.35;11587.7;12195.59;12104
65to74;2019-02;11307.66;11915.11;11610.06;12222.79;12592
65to74;2019-03;11320.07;11930.82;11624.11;12240.18;12524
65to74;2019-04;11324.75;11937.18;11629.62;12247.41;12578
65to74;2019-05;11321.66;11934.12;11626.55;12244.36;12791
65to74;2019-06;11310.89;11921.71;11614.96;12231.12;12845
65to74;2019-07;11292.62;11900.22;11595.09;12207.98;12603
65to74;2019-08;11267.14;11870.07;11567.3;12175.44;12602
65to74;2019-09;11234.88;11831.87;11532.09;12134.2;12302
65to74;2019-10;11196.32;11786.35;11490.07;12085.12;12135
65to74;2019-11;11152.05;11734.38;11441.98;12029.23;12018
65to74;2019-12;11102.74;11676.92;11388.62;11967.61;11497
65to74;2019-13;11049.1;11615.02;11330.89;11901.5;11172
65to74;2019-14;10991.94;11549.8;11269.72;11832.15;11465
65to74;2019-15;10932.1;11482.36;11206.1;11760.84;11049
65to74;2019-16;10870.46;11413.83;11141.04;11688.82;11399
65to74;2019-17;10807.92;11345.32;11075.53;11617.26;10990
65to74;2019-18;10745.41;11277.87;11010.57;11547.31;10799
65to74;2019-19;10683.85;11212.5;10947.11;11479.99;10904
65to74;2019-20;10624.17;11150.11;10886.08;11416.24;10888
65to74;2019-21;10567.27;11091.54;10828.35;11356.83;10775
65to74;2019-22;10514.02;11037.53;10774.71;11302.44;10757
65to74;2019-23;10465.21;10988.73;10725.91;11253.67;10961
65to74;2019-24;10421.61;10945.73;10682.6;11210.99;10654
65to74;2019-25;10383.85;10909.02;10645.36;11174.82;10753
65to74;2019-26;10352.56;10878.96;10614.67;11145.41;11057
65to74;2019-27;10328.2;10855.88;10590.95;11123;10875
65to74;2019-28;10311.17;10840.03;10574.5;11107.75;10463
65to74;2019-29;10301.75;10831.56;10565.55;11099.76;10462
65to74;2019-30;10300.11;10830.55;10564.22;11099.09;11427
65to74;2019-31;10306.31;10837.03;10570.56;11105.71;10693
65to74;2019-32;10320.3;10850.95;10584.51;11119.58;10460
65to74;2019-33;10341.91;10872.16;10605.93;11140.58;10466
65to74;2019-34;10370.89;10900.49;10634.59;11168.56;10462
65to74;2019-35;10406.84;10935.65;10670.16;11203.32;10879
65to74;2019-36;10449.3;10977.32;10712.22;11244.57;10356
65to74;2019-37;10497.66;11025.08;10760.29;11292;10646
65to74;2019-38;10551.27;11078.44;10813.79;11345.22;10726
65to74;2019-39;10609.37;11136.85;10872.04;11403.77;10935
65to74;2019-40;10671.13;11199.66;10934.33;11467.1;10966
65to74;2019-41;10735.68;11266.15;10999.85;11534.57;11065
65to74;2019-42;10802.1;11335.53;11067.74;11605.44;11126
65to74;2019-43;10869.42;11406.91;11137.08;11678.88;11264
65to74;2019-44;10936.69;11479.36;11206.93;11753.96;11157
65to74;2019-45;11002.97;11551.85;11276.29;11829.61;11321
65to74;2019-46;11067.31;11623.33;11344.19;11904.73;11354
65to74;2019-47;11128.81;11692.72;11409.61;11978.14;11516
65to74;2019-48;11186.62;11758.92;11471.58;12048.62;11442
65to74;2019-49;11239.94;11820.85;11529.18;12114.93;11979
65to74;2019-50;11288.04;11877.45;11581.49;12175.88;12115
65to74;2019-51;11330.24;11927.75;11627.72;12230.33;12242
65to74;2019-52;11365.98;11970.88;11667.12;12277.23;11754
65to74;2020-01;11394.78;12006.06;11699.09;12315.67;12232
65to74;2020-02;11416.25;12032.66;11723.11;12344.9;12410
65to74;2020-03;11430.12;12050.21;11738.8;12364.33;12190
65to74;2020-04;11436.21;12058.4;11745.93;12373.59;12358
65to74;2020-05;11434.48;12057.09;11744.41;12372.5;12406
65to74;2020-06;11424.99;12046.34;11734.3;12361.11;12082
65to74;2020-07;11407.9;12026.39;11715.79;12339.69;12013
65to74;2020-08;11383.5;11997.64;11689.22;12308.72;11745
65to74;2020-09;11352.18;11960.65;11655.09;12268.84;11787
65to74;2020-10;11313.86;11916.72;11613.99;12222.04;11913
65to74;2020-11;11270.83;11864.97;11566.63;12165.84;12408
65to74;2020-12;11222.01;11808.11;11513.81;12104.86;13599
65to74;2020-13;11168.71;11746.58;11456.43;12039.13;15345
65to74;2020-14;11111.72;11681.49;11395.41;11969.91;16371
65to74;2020-15;11051.88;11613.96;11331.76;11898.46;15670
65to74;2020-16;10990.07;11545.13;11266.46;11826.06;14072
65to74;2020-17;10927.2;11476.12;11200.54;11753.93;13024
65to74;2020-18;10864.2;11408;11134.99;11683.2;12063
65to74;2020-19;10802;11341.78;11070.8;11614.94;11677
65to74;2020-20;10741.54;11278.4;11008.88;11550.09;11220
65to74;2020-21;10683.72;11218.73;10950.14;11489.49;11014
65to74;2020-22;10629.42;11163.52;10895.38;11433.83;10875
65to74;2020-23;10579.47;11113.47;10845.37;11383.74;10835
65to74;2020-24;10534.62;11069.15;10800.78;11339.7;10593
65to74;2020-25;10495.57;11031.07;10762.21;11302.13;10650
65to74;2020-26;10462.91;10999.65;10730.16;11271.36;11245
65to74;2020-27;10437.17;10975.21;10705.06;11247.59;10777
65to74;2020-28;10418.73;10958.02;10687.24;11231.05;10403
65to74;2020-29;10407.91;10948.25;10676.94;11221.82;10650
65to74;2020-30;10404.9;10946;10674.31;11219.95;10775
65to74;2020-31;10409.78;10951.29;10679.39;11225.46;10946
65to74;2020-32;10422.52;10964.09;10692.16;11238.29;11017
65to74;2020-33;10442.97;10984.29;10712.49;11258.35;11688
65to74;2020-34;10470.88;11011.69;10740.15;11285.48;10911
65to74;2020-35;10505.9;11046.04;10774.84;11319.48;10750
65to74;2020-36;10547.54;11087.02;10816.15;11360.1;10922
65to74;2020-37;10595.24;11134.21;10863.61;11407.01;11188
65to74;2020-38;10648.35;11187.14;10916.64;11459.84;11196
65to74;2020-39;10706.11;11245.26;10974.58;11518.12;11464
65to74;2020-40;10767.72;11307.93;11036.72;11581.32;11687
65to74;2020-41;10832.29;11374.44;11102.26;11648.82;11659
65to74;2020-42;10898.9;11444.01;11170.35;11719.86;11963
65to74;2020-43;10966.61;11515.75;11240.06;11793.65;12702
65to74;2020-44;11034.44;11588.72;11310.45;11869.24;13314
65to74;2020-45;11101.44;11661.93;11380.53;11945.6;13591
65to74;2020-46;11166.65;11734.3;11449.3;12021.62;13897
65to74;2020-47;11229.17;11804.75;11515.76;12096.12;13845
65to74;2020-48;11288.13;11872.18;11578.93;12167.87;14088
65to74;2020-49;11342.7;11935.48;11637.83;12235.63;14443
65to74;2020-50;11392.13;11993.61;11691.58;12298.2;14216
65to74;2020-51;11435.75;12045.56;11739.33;12354.4;14360
65to74;2020-52;11472.95;12090.43;11780.34;12403.19;14435
65to74;2020-53;11503.24;12127.42;11813.95;12443.61;14483
65to74;2021-01;11526.2;12155.87;11839.64;12474.87;14607
65to74;2021-02;11541.55;12175.28;11857;12496.35;15304
65to74;2021-03;11549.09;12185.3;11865.77;12507.64;15427
65to74;2021-04;11548.74;12185.77;11865.83;12508.54;14994
65to74;2021-05;11540.55;12176.72;11857.21;12499.04;14319
65to74;2021-06;11524.67;12158.33;11840.09;12479.38;13672
65to74;2021-07;11501.38;12131;11814.79;12449.98;13548
65to74;2021-08;11471.03;12095.26;11781.77;12411.49;12693
65to74;2021-09;11434.11;12051.82;11741.61;12364.72;12636
65to74;2021-10;11391.17;12001.51;11695.01;12310.64;12929
65to74;2021-11;11342.87;11945.27;11642.77;12250.34;12865
65to74;2021-12;11289.93;11884.14;11585.76;12185.03;12945
65to74;2021-13;11233.13;11819.21;11524.93;12115.96;12930
65to74;2021-14;11173.31;11751.63;11461.25;12044.42;13121
65to74;2021-15;11111.35;11682.53;11395.75;11971.67;12880
65to74;2021-16;11048.17;11613.03;11329.43;11898.96;12939.67
65to74;2021-17;10984.7;11544.24;11263.31;11827.46;12580.74
65to74;2021-18;10921.88;11477.17;11198.38;11758.24;12799.25
65to74;2021-19;10860.66;11412.8;11135.59;11692.28;12044
65to74;2021-20;10801.95;11352.01;11075.84;11630.44;11942.17
65to74;2021-21;10746.62;11295.59;11019.97;11573.47;11346.25
65to74;2021-22;10695.54;11244.23;10968.74;11521.99;11524.69
65to74;2021-23;10649.48;11198.57;10922.87;11476.54;11490.86
65to74;2021-24;10609.13;11159.1;10882.96;11437.54;11480.02
65to74;2021-25;10575.13;11126.28;10849.54;11405.34;11143.48
65to74;2021-26;10548;11100.45;10823.05;11380.18;11307.04
65to74;2021-27;10528.15;11081.89;10803.84;11362.29;11307.65
65to74;2021-28;10515.93;11070.79;10792.17;11351.77;11501.07
65to74;2021-29;10511.55;11067.26;10788.21;11348.68;11660.55
65to74;2021-30;10515.09;11071.35;10792.03;11353.05;11512.54
65to74;2021-31;10526.56;11083.03;10803.6;11364.82;11567.39
65to74;2021-32;10545.82;11102.19;10822.81;11383.93;11783.58
65to74;2021-33;10572.64;11128.66;10849.46;11410.21;11676.49
65to74;2021-34;10606.67;11162.19;10883.25;11443.47;11665.97
65to74;2021-35;10647.47;11202.46;10923.79;11483.47;11890.44
65to74;2021-36;10694.47;11249.09;10970.61;11529.88;12259.46
65to74;2021-37;10747.04;11301.59;11023.15;11582.33;11779.64
65to74;2021-38;10804.42;11359.42;11080.77;11640.38;11714.63
65to74;2021-39;10865.84;11421.96;11142.74;11703.47;12000.62
65to74;2021-40;10930.28;11488.62;11208.29;11771.25;12027.38
65to74;2021-41;10997.17;11558.26;11276.55;11842.28;12452.06
65to74;2021-42;11065.24;11630.35;11346.62;11916.41;12385.35
65to74;2021-43;11133.6;11703.86;11417.54;11992.53;12832.66
65to74;2021-44;11201.3;11777.77;11488.33;12069.6;12903.86
65to74;2021-45;11267.01;11851.4;11557.98;12147.27;13234.16
65to74;2021-46;11330.92;11922.53;11625.47;12222.08;13488.32
65to74;2021-47;11391.02;11991.18;11689.82;12295.09;14233.7
65to74;2021-48;11446.84;12055.86;11750.04;12364.29;14828.28
65to74;2021-49;11497.63;12115.51;11805.22;12428.46;14599.59
65to74;2021-50;11542.67;12169.1;11854.5;12486.42;14290.69
65to74;2021-51;11581.36;12215.7;11897.12;12537.08;14403.7
65to74;2021-52;11613.15;12254.51;11932.39;12579.47;14204.31
65to74;2022-01;11637.64;12284.82;11959.77;12612.76;13663.57
65to74;2022-02;11654.49;12306.1;11978.82;12636.31;13608.86
65to74;2022-03;11663.5;12317.98;11989.25;12649.65;13182.27
65to74;2022-04;11664.56;12320.26;11990.92;12652.57;13633.18
65to74;2022-05;11657.71;12312.92;11983.82;12644.98;13607.54
65to74;2022-06;11643.07;12296.14;11968.12;12627.11;13039.96
65to74;2022-07;11620.89;12270.27;11944.11;12599.35;13086.87
65to74;2022-08;11591.54;12235.83;11912.23;12562.3;12513.09
65to74;2022-09;11555.47;12193.48;11873.05;12516.75;12429.87
65to74;2022-10;11513.23;12144.06;11827.24;12463.66;12606.66
65to74;2022-11;11465.47;12088.48;11775.6;12404.09;12544.84
65to74;2022-12;11412.9;12027.79;11719;12339.24;12459.68
65to74;2022-13;11356.32;11963.06;11658.37;12270.36;11998
65to74;2022-14;11296.54;11895.45;11594.7;12198.75;10813.31
75to84;2017-16;19305.31;20237.07;19769.36;20708.41;19349
75to84;2017-17;19107.98;20027.93;19566.15;20493.28;19695
75to84;2017-18;18911.9;19821.9;19365.12;20282.21;19346
75to84;2017-19;18719.8;19621.94;19169.1;20078.29;19572
75to84;2017-20;18534.48;19430.63;18980.79;19883.96;19187
75to84;2017-21;18358.48;19250.43;18802.69;19701.66;18835
75to84;2017-22;18194.2;19083.5;18637.08;19533.43;18683
75to84;2017-23;18043.84;18931.79;18486.04;19381.07;17641
75to84;2017-24;17909.38;18796.98;18351.39;19246.11;18611
75to84;2017-25;17792.56;18680.47;18234.72;19129.81;19190
75to84;2017-26;17694.86;18583.5;18137.36;19033.23;18493
75to84;2017-27;17617.48;18507;18060.42;18957.21;18750
75to84;2017-28;17561.39;18451.74;18004.73;18902.39;17764
75to84;2017-29;17527.28;18418.23;17970.91;18869.2;18086
75to84;2017-30;17515.54;18406.8;17959.33;18857.93;18116
75to84;2017-31;17526.35;18417.53;17970.1;18868.62;18588
75to84;2017-32;17559.58;18450.33;18003.12;18901.19;18046
75to84;2017-33;17614.82;18504.89;18058.03;18955.38;17905
75to84;2017-34;17691.43;18580.67;18134.23;19030.7;18105
75to84;2017-35;17788.47;18676.93;18230.89;19126.54;18105
75to84;2017-36;17904.76;18792.7;18346.94;19242.02;17812
75to84;2017-37;18038.82;18926.81;18481.04;19376.11;18323
75to84;2017-38;18188.95;19077.83;18631.62;19527.54;18588
75to84;2017-39;18353.19;19244.1;18796.89;19694.8;19151
75to84;2017-40;18529.32;19423.74;18974.77;19876.19;19188
75to84;2017-41;18714.98;19614.58;19163.02;20069.63;19671
75to84;2017-42;18907.56;19814.24;19359.13;20272.86;19362
75to84;2017-43;19104.4;20020.06;19560.45;20483.22;19171
75to84;2017-44;19302.62;20229.26;19764.13;20697.98;19242
75to84;2017-45;19499.33;20438.79;19967.22;20914.01;19561
75to84;2017-46;19691.63;20645.48;20166.67;21128.02;20168
75to84;2017-47;19876.61;20846.06;20359.41;21336.52;20471
75to84;2017-48;20051.46;21037.24;20542.38;21536.02;20897
75to84;2017-49;20213.45;21215.78;20712.59;21722.97;21499
75to84;2017-50;20360.05;21378.52;20867.21;21893.93;22422
75to84;2017-51;20488.92;21522.52;21003.6;22045.65;22673
75to84;2017-52;20597.98;21645.13;21119.4;22175.16;23180
75to84;2018-01;20685.46;21744.04;21212.55;22279.89;23953
75to84;2018-02;20749.93;21817.33;21281.4;22357.69;23679
75to84;2018-03;20790.32;21863.59;21324.71;22406.95;23609
75to84;2018-04;20805.96;21881.92;21341.68;22426.65;23155
75to84;2018-05;20796.61;21871.95;21332.02;22416.37;23021
75to84;2018-06;20762.42;21833.88;21295.9;22376.31;23291
75to84;2018-07;20703.98;21768.44;21233.99;22307.31;23835
75to84;2018-08;20622.28;21676.92;21147.41;22210.77;24043
75to84;2018-09;20518.66;21561.06;21037.71;22088.68;25889
75to84;2018-10;20394.85;21423.07;20906.85;21943.48;26332
75to84;2018-11;20252.84;21265.53;20757.12;21778.02;24374
75to84;2018-12;20094.91;21091.31;20591.1;21595.5;23037
75to84;2018-13;19923.57;20903.51;20411.58;21399.33;22478
75to84;2018-14;19741.48;20705.38;20221.51;21193.04;21629
75to84;2018-15;19551.43;20500.23;20023.96;20980.22;20914
75to84;2018-16;19356.3;20291.37;19821.99;20764.38;20065
75to84;2018-17;19158.98;20082.01;19618.69;20548.93;18990
75to84;2018-18;18962.36;19875.26;19417.02;20337.05;18969
75to84;2018-19;18769.29;19674.03;19219.89;20131.7;18712
75to84;2018-20;18582.48;19481.04;19029.99;19935.6;18297
75to84;2018-21;18404.54;19298.75;18849.88;19751.13;18716
75to84;2018-22;18237.94;19129.36;18681.88;19580.36;18791
75to84;2018-23;18084.88;18974.88;18528.1;19425.2;18667
75to84;2018-24;17947.39;18837.02;18390.41;19287.18;17667
75to84;2018-25;17827.26;18717.25;18270.45;19167.63;17982
75to84;2018-26;17726.01;18616.81;18169.59;19067.64;18702
75to84;2018-27;17644.91;18536.71;18088.98;18988.08;18584
75to84;2018-28;17584.97;18477.74;18029.51;18929.63;18069
75to84;2018-29;17546.91;18440.46;17991.84;18892.76;18285
75to84;2018-30;17531.2;18425.23;17976.36;18877.77;19542
75to84;2018-31;17538.04;18432.17;17983.25;18884.77;20105
75to84;2018-32;17567.35;18461.24;18012.45;18913.7;19430
75to84;2018-33;17618.8;18512.14;18063.63;18964.31;18235
75to84;2018-34;17691.76;18584.39;18136.24;19036.17;18192
75to84;2018-35;17785.35;18677.29;18229.5;19128.69;17879
75to84;2018-36;17898.43;18789.92;18342.37;19241.06;18295
75to84;2018-37;18029.59;18921.12;18473.56;19372.23;18226
75to84;2018-38;18177.14;19069.53;18621.56;19521.05;18385
75to84;2018-39;18339.17;19233.52;18784.58;19685.99;18394
75to84;2018-40;18513.54;19411.24;18960.62;19865.38;18704
75to84;2018-41;18697.87;19600.58;19147.45;20057.22;19364
75to84;2018-42;18889.61;19799.2;19342.62;20259.31;18706
