group;week;zscore
65to74;2017-50;4.09
65to74;2017-51;4.61
65to74;2017-52;7.34
65to74;2018-01;9.19
65to74;2018-02;6.95
65to74;2018-03;8.17
65to74;2018-04;4.27
65to74;2018-05;5.24
65to74;2018-06;7.42
65to74;2018-07;8.23
65to74;2018-08;10.45
65to74;2018-09;15.3
65to74;2018-10;15.35
65to74;2018-11;11.03
65to74;2018-12;9.42
65to74;2018-13;5.69
65to74;2018-14;4.32
65to74;2018-15;2.59
65to74;2018-16;1.37
65to74;2018-17;-1.16
65to74;2018-18;-2.16
65to74;2018-19;-1.57
65to74;2018-20;-0.95
65to74;2018-21;-1.54
65to74;2018-22;1.45
65to74;2018-23;-1.99
65to74;2018-24;-1.6
65to74;2018-25;0.55
65to74;2018-26;1.28
65to74;2018-27;1.41
65to74;2018-28;-0.76
65to74;2018-29;3.12
65to74;2018-30;2.85
65to74;2018-31;6.7
65to74;2018-32;4.69
65to74;2018-33;-0.46
65to74;2018-34;0.3
65to74;2018-35;-0.73
65to74;2018-36;-0.56
65to74;2018-37;-0.14
65to74;2018-38;0.2
65to74;2018-39;-1.24
65to74;2018-40;1.8
65to74;2018-41;0.02
65to74;2018-42;-1.66
65to74;2018-43;-2.01
65to74;2018-44;0.18
65to74;2018-45;0.84
65to74;2018-46;-2.29
65to74;2018-47;-1.43
65to74;2018-48;0.67
65to74;2018-49;0.39
65to74;2018-50;1.48
65to74;2018-51;2.08
65to74;2018-52;2.34
65to74;2019-01;3.4
65to74;2019-02;6.37
65to74;2019-03;5.82
65to74;2019-04;6.11
65to74;2019-05;7.48
65to74;2019-06;7.91
65to74;2019-07;6.54
65to74;2019-08;6.76
65to74;2019-09;5.1
65to74;2019-10;4.33
65to74;2019-11;3.92
65to74;2019-12;0.75
65to74;2019-13;-1.13
65to74;2019-14;1.39
65to74;2019-15;-1.15
65to74;2019-16;1.89
65to74;2019-17;-0.64
65to74;2019-18;-1.6
65to74;2019-19;-0.33
65to74;2019-20;0.01
65to74;2019-21;-0.41
65to74;2019-22;-0.14
65to74;2019-23;1.78
65to74;2019-24;-0.22
65to74;2019-25;0.81
65to74;2019-26;3.33
65to74;2019-27;2.14
65to74;2019-28;-0.85
65to74;2019-29;-0.79
65to74;2019-30;6.42
65to74;2019-31;0.92
65to74;2019-32;-0.95
65to74;2019-33;-1.06
65to74;2019-34;-1.31
65to74;2019-35;1.57
65to74;2019-36;-2.72
65to74;2019-37;-0.87
65to74;2019-38;-0.67
65to74;2019-39;0.47
65to74;2019-40;0.23
65to74;2019-41;0.49
65to74;2019-42;0.43
65to74;2019-43;0.94
65to74;2019-44;-0.37
65to74;2019-45;0.32
65to74;2019-46;0.07
65to74;2019-47;0.75
65to74;2019-48;-0.21
65to74;2019-49;3.07
65to74;2019-50;3.59
65to74;2019-51;4.07
65to74;2019-52;0.57
65to74;2020-01;3.46
65to74;2020-02;4.41
65to74;2020-03;2.89
65to74;2020-04;3.9
65to74;2020-05;4.21
65to74;2020-06;2.22
65to74;2020-07;1.91
65to74;2020-08;0.36
65to74;2020-09;0.86
65to74;2020-10;1.97
65to74;2020-11;5.59
65to74;2020-12;13.83
65to74;2020-13;25.58
65to74;2020-14;32.78
65to74;2020-15;29.17
65to74;2020-16;19.45
65to74;2020-17;12.95
65to74;2020-18;6.73
65to74;2020-19;4.45
65to74;2020-20;1.56
65to74;2020-21;0.47
65to74;2020-22;-0.16
65to74;2020-23;-0.08
65to74;2020-24;-1.56
65to74;2020-25;-0.84
65to74;2020-26;3.8
65to74;2020-27;0.53
65to74;2020-28;-2.12
65to74;2020-29;-0.2
65to74;2020-30;0.74
65to74;2020-31;1.96
65to74;2020-32;2.38
65to74;2020-33;7.1
65to74;2020-34;1.26
65to74;2020-35;-0.19
65to74;2020-36;0.78
65to74;2020-37;2.39
65to74;2020-38;2.06
65to74;2020-39;3.6
65to74;2020-40;4.76
65to74;2020-41;4.07
65to74;2020-42;5.74
65to74;2020-43;10.43
65to74;2020-44;14.06
65to74;2020-45;15.3
65to74;2020-46;16.68
65to74;2020-47;15.68
65to74;2020-48;16.61
65to74;2020-49;18.23
65to74;2020-50;16.23
65to74;2020-51;16.6
65to74;2020-52;16.6
65to74;2020-53;16.51
65to74;2021-01;16.95
65to74;2021-02;20.81
65to74;2021-03;21.39
65to74;2021-04;18.86
65to74;2021-05;14.98
65to74;2021-06;11.28
65to74;2021-07;10.75
65to74;2021-08;5.76
65to74;2021-09;5.72
65to74;2021-10;7.95
65to74;2021-11;7.97
65to74;2021-12;8.97
65to74;2021-13;9.4
65to74;2021-14;11.21
65to74;2021-15;10.18
65to74;2021-16;11.14
65to74;2021-17;9.24
65to74;2021-18;11.27
65to74;2021-19;6.49
65to74;2021-20;6.22
65to74;2021-21;2.36
65to74;2021-22;4.01
65to74;2021-23;4.1
65to74;2021-24;4.3
65to74;2021-25;2.12
65to74;2021-26;3.47
65to74;2021-27;3.61
65to74;2021-28;5.05
65to74;2021-29;6.19
65to74;2021-30;5.12
65to74;2021-31;5.42
65to74;2021-32;6.8
65to74;2021-33;5.87
65to74;2021-34;5.57
65to74;2021-35;6.86
65to74;2021-36;9.12
65to74;2021-37;5.39
65to74;2021-38;4.52
65to74;2021-39;6.09
65to74;2021-40;5.79
65to74;2021-41;8.24
65to74;2021-42;7.24
65to74;2021-43;9.73
65to74;2021-44;9.63
65to74;2021-45;11.21
65to74;2021-46;12.28
65to74;2021-47;16.39
65to74;2021-48;19.42
65to74;2021-49;17.44
65to74;2021-50;15.06
65to74;2021-51;15.29
65to74;2021-52;13.75
65to74;2022-01;10.29
65to74;2022-02;9.79
65to74;2022-03;7.17
65to74;2022-04;9.8
65to74;2022-05;9.7
65to74;2022-06;6.47
65to74;2022-07;6.93
65to74;2022-08;3.69
65to74;2022-09;3.46
65to74;2022-10;4.88
65to74;2022-11;4.88
65to74;2022-12;4.76
65to74;2022-13;2.22
65to74;2022-14;-5.28
75to84;2017-16;-1.82
75to84;2017-17;0.55
75to84;2017-18;-0.09
75to84;2017-19;1.78
75to84;2017-20;0.91
75to84;2017-21;0.14
75to84;2017-22;0.2
75to84;2017-23;-3.84
75to84;2017-24;1.16
75to84;2017-25;4.26
75to84;2017-26;1.59
75to84;2017-27;3.08
75to84;2017-28;-1.09
75to84;2017-29;0.51
75to84;2017-30;0.7
75to84;2017-31;2.75
75to84;2017-32;0.19
75to84;2017-33;-0.69
75to84;2017-34;-0.14
75to84;2017-35;-0.57
75to84;2017-36;-2.43
75to84;2017-37;-0.72
75to84;2017-38;-0.2
75to84;2017-39;1.58
75to84;2017-40;0.95
75to84;2017-41;2.24
75to84;2017-42;0.01
75to84;2017-43;-1.71
75to84;2017-44;-2.27
75to84;2017-45;-1.74
75to84;2017-46;0
75to84;2017-47;0.45
75to84;2017-48;1.43
75to84;2017-49;3.11
75to84;2017-50;6.03
75to84;2017-51;6.37
75to84;2017-52;7.74
75to84;2018-01;10.14
75to84;2018-02;8.82
75to84;2018-03;8.36
75to84;2018-04;6.64
75to84;2018-05;6.2
75to84;2018-06;7.33
75to84;2018-07;9.58
75to84;2018-08;10.74
75to84;2018-09;17.96
75to84;2018-10;20.28
75to84;2018-11;13.9
75to84;2018-12;9.63
75to84;2018-13;8.29
75to84;2018-14;5.77
75to84;2018-15;3.72
75to84;2018-16;1.03
75to84;2018-17;-2.74
75to84;2018-18;-1.98
75to84;2018-19;-2.26
75to84;2018-20;-3.29
75to84;2018-21;-0.6
75to84;2018-22;0.48
75to84;2018-23;0.62
75to84;2018-24;-3.28
75to84;2018-25;-1.3
75to84;2018-26;2.37
75to84;2018-27;2.21
75to84;2018-28;0.17
75to84;2018-29;1.3
75to84;2018-30;6.9
75to84;2018-31;9.31
75to84;2018-32;6.26
75to84;2018-33;0.76
75to84;2018-34;0.24
75to84;2018-35;-1.58
75to84;2018-36;-0.22
75to84;2018-37;-1.12
75to84;2018-38;-1.07
75to84;2018-39;-1.76
75to84;2018-40;-1.15
75to84;2018-41;0.95
75to84;2018-42;-2.82
75to84;2018-43;-2.52
75to84;2018-44;0.02
75to84;2018-45;-0.17
75to84;2018-46;-2.66
75to84;2018-47;-0.57
75to84;2018-48;0.86
75to84;2018-49;0.67
75to84;2018-50;-0.48
75to84;2018-51;1.8
75to84;2018-52;0.47
75to84;2019-01;2.81
75to84;2019-02;6.13
75to84;2019-03;6.04
75to84;2019-04;6.46
75to84;2019-05;6.97
75to84;2019-06;7.88
75to84;2019-07;6.95
75to84;2019-08;4.27
75to84;2019-09;5.19
75to84;2019-10;3.85
75to84;2019-11;2.61
75to84;2019-12;-0.69
75to84;2019-13;0.37
75to84;2019-14;1.33
75to84;2019-15;-0.06
75to84;2019-16;1.4
75to84;2019-17;1.04
75to84;2019-18;-0.77
75to84;2019-19;1.28
75to84;2019-20;1.05
75to84;2019-21;1.39
75to84;2019-22;-0.57
75to84;2019-23;1.7
75to84;2019-24;0.57
75to84;2019-25;1.26
75to84;2019-26;4.41
75to84;2019-27;2.93
75to84;2019-28;0.84
75to84;2019-29;1.18
75to84;2019-30;10.09
75to84;2019-31;1.22
75to84;2019-32;1.53
75to84;2019-33;-1.2
75to84;2019-34;0.56
75to84;2019-35;2.96
75to84;2019-36;-1.33
75to84;2019-37;-0.69
75to84;2019-38;-0.73
75to84;2019-39;1.47
75to84;2019-40;0.29
75to84;2019-41;2.39
75to84;2019-42;1.59
75to84;2019-43;0.31
75to84;2019-44;0.81
75to84;2019-45;0.36
75to84;2019-46;3.11
75to84;2019-47;2.09
75to84;2019-48;1.57
75to84;2019-49;1.43
75to84;2019-50;3.15
75to84;2019-51;3.54
75to84;2019-52;1.02
75to84;2020-01;1.45
75to84;2020-02;4.21
75to84;2020-03;2.38
75to84;2020-04;1.54
75to84;2020-05;3.73
75to84;2020-06;0.29
75to84;2020-07;2.29
75to84;2020-08;-0.25
75to84;2020-09;1.49
75to84;2020-10;1.96
75to84;2020-11;4.58
75to84;2020-12;14.5
75to84;2020-13;31.29
75to84;2020-14;42.55
75to84;2020-15;41.12
75to84;2020-16;29.54
75to84;2020-17;18.71
75to84;2020-18;11.19
75to84;2020-19;7.02
75to84;2020-20;2.65
75to84;2020-21;2.07
75to84;2020-22;-0.79
75to84;2020-23;0.46
75to84;2020-24;-0.21
75to84;2020-25;-0.61
75to84;2020-26;2.1
75to84;2020-27;-0.08
75to84;2020-28;0.3
75to84;2020-29;2.27
75to84;2020-30;2.02
75to84;2020-31;5.47
75to84;2020-32;4.35
75to84;2020-33;11.14
75to84;2020-34;2.83
75to84;2020-35;1.34
75to84;2020-36;1.22
75to84;2020-37;3.6
75to84;2020-38;4.72
75to84;2020-39;3.41
75to84;2020-40;4.88
75to84;2020-41;4.93
75to84;2020-42;6.74
75to84;2020-43;11.91
75to84;2020-44;16.91
75to84;2020-45;20.05
75to84;2020-46;21.45
75to84;2020-47;20.04
75to84;2020-48;19.11
75to84;2020-49;19.96
75to84;2020-50;21.49
75to84;2020-51;21.3
75to84;2020-52;20.16
75to84;2020-53;22.01
75to84;2021-01;23.25
75to84;2021-02;25.56
75to84;2021-03;27.48
75to84;2021-04;21.83
75to84;2021-05;16.2
75to84;2021-06;11.86
75to84;2021-07;8.58
75to84;2021-08;3.89
75to84;2021-09;2.17
75to84;2021-10;2.06
75to84;2021-11;2.97
75to84;2021-12;3.06
75to84;2021-13;6.24
75to84;2021-14;5.11
75to84;2021-15;4.75
75to84;2021-16;5.45
75to84;2021-17;5.27
75to84;2021-18;4.9
75to84;2021-19;2.65
75to84;2021-20;1.11
75to84;2021-21;-0.11
75to84;2021-22;1.17
75to84;2021-23;0.75
75to84;2021-24;3.17
75to84;2021-25;1.31
75to84;2021-26;2.43
75to84;2021-27;2.05
75to84;2021-28;3.58
75to84;2021-29;7.28
75to84;2021-30;6.69
75to84;2021-31;6.52
75to84;2021-32;7.17
75to84;2021-33;6.93
75to84;2021-34;5.68
75to84;2021-35;6.09
75to84;2021-36;9.64
75to84;2021-37;5.67
75to84;2021-38;4.08
75to84;2021-39;5.11
75to84;2021-40;4.32
75to84;2021-41;5.6
75to84;2021-42;7.41
75to84;2021-43;10.33
75to84;2021-44;9.04
75to84;2021-45;11.47
75to84;2021-46;12.94
75to84;2021-47;15.19
75to84;2021-48;17.52
75to84;2021-49;15.86
75to84;2021-50;13.08
75to84;2021-51;12.56
75to84;2021-52;12.53
75to84;2022-01;8.53
75to84;2022-02;7.07
75to84;2022-03;7.32
75to84;2022-04;9.05
75to84;2022-05;9.7
75to84;2022-06;7.36
75to84;2022-07;6.56
75to84;2022-08;4.81
75to84;2022-09;3.7
75to84;2022-10;5.91
75to84;2022-11;6.63
75to84;2022-12;5.26
75to84;2022-13;4.53
75to84;2022-14;-3.49
65P;2017-16;-2.7
65P;2017-17;1.25
65P;2017-18;1.07
65P;2017-19;1.34
65P;2017-20;1.44
65P;2017-21;0.72
65P;2017-22;-0.24
65P;2017-23;-2.99
65P;2017-24;1.23
65P;2017-25;5.07
65P;2017-26;1.12
65P;2017-27;3.4
65P;2017-28;-0.39
65P;2017-29;1.69
65P;2017-30;0.72
65P;2017-31;3.64
65P;2017-32;1.85
65P;2017-33;0.9
65P;2017-34;0.98
65P;2017-35;-0.43
65P;2017-36;-2.87
65P;2017-37;-0.92
65P;2017-38;0.52
65P;2017-39;1.92
65P;2017-40;1.33
65P;2017-41;2.74
65P;2017-42;0.15
65P;2017-43;-1.55
65P;2017-44;-2.07
65P;2017-45;-1.53
65P;2017-46;0.49
65P;2017-47;1.09
65P;2017-48;0.83
65P;2017-49;4.16
65P;2017-50;6.56
65P;2017-51;7.63
65P;2017-52;10.82
65P;2018-01;15.8
65P;2018-02;13.23
65P;2018-03;12.7
65P;2018-04;9.55
65P;2018-05;8.71
65P;2018-06;9.87
65P;2018-07;13.22
65P;2018-08;15.73
65P;2018-09;23.05
65P;2018-10;25.32
65P;2018-11;17.86
65P;2018-12;13.46
65P;2018-13;10.34
65P;2018-14;7.22
65P;2018-15;4.71
65P;2018-16;1.29
65P;2018-17;-2.63
65P;2018-18;-3.19
65P;2018-19;-2.36
65P;2018-20;-3.34
65P;2018-21;-1.21
65P;2018-22;0.61
65P;2018-23;-1.49
65P;2018-24;-3.35
65P;2018-25;-0.66
65P;2018-26;2.75
65P;2018-27;3.61
65P;2018-28;0.46
65P;2018-29;3.33
65P;2018-30;7.56
65P;2018-31;11.71
65P;2018-32;7.96
65P;2018-33;1.03
65P;2018-34;0.93
65P;2018-35;-1.64
65P;2018-36;-0.72
65P;2018-37;-1.67
65P;2018-38;-0.22
65P;2018-39;-2.55
65P;2018-40;-0.06
65P;2018-41;1.14
65P;2018-42;-2.99
65P;2018-43;-3.3
65P;2018-44;-0.48
65P;2018-45;-0.19
65P;2018-46;-3.47
65P;2018-47;-2.21
65P;2018-48;-0.84
65P;2018-49;-0.58
65P;2018-50;-1.42
65P;2018-51;1.56
65P;2018-52;0.66
65P;2019-01;4.71
65P;2019-02;8.53
65P;2019-03;8.44
65P;2019-04;8.89
65P;2019-05;9.69
65P;2019-06;10.29
65P;2019-07;8.19
65P;2019-08;7.42
65P;2019-09;7.19
65P;2019-10;4.68
65P;2019-11;3.55
65P;2019-12;-0.12
65P;2019-13;-0.95
65P;2019-14;1.26
65P;2019-15;-0.93
65P;2019-16;1.52
65P;2019-17;1.3
65P;2019-18;-0.72
65P;2019-19;0.42
65P;2019-20;0.97
65P;2019-21;1.1
65P;2019-22;0.53
65P;2019-23;1.69
65P;2019-24;0.82
65P;2019-25;1.3
65P;2019-26;5.58
65P;2019-27;3.42
65P;2019-28;1.39
65P;2019-29;1.27
65P;2019-30;11.56
65P;2019-31;1.88
65P;2019-32;1.3
65P;2019-33;-0.81
65P;2019-34;0.53
65P;2019-35;3.68
65P;2019-36;-2.4
65P;2019-37;-1.02
65P;2019-38;-0.63
65P;2019-39;1.31
65P;2019-40;0.01
65P;2019-41;2.25
65P;2019-42;1.58
65P;2019-43;0.75
65P;2019-44;0.73
65P;2019-45;0.61
65P;2019-46;2.3
65P;2019-47;2.78
65P;2019-48;1.54
65P;2019-49;1.94
65P;2019-50;3.18
65P;2019-51;4.31
65P;2019-52;1.17
65P;2020-01;4
65P;2020-02;6.87
65P;2020-03;4.47
65P;2020-04;3.08
65P;2020-05;5.2
65P;2020-06;1.83
65P;2020-07;2.67
65P;2020-08;-0.73
65P;2020-09;1.25
65P;2020-10;2.41
65P;2020-11;5.52
65P;2020-12;15.7
65P;2020-13;33.62
65P;2020-14;50.29
65P;2020-15;49.4
65P;2020-16;36.81
65P;2020-17;24.21
65P;2020-18;13.85
65P;2020-19;8.95
65P;2020-20;2.75
65P;2020-21;3.22
65P;2020-22;-0.54
65P;2020-23;0.06
65P;2020-24;-1.44
65P;2020-25;-1.21
65P;2020-26;3.51
65P;2020-27;0.31
65P;2020-28;-0.24
65P;2020-29;1.67
65P;2020-30;2.69
65P;2020-31;6.62
65P;2020-32;5.62
65P;2020-33;13.07
65P;2020-34;4.29
65P;2020-35;1.31
65P;2020-36;1.52
65P;2020-37;3.77
65P;2020-38;5.49
65P;2020-39;2.78
65P;2020-40;5.44
65P;2020-41;4.95
65P;2020-42;6.83
65P;2020-43;14
65P;2020-44;18.38
65P;2020-45;21.99
65P;2020-46;23.53
65P;2020-47;22.03
65P;2020-48;21.49
65P;2020-49;22.93
65P;2020-50;23.96
65P;2020-51;23.52
65P;2020-52;22.84
65P;2020-53;24.17
65P;2021-01;26.55
65P;2021-02;29.89
65P;2021-03;31.79
65P;2021-04;26.24
65P;2021-05;18.16
65P;2021-06;12.4
65P;2021-07;9.34
65P;2021-08;2.74
65P;2021-09;-0.28
65P;2021-10;1.24
65P;2021-11;1.29
65P;2021-12;1.74
65P;2021-13;3.34
65P;2021-14;3.81
65P;2021-15;3.7
65P;2021-16;4.73
65P;2021-17;4.12
65P;2021-18;4.87
65P;2021-19;1.63
65P;2021-20;0.13
65P;2021-21;-0.71
65P;2021-22;1.36
65P;2021-23;0.36
65P;2021-24;3.87
65P;2021-25;1.08
65P;2021-26;2.67
65P;2021-27;3.2
65P;2021-28;4.76
65P;2021-29;8.47
65P;2021-30;6.95
65P;2021-31;8.3
65P;2021-32;10.11
65P;2021-33;8.66
65P;2021-34;6.43
65P;2021-35;6.74
65P;2021-36;11.11
65P;2021-37;6.08
65P;2021-38;4.02
65P;2021-39;5.26
65P;2021-40;4.68
65P;2021-41;6.86
65P;2021-42;8.61
65P;2021-43;11.07
65P;2021-44;10.11
65P;2021-45;12.79
65P;2021-46;13.42
65P;2021-47;15.82
65P;2021-48;19.62
65P;2021-49;18.45
65P;2021-50;14.6
65P;2021-51;14.24
65P;2021-52;13.67
65P;2022-01;10.33
65P;2022-02;9.24
65P;2022-03;9.18
65P;2022-04;11.53
65P;2022-05;12.58
65P;2022-06;9.14
65P;2022-07;8.76
65P;2022-08;5.04
65P;2022-09;4.81
65P;2022-10;6.39
65P;2022-11;7.28
65P;2022-12;7.19
65P;2022-13;5.15
65P;2022-14;-4.51
85P;2017-16;-3.01
85P;2017-17;1.44
85P;2017-18;1.27
85P;2017-19;0.59
85P;2017-20;1.23
85P;2017-21;1.18
85P;2017-22;-0.24
85P;2017-23;-2.12
85P;2017-24;1.66
85P;2017-25;5.03
85P;2017-26;0.61
85P;2017-27;3
85P;2017-28;0.07
85P;2017-29;1.83
85P;2017-30;1
85P;2017-31;4.13
85P;2017-32;3.18
85P;2017-33;2
85P;2017-34;2.22
85P;2017-35;0.21
85P;2017-36;-2.73
85P;2017-37;-1.35
85P;2017-38;0.49
85P;2017-39;1.99
85P;2017-40;1.52
85P;2017-41;2.59
85P;2017-42;-0.24
85P;2017-43;-1.45
85P;2017-44;-1.83
85P;2017-45;-1.21
85P;2017-46;0.53
85P;2017-47;0.99
85P;2017-48;-0.08
85P;2017-49;3.63
85P;2017-50;5.64
85P;2017-51;7.05
85P;2017-52;10.54
85P;2018-01;16.74
85P;2018-02;14.06
85P;2018-03;12.99
85P;2018-04;10.21
85P;2018-05;8.7
85P;2018-06;9.12
85P;2018-07;13.05
85P;2018-08;15.72
85P;2018-09;21.65
85P;2018-10;23.97
85P;2018-11;17.12
85P;2018-12;13.04
85P;2018-13;10.01
85P;2018-14;6.88
85P;2018-15;4.62
85P;2018-16;0.99
85P;2018-17;-2.25
85P;2018-18;-3.35
85P;2018-19;-1.92
85P;2018-20;-3.19
85P;2018-21;-1.06
85P;2018-22;0.18
85P;2018-23;-2.22
85P;2018-24;-2.95
85P;2018-25;-0.47
85P;2018-26;2.68
85P;2018-27;4.26
85P;2018-28;1
85P;2018-29;3.69
85P;2018-30;7.36
85P;2018-31;11.43
85P;2018-32;7.76
85P;2018-33;1.46
85P;2018-34;1.35
85P;2018-35;-1.49
85P;2018-36;-0.89
85P;2018-37;-2.1
85P;2018-38;0.29
85P;2018-39;-2.74
85P;2018-40;-0.01
85P;2018-41;1.36
85P;2018-42;-2.61
85P;2018-43;-3.21
85P;2018-44;-0.91
85P;2018-45;-0.54
85P;2018-46;-3.33
85P;2018-47;-2.89
85P;2018-48;-2.33
85P;2018-49;-1.64
85P;2018-50;-2.76
85P;2018-51;0.62
85P;2018-52;-0.15
85P;2019-01;4.81
85P;2019-02;8
85P;2019-03;8.1
85P;2019-04;8.47
85P;2019-05;8.98
85P;2019-06;9.24
85P;2019-07;6.78
85P;2019-08;7.16
85P;2019-09;6.81
85P;2019-10;3.71
85P;2019-11;2.76
85P;2019-12;-0.11
85P;2019-13;-1.54
85P;2019-14;0.68
85P;2019-15;-1.18
85P;2019-16;0.91
85P;2019-17;1.76
85P;2019-18;-0.13
85P;2019-19;-0.03
85P;2019-20;0.95
85P;2019-21;1.12
85P;2019-22;1.35
85P;2019-23;1.06
85P;2019-24;1.12
85P;2019-25;1.06
85P;2019-26;5.37
85P;2019-27;3.09
85P;2019-28;2.17
85P;2019-29;1.7
85P;2019-30;10.7
85P;2019-31;2.06
85P;2019-32;1.58
85P;2019-33;-0.21
85P;2019-34;1.03
85P;2019-35;3.74
85P;2019-36;-2.23
85P;2019-37;-0.98
85P;2019-38;-0.35
85P;2019-39;1.08
85P;2019-40;-0.29
85P;2019-41;2.08
85P;2019-42;1.48
85P;2019-43;0.7
85P;2019-44;0.84
85P;2019-45;0.65
85P;2019-46;1.8
85P;2019-47;3.03
85P;2019-48;1.59
85P;2019-49;1.1
85P;2019-50;1.88
85P;2019-51;3.35
85P;2019-52;0.96
85P;2020-01;4.4
85P;2020-02;7.1
85P;2020-03;4.77
85P;2020-04;2.58
85P;2020-05;4.62
85P;2020-06;1.9
85P;2020-07;2.13
85P;2020-08;-1.4
85P;2020-09;0.64
85P;2020-10;1.89
85P;2020-11;4.11
85P;2020-12;11.82
85P;2020-13;26.86
85P;2020-14;45.15
85P;2020-15;45.93
85P;2020-16;35.8
85P;2020-17;23.97
85P;2020-18;13.63
85P;2020-19;8.89
85P;2020-20;2.27
85P;2020-21;3.9
85P;2020-22;-0.42
85P;2020-23;-0.26
85P;2020-24;-1.82
85P;2020-25;-1.44
85P;2020-26;3.09
85P;2020-27;0.29
85P;2020-28;0.14
85P;2020-29;1.36
85P;2020-30;2.92
85P;2020-31;6.93
85P;2020-32;5.79
85P;2020-33;12.26
85P;2020-34;4.94
85P;2020-35;1.35
85P;2020-36;1.42
85P;2020-37;3.08
85P;2020-38;5.44
85P;2020-39;1
85P;2020-40;4.18
85P;2020-41;3.55
85P;2020-42;4.94
85P;2020-43;12.01
85P;2020-44;14.78
85P;2020-45;18.39
85P;2020-46;19.56
85P;2020-47;18.29
85P;2020-48;17.6
85P;2020-49;18.85
85P;2020-50;20.33
85P;2020-51;19.54
85P;2020-52;19.11
85P;2020-53;20.15
85P;2021-01;23.18
85P;2021-02;25.88
85P;2021-03;27.59
85P;2021-04;22.83
85P;2021-05;14.29
85P;2021-06;8.75
85P;2021-07;5.91
85P;2021-08;-0.35
85P;2021-09;-4.37
85P;2021-10;-2.55
85P;2021-11;-3.09
85P;2021-12;-2.77
85P;2021-13;-2.33
85P;2021-14;-1.47
85P;2021-15;-1
85P;2021-16;-0.07
85P;2021-17;-0.24
85P;2021-18;0.48
85P;2021-19;-1.7
85P;2021-20;-3.17
85P;2021-21;-2.25
85P;2021-22;-0.19
85P;2021-23;-1.69
85P;2021-24;2.68
85P;2021-25;-0.04
85P;2021-26;1.44
85P;2021-27;2.55
85P;2021-28;3.65
85P;2021-29;7.15
85P;2021-30;5.31
85P;2021-31;7.66
85P;2021-32;9.82
85P;2021-33;7.85
85P;2021-34;4.94
85P;2021-35;4.7
85P;2021-36;8.97
85P;2021-37;4.4
85P;2021-38;2.24
85P;2021-39;3.1
85P;2021-40;2.73
85P;2021-41;4.67
85P;2021-42;6.84
85P;2021-43;8.14
85P;2021-44;7.39
85P;2021-45;9.75
85P;2021-46;9.43
85P;2021-47;10.46
85P;2021-48;14.22
85P;2021-49;14.06
85P;2021-50;10.21
85P;2021-51;9.84
85P;2021-52;9.48
85P;2022-01;7.66
85P;2022-02;6.98
85P;2022-03;7.68
85P;2022-04;9.34
85P;2022-05;10.97
85P;2022-06;7.86
85P;2022-07;7.65
85P;2022-08;5.88
85P;2022-09;4.11
85P;2022-10;4.64
85P;2022-11;5.8
85P;2022-12;6.63
85P;2022-13;4.72
85P;2022-14;-3.51
