group;week;zscore
45to64;2019-32;-1.52
45to64;2019-33;-3.4
45to64;2019-34;-2.11
45to64;2019-35;0.52
45to64;2019-36;-1.29
45to64;2019-37;-1.7
45to64;2019-38;0.37
45to64;2019-39;1.24
45to64;2019-40;-0.12
45to64;2019-41;1.21
45to64;2019-42;-0.75
45to64;2019-43;-1.01
45to64;2019-44;-0.08
45to64;2019-45;2.55
45to64;2019-46;1.11
45to64;2019-47;0.39
45to64;2019-48;1.2
45to64;2019-49;3.84
45to64;2019-50;2.48
45to64;2019-51;4.22
45to64;2019-52;0.94
45to64;2020-01;4.03
45to64;2020-02;4.8
45to64;2020-03;4.45
45to64;2020-04;2.2
45to64;2020-05;4.38
45to64;2020-06;3.21
45to64;2020-07;2.25
45to64;2020-08;1.25
45to64;2020-09;2.01
45to64;2020-10;2.35
45to64;2020-11;4.51
45to64;2020-12;9.27
45to64;2020-13;15.86
45to64;2020-14;22.55
45to64;2020-15;20.54
45to64;2020-16;13.16
45to64;2020-17;8.64
45to64;2020-18;3.88
45to64;2020-19;4.28
45to64;2020-20;2.53
45to64;2020-21;2.97
45to64;2020-22;2.5
45to64;2020-23;0.55
45to64;2020-24;0.87
45to64;2020-25;-1.31
45to64;2020-26;2.1
45to64;2020-27;0.67
45to64;2020-28;0.31
45to64;2020-29;0.4
45to64;2020-30;1.37
45to64;2020-31;3.18
45to64;2020-32;2.64
45to64;2020-33;6.89
45to64;2020-34;0.47
45to64;2020-35;-0.13
45to64;2020-36;1.19
45to64;2020-37;1.49
45to64;2020-38;2.91
45to64;2020-39;2
45to64;2020-40;3.41
45to64;2020-41;4.23
45to64;2020-42;4.69
45to64;2020-43;7.54
45to64;2020-44;7.86
45to64;2020-45;9.47
45to64;2020-46;11.47
45to64;2020-47;10.32
45to64;2020-48;12.83
45to64;2020-49;11.51
45to64;2020-50;13.24
45to64;2020-51;10.64
45to64;2020-52;12.23
45to64;2020-53;12.79
45to64;2021-01;16.3
45to64;2021-02;17.2
45to64;2021-03;17.27
45to64;2021-04;13.68
45to64;2021-05;11.93
45to64;2021-06;10.31
45to64;2021-07;9.28
45to64;2021-08;5.55
45to64;2021-09;4.9
45to64;2021-10;6.65
45to64;2021-11;5.58
45to64;2021-12;7.11
45to64;2021-13;8.47
45to64;2021-14;8.4
45to64;2021-15;9.4
45to64;2021-16;9.6
45to64;2021-17;9.37
45to64;2021-18;8.19
45to64;2021-19;5.11
45to64;2021-20;3.85
45to64;2021-21;3.76
45to64;2021-22;4.55
45to64;2021-23;3.05
45to64;2021-24;3.36
45to64;2021-25;3.02
45to64;2021-26;5.06
45to64;2021-27;2.86
45to64;2021-28;4.23
45to64;2021-29;5.67
45to64;2021-30;4.09
45to64;2021-31;6.01
45to64;2021-32;5.36
45to64;2021-33;5.63
45to64;2021-34;4.34
45to64;2021-35;6.73
45to64;2021-36;7.74
45to64;2021-37;3.62
45to64;2021-38;6.03
45to64;2021-39;4.61
45to64;2021-40;6.77
45to64;2021-41;8.67
45to64;2021-42;7.25
45to64;2021-43;7.97
45to64;2021-44;8.42
45to64;2021-45;10.91
45to64;2021-46;12.82
45to64;2021-47;15.16
45to64;2021-48;17.39
45to64;2021-49;17.09
45to64;2021-50;14.72
45to64;2021-51;15
45to64;2021-52;14.24
45to64;2022-01;11.45
45to64;2022-02;9.51
45to64;2022-03;7.67
45to64;2022-04;8.14
45to64;2022-05;7.96
45to64;2022-06;5.92
45to64;2022-07;4.94
45to64;2022-08;3.14
45to64;2022-09;3.82
45to64;2022-10;2.77
45to64;2022-11;3.65
45to64;2022-12;3.53
45to64;2022-13;4.68
45to64;2022-14;5.17
45to64;2022-15;4.21
45to64;2022-16;1.25
45to64;2022-17;2.58
45to64;2022-18;3.41
45to64;2022-19;3.46
45to64;2022-20;2.58
45to64;2022-21;-0.34
45to64;2022-22;1.08
45to64;2022-23;1.25
45to64;2022-24;2.92
45to64;2022-25;3.14
45to64;2022-26;5.24
45to64;2022-27;4.05
45to64;2022-28;7.14
45to64;2022-29;9.03
45to64;2022-30;5.17
45to64;2022-31;4.27
45to64;2022-32;5.53
45to64;2022-33;3.75
45to64;2022-34;3.08
45to64;2022-35;1.59
45to64;2022-36;0.09
45to64;2022-37;0.27
45to64;2022-38;3.66
45to64;2022-39;3.97
45to64;2022-40;4.36
45to64;2022-41;3
45to64;2022-42;0.77
45to64;2022-43;-4.5
65to74;2016-45;1.07
65to74;2016-46;1.75
65to74;2016-47;0.84
65to74;2016-48;0.9
65to74;2016-49;2.86
65to74;2016-50;3.74
65to74;2016-51;7.02
65to74;2016-52;8.79
65to74;2017-01;11.84
65to74;2017-02;12.73
65to74;2017-03;9.43
65to74;2017-04;9.09
65to74;2017-05;12.12
65to74;2017-06;6.1
65to74;2017-07;6.01
65to74;2017-08;4.87
65to74;2017-09;2.85
65to74;2017-10;0.84
65to74;2017-11;-0.68
65to74;2017-12;-2.19
65to74;2017-13;-1.11
65to74;2017-14;-0.63
65to74;2017-15;-1.37
65to74;2017-16;-1.01
65to74;2017-17;0.61
65to74;2017-18;1.7
65to74;2017-19;1.28
65to74;2017-20;1.74
65to74;2017-21;-0.13
65to74;2017-22;-0.62
65to74;2017-23;-1.84
65to74;2017-24;-1.01
65to74;2017-25;2.38
65to74;2017-26;0.72
65to74;2017-27;1.91
65to74;2017-28;-0.05
65to74;2017-29;1.66
65to74;2017-30;-0.84
65to74;2017-31;0.92
65to74;2017-32;-0.6
65to74;2017-33;-0.05
65to74;2017-34;-1.06
65to74;2017-35;-1.66
65to74;2017-36;-1.49
65to74;2017-37;0.68
65to74;2017-38;1.31
65to74;2017-39;0.63
65to74;2017-40;0.38
65to74;2017-41;1.88
65to74;2017-42;1.52
65to74;2017-43;-0.22
65to74;2017-44;-0.27
65to74;2017-45;-0.18
65to74;2017-46;0.72
65to74;2017-47;1.84
65to74;2017-48;1.2
65to74;2017-49;3.65
65to74;2017-50;3.88
65to74;2017-51;4.62
65to74;2017-52;7.2
65to74;2018-01;8.65
65to74;2018-02;7
65to74;2018-03;8.23
65to74;2018-04;4.32
65to74;2018-05;5.52
65to74;2018-06;7.37
65to74;2018-07;8.18
65to74;2018-08;10.49
65to74;2018-09;15.05
65to74;2018-10;15.47
65to74;2018-11;11.11
65to74;2018-12;9.32
65to74;2018-13;5.66
65to74;2018-14;4.45
65to74;2018-15;2.44
65to74;2018-16;1.35
65to74;2018-17;-1.29
65to74;2018-18;-2.52
65to74;2018-19;-1.57
65to74;2018-20;-1.03
65to74;2018-21;-1.47
65to74;2018-22;1.54
65to74;2018-23;-1.94
65to74;2018-24;-1.6
65to74;2018-25;0.42
65to74;2018-26;1.62
65to74;2018-27;1.45
65to74;2018-28;-0.52
65to74;2018-29;2.65
65to74;2018-30;3.01
65to74;2018-31;6.83
65to74;2018-32;4.7
65to74;2018-33;-0.9
65to74;2018-34;0.18
65to74;2018-35;-1.1
65to74;2018-36;-0.71
65to74;2018-37;-0.14
65to74;2018-38;0.28
65to74;2018-39;-1.48
65to74;2018-40;1.56
65to74;2018-41;0.56
65to74;2018-42;-1.57
65to74;2018-43;-1.92
65to74;2018-44;-0.11
65to74;2018-45;0.9
65to74;2018-46;-2.01
65to74;2018-47;-1.27
65to74;2018-48;0.69
65to74;2018-49;0.21
65to74;2018-50;1.91
65to74;2018-51;2.27
65to74;2018-52;2.52
65to74;2019-01;3.57
65to74;2019-02;6.22
65to74;2019-03;6.01
65to74;2019-04;6.3
65to74;2019-05;7.47
65to74;2019-06;8.17
65to74;2019-07;6.72
65to74;2019-08;6.66
65to74;2019-09;5.22
65to74;2019-10;4.16
65to74;2019-11;3.47
65to74;2019-12;0.73
65to74;2019-13;-0.94
65to74;2019-14;1.65
65to74;2019-15;-0.91
65to74;2019-16;1.86
65to74;2019-17;-0.51
65to74;2019-18;-1.82
65to74;2019-19;-0.25
65to74;2019-20;0.12
65to74;2019-21;-0.29
65to74;2019-22;0.23
65to74;2019-23;2.01
65to74;2019-24;-0.11
65to74;2019-25;0.95
65to74;2019-26;3.43
65to74;2019-27;1.98
65to74;2019-28;-1.04
65to74;2019-29;-1.03
65to74;2019-30;6.76
65to74;2019-31;0.78
65to74;2019-32;-0.95
65to74;2019-33;-1.55
65to74;2019-34;-1.34
65to74;2019-35;1.54
65to74;2019-36;-2.74
65to74;2019-37;-0.67
65to74;2019-38;-0.93
65to74;2019-39;0.47
65to74;2019-40;0.68
65to74;2019-41;0.76
65to74;2019-42;0.2
65to74;2019-43;1.45
65to74;2019-44;-0.26
65to74;2019-45;0.16
65to74;2019-46;0.2
65to74;2019-47;1.12
65to74;2019-48;0
65to74;2019-49;3.28
65to74;2019-50;3.81
65to74;2019-51;4.37
65to74;2019-52;1.03
65to74;2020-01;3.37
65to74;2020-02;4.66
65to74;2020-03;2.98
65to74;2020-04;4.23
65to74;2020-05;4.72
65to74;2020-06;2.44
65to74;2020-07;2.26
65to74;2020-08;0.9
65to74;2020-09;1.31
65to74;2020-10;2.18
65to74;2020-11;6.1
65to74;2020-12;14.28
65to74;2020-13;26.28
65to74;2020-14;33.35
65to74;2020-15;29.96
65to74;2020-16;19.67
65to74;2020-17;13.32
65to74;2020-18;6.96
65to74;2020-19;4.83
65to74;2020-20;1.9
65to74;2020-21;0.79
65to74;2020-22;0.2
65to74;2020-23;0.43
65to74;2020-24;-1.51
65to74;2020-25;-0.5
65to74;2020-26;3.93
65to74;2020-27;0.85
65to74;2020-28;-1.81
65to74;2020-29;-0.44
65to74;2020-30;0.85
65to74;2020-31;1.93
65to74;2020-32;2.23
65to74;2020-33;7.3
65to74;2020-34;1.15
65to74;2020-35;0.51
65to74;2020-36;1.28
65to74;2020-37;2.36
65to74;2020-38;2.16
65to74;2020-39;3.81
65to74;2020-40;4.91
65to74;2020-41;4.18
65to74;2020-42;6.01
65to74;2020-43;10.74
65to74;2020-44;14.49
65to74;2020-45;16.09
65to74;2020-46;17.52
65to74;2020-47;16.34
65to74;2020-48;17.19
65to74;2020-49;19.26
65to74;2020-50;16.78
65to74;2020-51;16.83
65to74;2020-52;16.87
65to74;2020-53;17
65to74;2021-01;17.42
65to74;2021-02;21.04
65to74;2021-03;21.43
65to74;2021-04;19.09
65to74;2021-05;15.24
65to74;2021-06;11.67
65to74;2021-07;11.34
65to74;2021-08;6.26
65to74;2021-09;6.32
65to74;2021-10;8.32
65to74;2021-11;8.63
65to74;2021-12;8.98
65to74;2021-13;9.92
65to74;2021-14;11.59
65to74;2021-15;10.73
65to74;2021-16;11.79
65to74;2021-17;9.55
65to74;2021-18;12.06
65to74;2021-19;7.18
65to74;2021-20;6.62
65to74;2021-21;2.71
65to74;2021-22;4.49
65to74;2021-23;4.29
65to74;2021-24;4.94
65to74;2021-25;2.42
65to74;2021-26;3.75
65to74;2021-27;3.66
65to74;2021-28;5.64
65to74;2021-29;6.67
65to74;2021-30;5.17
65to74;2021-31;5.81
65to74;2021-32;7
65to74;2021-33;6.42
65to74;2021-34;5.23
65to74;2021-35;6.49
65to74;2021-36;9.7
65to74;2021-37;5.23
65to74;2021-38;5.17
65to74;2021-39;6.59
65to74;2021-40;6.22
65to74;2021-41;8.68
65to74;2021-42;7.56
65to74;2021-43;10.46
65to74;2021-44;9.85
65to74;2021-45;12.16
65to74;2021-46;13.06
65to74;2021-47;17.04
65to74;2021-48;20.17
65to74;2021-49;17.92
65to74;2021-50;16.04
65to74;2021-51;15.87
65to74;2021-52;14.66
65to74;2022-01;10.75
65to74;2022-02;10.4
65to74;2022-03;7.77
65to74;2022-04;10.28
65to74;2022-05;9.68
65to74;2022-06;7.1
65to74;2022-07;7.39
65to74;2022-08;3.89
65to74;2022-09;4.35
65to74;2022-10;5.32
65to74;2022-11;5.74
65to74;2022-12;6.44
65to74;2022-13;6.44
65to74;2022-14;7.72
65to74;2022-15;5.73
65to74;2022-16;5.15
65to74;2022-17;5.14
65to74;2022-18;5.16
65to74;2022-19;4.61
65to74;2022-20;3.43
65to74;2022-21;-0.34
65to74;2022-22;3.45
65to74;2022-23;3.4
65to74;2022-24;6.15
65to74;2022-25;6.51
65to74;2022-26;5.79
65to74;2022-27;5.05
65to74;2022-28;8.69
65to74;2022-29;12.84
65to74;2022-30;8.96
65to74;2022-31;6.78
65to74;2022-32;7.42
65to74;2022-33;5.51
65to74;2022-34;2.68
65to74;2022-35;0.49
65to74;2022-36;3.06
65to74;2022-37;1.45
65to74;2022-38;3.66
65to74;2022-39;6.53
65to74;2022-40;7.93
65to74;2022-41;7.47
65to74;2022-42;2.55
65to74;2022-43;-5.13
75to84;2016-45;2.43
75to84;2016-46;4.12
75to84;2016-47;1.33
75to84;2016-48;2.19
75to84;2016-49;2.77
75to84;2016-50;4.08
75to84;2016-51;7.48
75to84;2016-52;11.25
75to84;2017-01;15.35
75to84;2017-02;17.42
75to84;2017-03;13.55
75to84;2017-04;14.41
75to84;2017-05;15.19
75to84;2017-06;10.35
75to84;2017-07;9.11
75to84;2017-08;6.66
75to84;2017-09;4.28
75to84;2017-10;1.07
75to84;2017-11;-0.29
75to84;2017-12;-1.88
75to84;2017-13;-1.65
75to84;2017-14;-2.43
75to84;2017-15;-2.55
75to84;2017-16;-1.65
75to84;2017-17;0.5
75to84;2017-18;0.42
75to84;2017-19;1.63
75to84;2017-20;1.15
75to84;2017-21;0.16
75to84;2017-22;0.22
75to84;2017-23;-3.78
75to84;2017-24;0.9
75to84;2017-25;4.12
75to84;2017-26;1.31
75to84;2017-27;2.97
75to84;2017-28;-1.02
75to84;2017-29;0.37
75to84;2017-30;0.67
75to84;2017-31;2.64
75to84;2017-32;0.07
75to84;2017-33;-0.79
75to84;2017-34;-0.09
75to84;2017-35;-0.68
75to84;2017-36;-2.27
75to84;2017-37;-0.46
75to84;2017-38;-0.06
75to84;2017-39;1.64
75to84;2017-40;1.04
75to84;2017-41;2.24
75to84;2017-42;0.21
75to84;2017-43;-1.68
75to84;2017-44;-1.99
75to84;2017-45;-1.42
75to84;2017-46;0.09
75to84;2017-47;0.83
75to84;2017-48;1.71
75to84;2017-49;3.14
75to84;2017-50;6.03
75to84;2017-51;6.15
75to84;2017-52;7.69
75to84;2018-01;9.86
75to84;2018-02;8.38
75to84;2018-03;7.99
75to84;2018-04;6.53
75to84;2018-05;6
75to84;2018-06;7.29
75to84;2018-07;9.25
75to84;2018-08;10.34
75to84;2018-09;17.81
75to84;2018-10;19.75
75to84;2018-11;13.67
75to84;2018-12;9.3
75to84;2018-13;8.25
75to84;2018-14;5.56
75to84;2018-15;3.6
75to84;2018-16;0.99
75to84;2018-17;-2.72
75to84;2018-18;-1.96
75to84;2018-19;-2.28
75to84;2018-20;-3.42
75to84;2018-21;-0.68
75to84;2018-22;0.61
75to84;2018-23;0.43
75to84;2018-24;-3.07
75to84;2018-25;-1.29
75to84;2018-26;2.22
75to84;2018-27;1.96
75to84;2018-28;0.03
75to84;2018-29;1.17
75to84;2018-30;6.53
75to84;2018-31;9.2
75to84;2018-32;6.13
75to84;2018-33;0.81
75to84;2018-34;-0.01
75to84;2018-35;-1.66
75to84;2018-36;-0.25
75to84;2018-37;-1.06
75to84;2018-38;-0.82
75to84;2018-39;-1.58
75to84;2018-40;-1.09
75to84;2018-41;0.85
75to84;2018-42;-2.78
75to84;2018-43;-2.17
75to84;2018-44;-0.09
75to84;2018-45;0.12
75to84;2018-46;-2.53
75to84;2018-47;-0.24
75to84;2018-48;1
75to84;2018-49;0.88
75to84;2018-50;-0.11
75to84;2018-51;1.81
75to84;2018-52;0.57
75to84;2019-01;2.84
75to84;2019-02;6.25
75to84;2019-03;5.93
75to84;2019-04;6.07
75to84;2019-05;6.76
75to84;2019-06;7.74
75to84;2019-07;6.66
75to84;2019-08;4.19
75to84;2019-09;5.24
75to84;2019-10;3.65
75to84;2019-11;2.56
75to84;2019-12;-0.62
75to84;2019-13;0.33
75to84;2019-14;1.41
75to84;2019-15;-0.19
75to84;2019-16;1.35
75to84;2019-17;0.84
75to84;2019-18;-1.08
75to84;2019-19;1.05
75to84;2019-20;1.22
75to84;2019-21;1.24
75to84;2019-22;-0.56
75to84;2019-23;1.53
75to84;2019-24;0.53
75to84;2019-25;1.05
75to84;2019-26;4.23
75to84;2019-27;2.72
75to84;2019-28;0.65
75to84;2019-29;0.98
75to84;2019-30;9.96
75to84;2019-31;1.04
75to84;2019-32;1.36
75to84;2019-33;-1.4
75to84;2019-34;0.73
75to84;2019-35;2.71
75to84;2019-36;-1.53
75to84;2019-37;-0.68
75to84;2019-38;-0.62
75to84;2019-39;1.18
75to84;2019-40;0.23
75to84;2019-41;2.15
75to84;2019-42;1.71
75to84;2019-43;0.44
75to84;2019-44;0.98
75to84;2019-45;0.49
75to84;2019-46;3.01
75to84;2019-47;2.29
75to84;2019-48;1.62
75to84;2019-49;1.36
75to84;2019-50;3.21
75to84;2019-51;3.64
75to84;2019-52;1.08
75to84;2020-01;1.57
75to84;2020-02;4.21
75to84;2020-03;2.5
75to84;2020-04;1.5
75to84;2020-05;3.91
75to84;2020-06;0.6
75to84;2020-07;2.5
75to84;2020-08;-0.4
75to84;2020-09;1.57
75to84;2020-10;2.24
75to84;2020-11;4.72
75to84;2020-12;14.32
75to84;2020-13;30.69
75to84;2020-14;41.82
75to84;2020-15;40.38
75to84;2020-16;29.12
75to84;2020-17;18.4
75to84;2020-18;10.93
75to84;2020-19;6.69
75to84;2020-20;2.7
75to84;2020-21;1.73
75to84;2020-22;-0.78
75to84;2020-23;0.47
75to84;2020-24;-0.18
75to84;2020-25;-0.76
75to84;2020-26;1.99
75to84;2020-27;0.03
75to84;2020-28;0.24
75to84;2020-29;2.05
75to84;2020-30;2.09
75to84;2020-31;5.07
75to84;2020-32;4.25
75to84;2020-33;10.87
75to84;2020-34;2.59
75to84;2020-35;1.04
75to84;2020-36;1.1
75to84;2020-37;3.04
75to84;2020-38;4.34
75to84;2020-39;2.89
75to84;2020-40;4.76
75to84;2020-41;4.37
75to84;2020-42;6.4
75to84;2020-43;11.42
75to84;2020-44;16.69
75to84;2020-45;19.77
75to84;2020-46;21.37
75to84;2020-47;19.9
75to84;2020-48;19.07
75to84;2020-49;19.85
75to84;2020-50;21.22
75to84;2020-51;20.8
75to84;2020-52;19.93
75to84;2020-53;21.58
75to84;2021-01;22.52
75to84;2021-02;24.75
75to84;2021-03;26.61
75to84;2021-04;20.98
75to84;2021-05;15.82
75to84;2021-06;11.33
75to84;2021-07;8.35
75to84;2021-08;4.1
75to84;2021-09;2.3
75to84;2021-10;2.12
75to84;2021-11;2.78
75to84;2021-12;3.22
75to84;2021-13;6.16
75to84;2021-14;4.84
75to84;2021-15;4.63
75to84;2021-16;5.58
75to84;2021-17;5.22
75to84;2021-18;4.96
75to84;2021-19;2.54
75to84;2021-20;1.02
75to84;2021-21;0.01
75to84;2021-22;1.01
75to84;2021-23;0.72
75to84;2021-24;3.2
75to84;2021-25;1.31
75to84;2021-26;2.17
75to84;2021-27;1.77
75to84;2021-28;3.48
75to84;2021-29;6.64
75to84;2021-30;5.96
75to84;2021-31;6.04
75to84;2021-32;6.41
75to84;2021-33;6.18
75to84;2021-34;5.1
75to84;2021-35;5.63
75to84;2021-36;8.94
75to84;2021-37;5.16
75to84;2021-38;3.53
75to84;2021-39;4.75
75to84;2021-40;3.92
75to84;2021-41;5.52
75to84;2021-42;6.96
75to84;2021-43;9.86
75to84;2021-44;8.91
75to84;2021-45;10.85
75to84;2021-46;12.65
75to84;2021-47;15
75to84;2021-48;17.29
75to84;2021-49;15.6
75to84;2021-50;12.53
75to84;2021-51;12.33
75to84;2021-52;12.04
75to84;2022-01;8.22
75to84;2022-02;6.8
75to84;2022-03;7.13
75to84;2022-04;8.44
75to84;2022-05;9.01
75to84;2022-06;6.7
75to84;2022-07;6.18
75to84;2022-08;4.45
75to84;2022-09;3.33
75to84;2022-10;5.49
75to84;2022-11;6.16
75to84;2022-12;5.96
75to84;2022-13;8.11
75to84;2022-14;8.99
75to84;2022-15;8.05
75to84;2022-16;4.71
75to84;2022-17;4.35
75to84;2022-18;4.38
75to84;2022-19;4.84
75to84;2022-20;4.03
75to84;2022-21;0.84
75to84;2022-22;4.06
75to84;2022-23;2.78
75to84;2022-24;6.97
75to84;2022-25;7.05
75to84;2022-26;6.31
75to84;2022-27;8.16
75to84;2022-28;11.92
75to84;2022-29;17.08
75to84;2022-30;12.33
75to84;2022-31;10.24
75to84;2022-32;11.73
75to84;2022-33;8.57
75to84;2022-34;5.25
75to84;2022-35;3.27
75to84;2022-36;4.09
75to84;2022-37;2.49
75to84;2022-38;4.91
75to84;2022-39;8.19
75to84;2022-40;9.59
75to84;2022-41;10
75to84;2022-42;5.51
75to84;2022-43;-3.71
65P;2016-45;2.45
65P;2016-46;3.8
65P;2016-47;1.65
65P;2016-48;1.46
65P;2016-49;3.61
65P;2016-50;5.12
65P;2016-51;9.06
65P;2016-52;14.81
65P;2017-01;21.81
65P;2017-02;24.71
65P;2017-03;20.07
65P;2017-04;20.22
65P;2017-05;20.77
65P;2017-06;14.34
65P;2017-07;12.43
65P;2017-08;9.34
65P;2017-09;5.93
65P;2017-10;1.99
65P;2017-11;-0.56
65P;2017-12;-2.57
65P;2017-13;-1.94
65P;2017-14;-2.85
65P;2017-15;-2.75
65P;2017-16;-2.66
65P;2017-17;1
65P;2017-18;1.14
65P;2017-19;1.17
65P;2017-20;1.42
65P;2017-21;0.57
65P;2017-22;-0.22
65P;2017-23;-3.11
65P;2017-24;1.02
65P;2017-25;4.68
65P;2017-26;0.8
65P;2017-27;2.94
65P;2017-28;-0.48
65P;2017-29;1.37
65P;2017-30;0.42
65P;2017-31;3.42
65P;2017-32;1.54
65P;2017-33;0.65
65P;2017-34;0.83
65P;2017-35;-0.61
65P;2017-36;-2.86
65P;2017-37;-0.84
65P;2017-38;0.53
65P;2017-39;1.72
65P;2017-40;1.34
65P;2017-41;2.65
65P;2017-42;0.23
65P;2017-43;-1.59
65P;2017-44;-1.9
65P;2017-45;-1.09
65P;2017-46;0.55
65P;2017-47;1.23
65P;2017-48;0.91
65P;2017-49;4.02
65P;2017-50;6.29
65P;2017-51;7.22
65P;2017-52;10.43
65P;2018-01;14.99
65P;2018-02;12.59
65P;2018-03;11.97
65P;2018-04;9.21
65P;2018-05;8.35
65P;2018-06;9.4
65P;2018-07;12.55
65P;2018-08;15.03
65P;2018-09;22.18
65P;2018-10;24.3
65P;2018-11;17.21
65P;2018-12;12.85
65P;2018-13;10.02
65P;2018-14;7.05
65P;2018-15;4.5
65P;2018-16;1.31
65P;2018-17;-2.58
65P;2018-18;-3.08
65P;2018-19;-2.2
65P;2018-20;-3.24
65P;2018-21;-1.14
65P;2018-22;0.58
65P;2018-23;-1.53
65P;2018-24;-3.15
65P;2018-25;-0.77
65P;2018-26;2.53
65P;2018-27;3.2
65P;2018-28;0.24
65P;2018-29;3.01
65P;2018-30;7.06
65P;2018-31;11.38
65P;2018-32;7.64
65P;2018-33;0.9
65P;2018-34;0.6
65P;2018-35;-1.74
65P;2018-36;-0.73
65P;2018-37;-1.63
65P;2018-38;-0.28
65P;2018-39;-2.41
65P;2018-40;0.06
65P;2018-41;1.29
65P;2018-42;-2.87
65P;2018-43;-2.96
65P;2018-44;-0.68
65P;2018-45;-0.06
65P;2018-46;-3.16
65P;2018-47;-1.82
65P;2018-48;-0.75
65P;2018-49;-0.44
65P;2018-50;-1.05
65P;2018-51;1.6
65P;2018-52;0.8
65P;2019-01;4.56
65P;2019-02;8.3
65P;2019-03;8.19
65P;2019-04;8.57
65P;2019-05;9.27
65P;2019-06;9.97
65P;2019-07;7.84
65P;2019-08;7.24
65P;2019-09;7.07
65P;2019-10;4.6
65P;2019-11;3.32
65P;2019-12;0.01
65P;2019-13;-0.82
65P;2019-14;1.41
65P;2019-15;-0.74
65P;2019-16;1.54
65P;2019-17;1.2
65P;2019-18;-0.81
65P;2019-19;0.36
65P;2019-20;1.07
65P;2019-21;1.08
65P;2019-22;0.57
65P;2019-23;1.68
65P;2019-24;0.75
65P;2019-25;1.23
65P;2019-26;5.36
65P;2019-27;3.13
65P;2019-28;1.26
65P;2019-29;1.1
65P;2019-30;11.2
65P;2019-31;1.67
65P;2019-32;1.21
65P;2019-33;-1
65P;2019-34;0.59
65P;2019-35;3.31
65P;2019-36;-2.41
65P;2019-37;-0.96
65P;2019-38;-0.59
65P;2019-39;1.07
65P;2019-40;0.21
65P;2019-41;2.13
65P;2019-42;1.55
65P;2019-43;0.89
65P;2019-44;0.85
65P;2019-45;0.68
65P;2019-46;2.24
65P;2019-47;2.96
65P;2019-48;1.73
65P;2019-49;2.02
65P;2019-50;3.36
65P;2019-51;4.5
65P;2019-52;1.3
65P;2020-01;3.94
65P;2020-02;6.64
65P;2020-03;4.47
65P;2020-04;3.24
65P;2020-05;5.42
65P;2020-06;2.16
65P;2020-07;2.85
65P;2020-08;-0.36
65P;2020-09;1.61
65P;2020-10;2.71
65P;2020-11;5.65
65P;2020-12;15.58
65P;2020-13;32.65
65P;2020-14;48.67
65P;2020-15;47.88
65P;2020-16;35.65
65P;2020-17;23.65
65P;2020-18;13.71
65P;2020-19;8.91
65P;2020-20;3.04
65P;2020-21;3.09
65P;2020-22;-0.15
65P;2020-23;0.41
65P;2020-24;-1.29
65P;2020-25;-1.07
65P;2020-26;3.61
65P;2020-27;0.5
65P;2020-28;-0.1
65P;2020-29;1.52
65P;2020-30;2.64
65P;2020-31;6.19
65P;2020-32;5.39
65P;2020-33;12.54
65P;2020-34;4.01
65P;2020-35;1.33
65P;2020-36;1.53
65P;2020-37;3.42
65P;2020-38;5.12
65P;2020-39;2.56
65P;2020-40;5.14
65P;2020-41;4.61
65P;2020-42;6.54
65P;2020-43;13.55
65P;2020-44;18.07
65P;2020-45;21.67
65P;2020-46;23.28
65P;2020-47;21.61
65P;2020-48;21.22
65P;2020-49;22.57
65P;2020-50;23.41
65P;2020-51;22.87
65P;2020-52;22.29
65P;2020-53;23.45
65P;2021-01;25.64
65P;2021-02;28.66
65P;2021-03;30.49
65P;2021-04;25
65P;2021-05;17.65
65P;2021-06;12.07
65P;2021-07;9.36
65P;2021-08;3.16
65P;2021-09;0.32
65P;2021-10;1.49
65P;2021-11;1.57
65P;2021-12;2.08
65P;2021-13;3.74
65P;2021-14;3.86
65P;2021-15;4.01
65P;2021-16;4.92
65P;2021-17;4.21
65P;2021-18;5.17
65P;2021-19;1.95
65P;2021-20;0.31
65P;2021-21;-0.41
65P;2021-22;1.58
65P;2021-23;0.61
65P;2021-24;4.06
65P;2021-25;1.16
65P;2021-26;2.78
65P;2021-27;2.94
65P;2021-28;4.79
65P;2021-29;8.08
65P;2021-30;6.56
65P;2021-31;7.83
65P;2021-32;9.47
65P;2021-33;8.04
65P;2021-34;5.84
65P;2021-35;6.17
65P;2021-36;10.65
65P;2021-37;5.6
65P;2021-38;3.86
65P;2021-39;5.13
65P;2021-40;4.58
65P;2021-41;6.81
65P;2021-42;8.32
65P;2021-43;10.8
65P;2021-44;9.86
65P;2021-45;12.32
65P;2021-46;13.25
65P;2021-47;15.55
65P;2021-48;19.17
65P;2021-49;17.88
65P;2021-50;14.23
65P;2021-51;13.91
65P;2021-52;13.38
65P;2022-01;10.09
65P;2022-02;9.03
65P;2022-03;8.96
65P;2022-04;11.14
65P;2022-05;11.9
65P;2022-06;8.75
65P;2022-07;8.52
65P;2022-08;4.76
65P;2022-09;4.77
65P;2022-10;6.39
65P;2022-11;7.13
65P;2022-12;8.08
65P;2022-13;9.35
65P;2022-14;11.14
65P;2022-15;9.9
65P;2022-16;6.86
65P;2022-17;6.25
65P;2022-18;5.4
65P;2022-19;5.7
65P;2022-20;4.99
65P;2022-21;0.74
65P;2022-22;4.28
65P;2022-23;3.98
65P;2022-24;8.77
65P;2022-25;8.12
