"excess_mortality_x","excess_mortality_x_date","excess_mortality_week","excess_mortality_y"
"148","2020-05-28","2020W22","-34.932005432273854"
"155","2020-06-04","2020W23","-31.79309878245101"
"162","2020-06-11","2020W24","-4.227346305267702"
"169","2020-06-18","2020W25","68.63846490226274"
"176","2020-06-25","2020W26","28.687645435256627"
"183","2020-07-02","2020W27","9.815297279158244"
"190","2020-07-09","2020W28","-37.07016274720354"
"197","2020-07-16","2020W29","43.95432807137263"
"204","2020-07-23","2020W30","-10.172402315957243"
"211","2020-07-30","2020W31","9.505130601509904"
"218","2020-08-06","2020W32","-18.040281773286893"
"225","2020-08-13","2020W33","4.181858688575289"
"232","2020-08-20","2020W34","41.17990030442081"
"239","2020-08-27","2020W35","10.979926508610447"
"246","2020-09-03","2020W36","-3.374616170572722"
"253","2020-09-10","2020W37","136.17645821903375"
"260","2020-09-17","2020W38","51.709208688499984"
"267","2020-09-24","2020W39","87.31447071857906"
"274","2020-10-01","2020W40","-32.903454743904376"
"281","2020-10-08","2020W41","-34.828307782925094"
"288","2020-10-15","2020W42","45.666450255904465"
"295","2020-10-22","2020W43","31.71580708373176"
"302","2020-10-29","2020W44","83.46124679224499"
"309","2020-11-05","2020W45","-15.951297570599763"
"316","2020-11-12","2020W46","-44.37355654454268"
"323","2020-11-19","2020W47","39.34292866076248"
"330","2020-11-26","2020W48","18.344655637052938"
"337","2020-12-03","2020W49","19.774037954184223"
"344","2020-12-10","2020W50","-2.2326591969501806"
"351","2020-12-17","2020W51","31.452705028570108"
"358","2020-12-24","2020W52","4.94828820600037"
"365","2020-12-31","2020W53","46.36054972766692"
"372","2021-01-07","2021W01","-32.217295210096836"
"379","2021-01-14","2021W02","-10.706630268634171"
"386","2021-01-21","2021W03","59.955418409302865"
"393","2021-01-28","2021W04","12.815066249635265"
"400","2021-02-04","2021W05","-44.09880468599317"
"407","2021-02-11","2021W06","-90.77506976009727"
"414","2021-02-18","2021W07","14.77947127892753"
"421","2021-02-25","2021W08","-9.459813063999718"
"428","2021-03-04","2021W09","-47.535035047628526"
"435","2021-03-11","2021W10","-83.50518336746222"
"442","2021-03-18","2021W11","-37.44527415652692"
"449","2021-03-25","2021W12","-99.44526953261061"
"456","2021-04-01","2021W13","-59.60877928216337"
"463","2021-04-08","2021W14","-48.05156441765098"
"470","2021-04-15","2021W15","-61.899864221418056"
"477","2021-04-22","2021W16","-30.28857095318699"
"484","2021-04-29","2021W17","-66.3592786129957"
"491","2021-05-06","2021W18","2.7417660155197154"
"498","2021-05-13","2021W19","60.86578039180131"
"505","2021-05-20","2021W20","-36.13639933046238"
"512","2021-05-27","2021W21","-39.41215762528827"
"519","2021-06-03","2021W22","-13.104963987466135"
"526","2021-06-10","2021W23","-36.352293341763016"
"533","2021-06-17","2021W24","-0.28363261192305345"
"540","2021-06-24","2021W25","77.98139764517646"
"547","2021-07-01","2021W26","13.334779292299913"
"554","2021-07-08","2021W27","101.68166515632447"
"561","2021-07-15","2021W28","161.94175728754067"
"568","2021-07-22","2021W29","32.050474906006684"
"575","2021-07-29","2021W30","46.95989504729039"
"582","2021-08-05","2021W31","82.63945220714663"
"589","2021-08-12","2021W32","119.07638677139971"
"596","2021-08-19","2021W33","98.27593565314817"
"603","2021-08-26","2021W34","80.26126229170609"
"610","2021-09-02","2021W35","89.07312694244979"
"617","2021-09-09","2021W36","152.76930194924182"
"624","2021-09-16","2021W37","62.42374038688945"
"631","2021-09-23","2021W38","112.1255100365637"
"638","2021-09-30","2021W39","116.97750806044053"
"645","2021-10-07","2021W40","112.09497492368541"
"652","2021-10-14","2021W41","151.6038290260758"
"659","2021-10-21","2021W42","154.63884610979198"
"666","2021-10-28","2021W43","73.34170976634891"
"673","2021-11-04","2021W44","21.858961241484394"
"680","2021-11-11","2021W45","84.33987820478433"
"687","2021-11-18","2021W46","105.93431318951912"
"694","2021-11-25","2021W47","131.7905230023498"
"701","2021-12-02","2021W48","124.05302054357207"
"708","2021-12-09","2021W49","183.86048016412042"
"715","2021-12-16","2021W50","100.3437269201379"
"722","2021-12-23","2021W51","103.62383888039722"
"729","2021-12-30","2021W52","196.81039001364616"
"736","2022-01-06","2022W01","134.9998591553831"
"743","2022-01-13","2022W02","137.27422815600835"
"750","2022-01-20","2022W03","249.6997895792524"
"757","2022-01-27","2022W04","88.32618129080333"
"764","2022-02-03","2022W05","156.185661995896"
"771","2022-02-10","2022W06","194.29263829874617"
"778","2022-02-17","2022W07","110.64345021652844"
"785","2022-02-24","2022W08","14.216418338819722"
"792","2022-03-03","2022W09","94.97215203420114"
"799","2022-03-10","2022W10","118.85411432392425"
"806","2022-03-17","2022W11","104.78943532299377"
"813","2022-03-24","2022W12","100.68996254557487"
"820","2022-03-31","2022W13","151.4535329365799"
"827","2022-04-07","2022W14","192.96544827439448"
"834","2022-04-14","2022W15","171.10013263768087"
"841","2022-04-21","2022W16","143.72294798486155"
"848","2022-04-28","2022W17","143.69214159668604"
"855","2022-05-05","2022W18","131.8608972135603"
"862","2022-05-12","2022W19","93.07946018807206"
"869","2022-05-19","2022W20","56.19730589132496"
"876","2022-05-26","2022W21","33.065319975145485"
"883","2022-06-02","2022W22","31.537958910337693"
"890","2022-06-09","2022W23","-7.52464050335675"
"897","2022-06-16","2022W24","19.745366769164434"
"904","2022-06-23","2022W25","52.22545089823052"
"911","2022-06-30","2022W26","137.8044852782548"
"918","2022-07-07","2022W27","89.38436000297577"
"925","2022-07-14","2022W28","0.8814073007765728"
"932","2022-07-21","2022W29","117.22761822018174"
"939","2022-07-28","2022W30","107.37163287294027"
"946","2022-08-04","2022W31","122.27948981668317"
"953","2022-08-11","2022W32","191.9351236436404"
"960","2022-08-18","2022W33","194.3406034859164"
"967","2022-08-25","2022W34","98.51610889861445"
"974","2022-09-01","2022W35","56.499643385352215"
"981","2022-09-08","2022W36","186.34648963137624"
"988","2022-09-15","2022W37","198.1284142524769"
"995","2022-09-22","2022W38","107.93263349899166"
"1002","2022-09-29","2022W39","117.86055482073903"
